Frequency,Channel A
(kHz),(dBu)

0.00000000,-28.36876000
0.09536743,-34.96882000
0.19073486,-48.18545000
0.28610229,-71.11633000
0.38146973,-62.28612000
0.47683716,-56.88763000
0.57220459,-64.23901000
0.66757202,-60.35335000
0.76293945,-61.55208000
0.85830688,-63.52393000
0.95367432,-55.53997000
1.04904175,-56.92350000
1.14440918,-63.66256000
1.23977661,-66.97435000
1.33514404,-58.58805000
1.43051147,-60.55275000
1.52587891,-71.71545000
1.62124634,-64.03554000
1.71661377,-60.11403000
1.81198120,-61.80302000
1.90734863,-68.53702000
2.00271606,-64.06615000
2.09808350,-64.39371000
2.19345093,-59.05914000
2.28881836,-57.56670000
2.38418579,-58.16499000
2.47955322,-57.77145000
2.57492065,-61.35868000
2.67028809,-70.54248000
2.76565552,-65.32965000
2.86102295,-57.57100000
2.95639038,-57.08950000
3.05175781,-56.39909000
3.14712524,-57.50369000
3.24249268,-59.20057000
3.33786011,-54.78333000
3.43322754,-62.48887000
3.52859497,-60.59132000
3.62396240,-56.47823000
3.71932983,-56.40167000
3.81469727,-58.49265000
3.91006470,-66.97444000
4.00543213,-62.34443000
4.10079956,-59.14392000
4.19616699,-57.60345000
4.29153442,-56.98479000
4.38690186,-59.12689000
4.48226929,-62.28094000
4.57763672,-59.99807000
4.67300415,-57.37725000
4.76837158,-59.37063000
4.86373901,-60.87494000
4.95910645,-62.85231000
5.05447388,-60.24907000
5.14984131,-62.12042000
5.24520874,-56.51687000
5.34057617,-56.30268000
5.43594360,-57.43469000
5.53131104,-73.13440000
5.62667847,-60.00687000
5.72204590,-62.68995000
5.81741333,-57.17483000
5.91278076,-63.17645000
6.00814819,-47.45123000
6.10351563,-77.73450000
6.19888306,-46.65485000
6.29425049,-33.77285000
6.38961792,-15.10454000
6.48498535,-5.12371900
6.58035278,-3.22460300
6.67572021,-8.91272100
6.77108765,-23.65605000
6.86645508,-42.93911000
6.96182251,-49.16826000
7.05718994,-52.74819000
7.15255737,-60.82304000
7.24792480,-54.04137000
7.34329224,-56.89740000
7.43865967,-55.60171000
7.53402710,-65.37034000
7.62939453,-60.31757000
7.72476196,-58.70057000
7.82012939,-57.84990000
7.91549683,-59.88188000
8.01086426,-59.02862000
8.10623169,-63.47248000
8.20159912,-48.74667000
8.29696655,-53.24831000
8.39233398,-42.17923000
8.48770142,-29.55929000
8.58306885,-19.40559000
8.67843628,-14.83803000
8.77380371,-16.35427000
8.86917114,-23.77065000
8.96453857,-35.51001000
9.05990601,-48.01619000
9.15527344,-50.09460000
9.25064087,-51.52084000
9.34600830,-59.42244000
9.44137573,-52.09321000
9.53674316,-55.43742000
9.63211060,-56.09583000
9.72747803,-68.03676000
9.82284546,-82.89326000
9.91821289,-58.97073000
10.01358032,-54.02222000
10.10894775,-53.96885000
10.20431519,-62.34291000
10.29968262,-77.60020000
10.39505005,-63.38752000
10.49041748,-70.30933000
10.58578491,-77.07698000
10.68115234,-73.61088000
10.77651978,-67.41921000
10.87188721,-70.69579000
10.96725464,-67.27261000
11.06262207,-73.97556000
11.15798950,-61.56097000
11.25335693,-56.90339000
11.34872437,-58.88648000
11.44409180,-63.27551000
11.53945923,-59.60331000
11.63482666,-61.15961000
11.73019409,-69.33913000
11.82556152,-74.02699000
11.92092896,-60.92692000
12.01629639,-57.77864000
12.11166382,-54.18391000
12.20703125,-55.21528000
12.30239868,-65.42365000
12.39776611,-57.54750000
12.49313354,-55.87597000
12.58850098,-63.36190000
