Time,Channel A
(ms),(V)

-0.00024500,0.82949310
0.00103500,1.45817400
0.00231500,2.08716100
0.00359500,2.62611800
0.00487500,3.16538000
0.00615500,3.70433700
0.00743500,4.33332300
0.00871500,4.78255600
0.00999500,5.32151300
0.01127500,5.77074500
0.01255500,6.21997700
0.01383500,6.66921000
0.01511500,7.11844300
0.01639500,7.47795100
0.01767500,7.83715300
0.01895500,8.10663100
0.02023500,8.37611000
0.02151500,8.64589400
0.02279500,8.91537200
0.02407500,9.00509600
0.02535500,9.18485100
0.02663500,9.36460500
0.02791500,9.36460500
0.02919500,9.45432900
0.03047500,9.45432900
0.03175500,9.45432900
0.03303500,9.36460500
0.03431500,9.36460500
0.03559500,9.18485100
0.03687500,9.00509600
0.03815500,8.82534200
0.03943500,8.64589400
0.04071500,8.28638600
0.04199500,8.10663100
0.04327500,7.83715300
0.04455500,7.56767500
0.04583500,7.11844300
0.04711500,6.75893400
0.04839500,6.31000700
0.04967500,5.95049900
0.05095500,5.41154200
0.05223500,5.05203400
0.05351500,4.51307700
0.05479500,3.97381500
0.05607500,3.52458300
0.05735500,2.98562600
0.05863500,2.44666900
0.05991500,1.99743600
0.06119500,1.36845000
0.06247500,0.91921750
0.06375500,0.38056580
0.06503500,-0.15869620
0.06631500,-0.69765310
0.06759500,-1.23661000
0.06887500,-1.77587200
0.07015500,-2.22510500
0.07143500,-2.76406100
0.07271500,-3.21329400
0.07399500,-3.75225100
0.07527500,-4.11175900
0.07655500,-4.56099100
0.07783500,-5.01022400
0.07911500,-5.36942700
0.08039500,-5.72893500
0.08167500,-6.17816700
0.08295500,-6.44764600
0.08423500,-6.71712400
0.08551500,-6.98660200
0.08679500,-7.25608100
0.08807500,-7.52586500
0.08935500,-7.61558900
0.09063500,-7.79534300
0.09191500,-7.97509700
0.09319500,-7.97509700
0.09447500,-8.06482100
0.09575500,-8.15454600
0.09703500,-8.06482100
0.09831500,-8.06482100
0.09959500,-7.97509700
0.10087500,-7.97509700
0.10215500,-7.88506700
0.10343500,-7.70531300
0.10471500,-7.52586500
0.10599500,-7.34611000
0.10727500,-7.16635700
0.10855500,-6.89687800
0.10983500,-6.62739900
0.11111500,-6.26789100
0.11239500,-6.08813800
0.11367500,-5.72893500
0.11495500,-5.36942700
0.11623500,-5.01022400
0.11751500,-4.65071600
0.11879500,-4.29151300
0.12007500,-3.84228000
0.12135500,-3.39304800
0.12263500,-3.03354000
0.12391500,-2.58430700
0.12519500,-2.22510500
0.12647500,-1.68584300
0.12775500,-1.23661000
0.12903500,-0.78737750
0.13031500,-0.33814510
0.13159500,0.02105777
0.13287500,0.47029020
0.13415500,0.91921750
0.13543500,1.27872600
0.13671500,1.72795800
0.13799500,2.08716100
0.13927500,2.53639300
0.14055500,2.89590100
0.14183500,3.25510400
0.14311500,3.61461200
0.14439500,3.88409100
0.14567500,4.24359900
0.14695500,4.51307700
0.14823500,4.69252600
0.14951500,4.96231000
0.15079500,5.23178800
0.15207500,5.41154200
0.15335500,5.59099100
0.15463500,5.77074500
0.15591500,5.95049900
0.15719500,6.04022400
