Frequency,Channel A
(kHz),(dBu)

0.00000000,-27.20896000
0.09536743,-33.89917000
0.19073486,-47.94754000
0.28610229,-62.20876000
0.38146973,-57.82582000
0.47683716,-66.22074000
0.57220459,-65.10224000
0.66757202,-64.24957000
0.76293945,-67.61654000
0.85830688,-57.16648000
0.95367432,-56.08812000
1.04904175,-57.23800000
1.14440918,-58.52116000
1.23977661,-56.49892000
1.33514404,-54.74725000
1.43051147,-60.69443000
1.52587891,-72.97411000
1.62124634,-63.55709000
1.71661377,-57.99045000
1.81198120,-56.34867000
1.90734863,-62.00121000
2.00271606,-63.92231000
2.09808350,-61.25908000
2.19345093,-58.47990000
2.28881836,-55.66742000
2.38418579,-55.45853000
2.47955322,-58.81329000
2.57492065,-76.95235000
2.67028809,-63.91498000
2.76565552,-62.60321000
2.86102295,-62.61769000
2.95639038,-68.71852000
3.05175781,-64.26686000
3.14712524,-59.31195000
3.24249268,-60.41486000
3.33786011,-65.92555000
3.43322754,-65.03024000
3.52859497,-66.29567000
3.62396240,-61.93403000
3.71932983,-55.94342000
3.81469727,-56.49699000
3.91006470,-60.13307000
4.00543213,-64.36631000
4.10079956,-58.35542000
4.19616699,-57.50774000
4.29153442,-63.88430000
4.38690186,-67.23608000
4.48226929,-64.49478000
4.57763672,-61.64638000
4.67300415,-61.79140000
4.76837158,-64.69125000
4.86373901,-73.91309000
4.95910645,-61.34722000
5.05447388,-60.45428000
5.14984131,-62.88497000
5.24520874,-58.82673000
5.34057617,-59.27009000
5.43594360,-65.86581000
5.53131104,-67.65333000
5.62667847,-76.66505000
5.72204590,-63.64600000
5.81741333,-57.73219000
5.91278076,-61.31269000
6.00814819,-63.92799000
6.10351563,-61.80772000
6.19888306,-56.97705000
6.29425049,-64.55064000
6.38961792,-48.61652000
6.48498535,-50.47747000
6.58035278,-33.49157000
6.67572021,-15.74224000
6.77108765,-6.16913600
6.86645508,-4.53482100
6.96182251,-10.38235000
7.05718994,-25.19305000
7.15255737,-40.93048000
7.24792480,-52.62955000
7.34329224,-60.27043000
7.43865967,-63.65948000
7.53402710,-66.85740000
7.62939453,-56.01877000
7.72476196,-50.99579000
7.82012939,-44.45893000
7.91549683,-29.12673000
8.01086426,-17.13917000
8.10623169,-11.34425000
8.20159912,-12.19292000
8.29696655,-19.63447000
8.39233398,-32.60210000
8.48770142,-46.87916000
8.58306885,-49.44122000
8.67843628,-61.31909000
8.77380371,-53.83180000
8.86917114,-71.18737000
8.96453857,-60.93763000
9.05990601,-60.84992000
9.15527344,-57.94015000
9.25064087,-57.52405000
9.34600830,-59.32156000
9.44137573,-57.68891000
9.53674316,-55.78732000
9.63211060,-63.69627000
9.72747803,-66.91824000
9.82284546,-65.94613000
9.91821289,-60.32984000
10.01358032,-58.45726000
10.10894775,-56.84242000
10.20431519,-56.20920000
10.29968262,-57.12811000
10.39505005,-56.77811000
10.49041748,-56.18515000
10.58578491,-57.86293000
10.68115234,-61.11919000
10.77651978,-72.71565000
10.87188721,-58.62759000
10.96725464,-56.65794000
11.06262207,-66.53038000
11.15798950,-70.55424000
11.25335693,-69.65617000
11.34872437,-62.68694000
11.44409180,-61.79427000
11.53945923,-64.30052000
11.63482666,-59.75061000
11.73019409,-58.49490000
11.82556152,-62.57838000
11.92092896,-62.63145000
12.01629639,-60.57978000
12.11166382,-62.19658000
12.20703125,-86.06248000
12.30239868,-60.18709000
12.39776611,-60.59312000
12.49313354,-66.36441000
12.58850098,-69.08962000
