Frequency,Channel A
(kHz),(dBu)

0.00000000,-29.77177000
0.09536743,-36.83745000
0.19073486,-49.84626000
0.28610229,-61.59839000
0.38146973,-66.84056000
0.47683716,-74.19086000
0.57220459,-71.46418000
0.66757202,-65.60325000
0.76293945,-64.58545000
0.85830688,-65.18127000
0.95367432,-60.76143000
1.04904175,-55.63254000
1.14440918,-56.17796000
1.23977661,-58.81300000
1.33514404,-61.24508000
1.43051147,-61.35891000
1.52587891,-70.71044000
1.62124634,-59.84517000
1.71661377,-64.55653000
1.81198120,-60.49322000
1.90734863,-60.07349000
2.00271606,-57.30048000
2.09808350,-56.14383000
2.19345093,-61.41495000
2.28881836,-66.81929000
2.38418579,-59.69017000
2.47955322,-56.02881000
2.57492065,-58.21174000
2.67028809,-65.03213000
2.76565552,-69.75073000
2.86102295,-68.89430000
2.95639038,-63.33570000
3.05175781,-61.69331000
3.14712524,-64.48402000
3.24249268,-74.35337000
3.33786011,-63.97497000
3.43322754,-60.50079000
3.52859497,-61.77129000
3.62396240,-60.47519000
3.71932983,-61.05939000
3.81469727,-61.17471000
3.91006470,-58.27312000
4.00543213,-58.95071000
4.10079956,-59.94619000
4.19616699,-59.79586000
4.29153442,-57.55669000
4.38690186,-55.89065000
4.48226929,-56.26997000
4.57763672,-57.10043000
4.67300415,-57.18037000
4.76837158,-60.54073000
4.86373901,-59.40099000
4.95910645,-60.68958000
5.05447388,-58.09234000
5.14984131,-60.38109000
5.24520874,-62.57676000
5.34057617,-64.89835000
5.43594360,-66.80144000
5.53131104,-59.24503000
5.62667847,-52.21938000
5.72204590,-52.71030000
5.81741333,-54.85477000
5.91278076,-66.34077000
6.00814819,-52.97107000
6.10351563,-51.68655000
6.19888306,-49.46507000
6.29425049,-60.06424000
6.38961792,-50.88463000
6.48498535,-54.57150000
6.58035278,-47.61886000
6.67572021,-34.32153000
6.77108765,-16.32171000
6.86645508,-6.73176100
6.96182251,-4.95924000
7.05718994,-10.58758000
7.15255737,-24.94342000
7.24792480,-44.84442000
7.34329224,-50.21045000
7.43865967,-52.62515000
7.53402710,-61.18400000
7.62939453,-46.04274000
7.72476196,-34.50168000
7.82012939,-20.20434000
7.91549683,-11.71157000
8.01086426,-10.09193000
8.10623169,-15.26384000
8.20159912,-27.15630000
8.29696655,-42.08461000
8.39233398,-49.39762000
8.48770142,-55.24706000
8.58306885,-54.43657000
8.67843628,-54.18352000
8.77380371,-52.82600000
8.86917114,-52.37642000
8.96453857,-57.83796000
9.05990601,-59.96610000
9.15527344,-67.30905000
9.25064087,-55.81793000
9.34600830,-56.09959000
9.44137573,-58.55350000
9.53674316,-59.58759000
9.63211060,-60.82455000
9.72747803,-76.41595000
9.82284546,-59.72662000
9.91821289,-66.44128000
10.01358032,-64.78076000
10.10894775,-57.29904000
10.20431519,-55.21208000
10.29968262,-59.32192000
10.39505005,-62.52478000
10.49041748,-59.17841000
10.58578491,-61.24599000
10.68115234,-67.13914000
10.77651978,-72.29236000
10.87188721,-60.84425000
10.96725464,-59.67212000
11.06262207,-58.90547000
11.15798950,-56.85635000
11.25335693,-59.12063000
11.34872437,-55.43618000
11.44409180,-54.72601000
11.53945923,-58.73459000
11.63482666,-63.82566000
11.73019409,-64.62376000
11.82556152,-60.50394000
11.92092896,-55.55333000
12.01629639,-57.74218000
12.11166382,-66.82739000
12.20703125,-62.91443000
12.30239868,-64.06350000
12.39776611,-61.19570000
12.49313354,-59.55922000
12.58850098,-70.38798000
