Time,Channel A
(ms),(V)

-0.00104000,0.47029020
0.00024000,1.09897100
0.00152000,1.72795800
0.00280000,2.26691500
0.00408000,2.89590100
0.00536000,3.43485800
0.00664000,3.97381500
0.00792000,4.51307700
0.00920000,5.05203400
0.01048000,5.41154200
0.01176000,5.95049900
0.01304000,6.39973200
0.01432000,6.84896400
0.01560000,7.20816700
0.01688000,7.56767500
0.01816000,7.92718300
0.01944000,8.28638600
0.02072000,8.55586400
0.02200000,8.82534200
0.02328000,9.00509600
0.02456000,9.18485100
0.02584000,9.36460500
0.02712000,9.45432900
0.02840000,9.54435800
0.02968000,9.63408300
0.03096000,9.63408300
0.03224000,9.54435800
0.03352000,9.54435800
0.03480000,9.45432900
0.03608000,9.27457500
0.03736000,9.18485100
0.03864000,9.00509600
0.03992000,8.73561900
0.04120000,8.46614000
0.04248000,8.19666100
0.04376000,7.83715300
0.04504000,7.56767500
0.04632000,7.20816700
0.04760000,6.75893400
0.04888000,6.31000700
0.05016000,5.95049900
0.05144000,5.41154200
0.05272000,5.05203400
0.05400000,4.51307700
0.05528000,3.97381500
0.05656000,3.52458300
0.05784000,2.89590100
0.05912000,2.44666900
0.06040000,1.90740700
0.06168000,1.36845000
0.06296000,0.73946350
0.06424000,0.20081180
0.06552000,-0.33814510
0.06680000,-0.87740710
0.06808000,-1.41636400
0.06936000,-1.95532100
0.07064000,-2.49458300
0.07192000,-2.94381500
0.07320000,-3.48277200
0.07448000,-3.93200500
0.07576000,-4.47096200
0.07704000,-4.83047000
0.07832000,-5.27970200
0.07960000,-5.72893500
0.08088000,-6.08813800
0.08216000,-6.44764600
0.08344000,-6.80715400
0.08472000,-7.16635700
0.08600000,-7.34611000
0.08728000,-7.61558900
0.08856000,-7.88506700
0.08984000,-8.06482100
0.09112000,-8.24457600
0.09240000,-8.33430000
0.09368000,-8.51405300
0.09496000,-8.60377800
0.09624000,-8.60377800
0.09752000,-8.60377800
0.09880000,-8.60377800
0.10008000,-8.51405300
0.10136000,-8.42433000
0.10264000,-8.33430000
0.10392000,-8.15454600
0.10520000,-7.97509700
0.10648000,-7.88506700
0.10776000,-7.61558900
0.10904000,-7.34611000
0.11032000,-7.07663200
0.11160000,-6.71712400
0.11288000,-6.44764600
0.11416000,-6.08813800
0.11544000,-5.72893500
0.11672000,-5.36942700
0.11800000,-5.01022400
0.11928000,-4.56099100
0.12056000,-4.11175900
0.12184000,-3.66252600
0.12312000,-3.21329400
0.12440000,-2.76406100
0.12568000,-2.31482900
0.12696000,-1.86559700
0.12824000,-1.32664000
0.12952000,-0.78737750
0.13080000,-0.33814510
0.13208000,0.11108740
0.13336000,0.56001470
0.13464000,1.00894200
0.13592000,1.45817400
0.13720000,1.90740700
0.13848000,2.35663900
0.13976000,2.80587200
0.14104000,3.25510400
0.14232000,3.61461200
0.14360000,3.97381500
0.14488000,4.33332300
0.14616000,4.69252600
0.14744000,5.05203400
0.14872000,5.32151300
0.15000000,5.68102100
0.15128000,5.95049900
0.15256000,6.13025300
0.15384000,6.31000700
0.15512000,6.57948500
0.15640000,6.75893400
