Pixel index,Intensity
1.00000000,0.00015412
2.00000000,0.00020567
3.00000000,0.00037513
4.00000000,0.00126128
5.00000000,0.00149315
6.00000000,0.00148944
7.00000000,0.00153545
8.00000000,0.00149473
9.00000000,0.00153016
10.00000000,0.00147357
11.00000000,0.00155475
12.00000000,0.00151323
13.00000000,0.00150716
14.00000000,0.00148415
15.00000000,0.00149314
16.00000000,0.00148231
17.00000000,0.00153811
18.00000000,0.00153704
19.00000000,0.00155661
20.00000000,0.00150002
21.00000000,0.00158622
22.00000000,0.00155818
23.00000000,0.00163590
24.00000000,0.00162162
25.00000000,0.00158251
26.00000000,0.00150821
27.00000000,0.00150373
28.00000000,0.00147887
29.00000000,0.00160419
30.00000000,0.00156875
31.00000000,0.00153147
32.00000000,0.00147886
33.00000000,0.00148257
34.00000000,0.00151324
35.00000000,0.00152091
36.00000000,0.00142073
37.00000000,0.00147201
38.00000000,0.00146804
39.00000000,0.00154868
40.00000000,0.00149473
41.00000000,0.00148812
42.00000000,0.00150107
43.00000000,0.00155397
44.00000000,0.00157934
45.00000000,0.00155395
46.00000000,0.00145269
47.00000000,0.00146142
48.00000000,0.00148943
49.00000000,0.00145085
50.00000000,0.00140484
51.00000000,0.00150902
52.00000000,0.00153438
53.00000000,0.00153545
54.00000000,0.00147622
55.00000000,0.00153386
56.00000000,0.00159598
57.00000000,0.00163856
58.00000000,0.00152910
59.00000000,0.00151694
60.00000000,0.00140749
61.00000000,0.00144266
62.00000000,0.00148415
63.00000000,0.00153016
64.00000000,0.00155817
65.00000000,0.00155395
66.00000000,0.00140246
67.00000000,0.00142732
68.00000000,0.00148151
69.00000000,0.00146354
70.00000000,0.00141541
71.00000000,0.00146143
72.00000000,0.00148416
73.00000000,0.00150373
74.00000000,0.00151350
75.00000000,0.00150637
76.00000000,0.00151667
77.00000000,0.00153280
78.00000000,0.00151060
79.00000000,0.00153810
80.00000000,0.00146565
81.00000000,0.00146142
82.00000000,0.00144450
83.00000000,0.00150902
84.00000000,0.00155289
85.00000000,0.00156717
86.00000000,0.00149209
87.00000000,0.00145614
88.00000000,0.00147357
89.00000000,0.00152487
90.00000000,0.00150266
91.00000000,0.00155395
92.00000000,0.00150002
93.00000000,0.00157776
94.00000000,0.00153967
95.00000000,0.00149844
96.00000000,0.00146592
97.00000000,0.00152487
98.00000000,0.00154601
99.00000000,0.00158303
100.00000000,0.00156611
101.00000000,0.00162269
102.00000000,0.00165335
103.00000000,0.00160682
104.00000000,0.00151799
105.00000000,0.00154603
106.00000000,0.00162692
107.00000000,0.00173902
108.00000000,0.00162693
109.00000000,0.00153546
110.00000000,0.00147358
111.00000000,0.00150663
112.00000000,0.00149658
113.00000000,0.00153809
114.00000000,0.00150582
115.00000000,0.00149129
116.00000000,0.00148151
117.00000000,0.00155925
118.00000000,0.00153704
119.00000000,0.00161211
120.00000000,0.00155817
121.00000000,0.00151324
122.00000000,0.00157139
123.00000000,0.00165493
124.00000000,0.00154389
125.00000000,0.00147994
126.00000000,0.00145509
127.00000000,0.00153994
128.00000000,0.00160312
129.00000000,0.00163327
130.00000000,0.00160048
131.00000000,0.00168614
132.00000000,0.00160207
133.00000000,0.00159626
134.00000000,0.00159255
135.00000000,0.00163591
136.00000000,0.00152910
137.00000000,0.00151695
138.00000000,0.00152646
139.00000000,0.00155396
140.00000000,0.00157935
141.00000000,0.00156453
142.00000000,0.00151060
143.00000000,0.00162798
144.00000000,0.00165336
145.00000000,0.00163856
146.00000000,0.00148257
147.00000000,0.00153042
148.00000000,0.00159519
149.00000000,0.00159097
150.00000000,0.00156346
151.00000000,0.00161528
152.00000000,0.00153570
153.00000000,0.00158304
154.00000000,0.00164675
155.00000000,0.00169725
156.00000000,0.00165864
157.00000000,0.00164385
158.00000000,0.00152909
159.00000000,0.00145614
160.00000000,0.00148943
161.00000000,0.00154866
162.00000000,0.00157299
163.00000000,0.00158833
164.00000000,0.00149420
165.00000000,0.00162268
166.00000000,0.00165865
167.00000000,0.00158834
168.00000000,0.00157404
169.00000000,0.00159626
170.00000000,0.00153570
171.00000000,0.00157247
172.00000000,0.00153969
173.00000000,0.00157512
174.00000000,0.00148946
175.00000000,0.00154339
176.00000000,0.00157139
177.00000000,0.00161740
178.00000000,0.00156374
