Frequency,Channel A
(kHz),(dBu)

0.00000000,-39.41837000
0.19073486,-45.97381000
0.38146973,-58.33477000
0.57220459,-82.01939000
0.76293945,-68.03306000
0.95367432,-68.49889000
1.14440918,-71.17603000
1.33514404,-80.82376000
1.52587891,-39.60828000
1.71661377,-20.51044000
1.90734863,-13.35640000
2.09808350,-14.51212000
2.28881836,-24.44673000
2.47955322,-49.59820000
2.67028809,-63.07224000
2.86102295,-79.01693000
3.05175781,-69.86299000
3.24249268,-64.88215000
3.43322754,-88.56090000
3.62396240,-68.61533000
3.81469727,-73.14872000
4.00543213,-68.92187000
4.19616699,-66.81161000
4.38690186,-66.93565000
4.57763672,-75.49662000
4.76837158,-67.42806000
4.95910645,-78.92902000
5.14984131,-72.45232000
5.34057617,-70.55995000
5.53131104,-70.13684000
5.72204590,-69.52922000
5.91278076,-69.55974000
6.10351563,-70.82938000
6.29425049,-72.93269000
6.48498535,-74.85063000
6.67572021,-73.07878000
6.86645508,-83.29120000
7.05718994,-74.49263000
7.24792480,-69.54570000
7.43865967,-69.32584000
7.62939453,-67.40267000
7.82012939,-65.74175000
8.01086426,-77.39558000
8.20159912,-62.54438000
8.39233398,-64.21633000
8.58306885,-54.82463000
8.77380371,-44.25365000
8.96453857,-36.84919000
9.15527344,-34.11620000
9.34600830,-36.78890000
9.53674316,-44.35150000
9.72747803,-57.37163000
9.91821289,-57.97760000
10.10894775,-78.39198000
10.29968262,-70.22927000
10.49041748,-75.83658000
10.68115234,-68.53573000
10.87188721,-69.43743000
11.06262207,-68.49679000
11.25335693,-80.73009000
11.44409180,-67.97873000
11.63482666,-62.96257000
11.82556152,-64.95726000
12.01629639,-66.11194000
12.20703125,-64.61448000
12.39776611,-70.58412000
12.58850098,-73.41637000
12.77923584,-68.85336000
12.96997070,-71.21332000
13.16070557,-73.04249000
13.35144043,-82.71652000
13.54217529,-78.15679000
13.73291016,-82.67725000
13.92364502,-70.80535000
14.11437988,-67.86472000
14.30511475,-69.05026000
14.49584961,-68.34975000
14.68658447,-67.67676000
14.87731934,-69.21407000
15.06805420,-74.51463000
15.25878906,-80.05730000
15.44952393,-70.82824000
15.64025879,-76.75943000
15.83099365,-72.86473000
16.02172852,-75.77263000
16.21246338,-95.34799000
16.40319824,-69.03925000
16.59393311,-66.56921000
16.78466797,-70.70325000
16.97540283,-73.10246000
17.16613770,-70.19678000
17.35687256,-72.45006000
17.54760742,-81.73369000
17.73834229,-71.96961000
17.92907715,-70.62093000
18.11981201,-74.33070000
18.31054688,-72.41519000
18.50128174,-71.22179000
18.69201660,-72.80428000
18.88275146,-70.15207000
19.07348633,-65.54461000
19.26422119,-66.87774000
19.45495605,-74.82819000
19.64569092,-69.16707000
19.83642578,-71.46693000
20.02716064,-71.09903000
20.21789551,-67.62063000
20.40863037,-68.12045000
20.59936523,-69.66479000
20.79010010,-70.30774000
20.98083496,-69.45339000
21.17156982,-70.21182000
21.36230469,-71.46254000
21.55303955,-71.66957000
21.74377441,-74.23451000
21.93450928,-74.59407000
22.12524414,-71.00680000
22.31597900,-72.49338000
22.50671387,-78.21886000
22.69744873,-83.08949000
22.88818359,-75.65878000
23.07891846,-71.43716000
23.26965332,-68.04012000
23.46038818,-70.55086000
23.65112305,-70.72044000
23.84185791,-71.58676000
24.03259277,-66.31118000
24.22332764,-63.76479000
24.41406250,-65.13734000
24.60479736,-67.65516000
24.79553223,-78.51580000
24.98626709,-72.97968000
25.17700195,-69.87214000
