t(s),U1(V),U2(V)
"0,056000","0,110453","-0,031560"
"0,057000","0,110453","-0,036820"
"0,058000","0,110453","-0,031560"
"0,059000","0,115713","-0,031560"
"0,060000","0,115713","-0,031560"
"0,061000","0,115713","-0,036820"
"0,062000","0,115713","-0,031560"
"0,063000","0,120973","-0,036820"
"0,064000","0,120973","-0,031560"
"0,065000","0,120973","-0,031560"
"0,066000","0,126232","-0,031560"
"0,067000","0,126232","-0,031560"
"0,068000","0,126232","-0,036820"
"0,069000","0,126232","-0,036820"
"0,070000","0,131492","-0,031560"
"0,071000","0,126232","-0,031560"
"0,072000","0,131492","-0,036820"
"0,073000","0,131492","-0,036820"
"0,074000","0,131492","-0,031560"
"0,075000","0,131492","-0,036820"
"0,076000","0,131492","-0,031560"
"0,077000","0,136752","-0,036820"
"0,078000","0,136752","-0,036820"
"0,079000","0,136752","-0,036820"
"0,080000","0,142011","-0,031560"
"0,081000","0,142011","-0,031560"
"0,082000","0,142011","-0,036820"
"0,083000","0,147271","-0,036820"
"0,084000","0,147271","-0,031560"
"0,085000","0,147271","-0,031560"
"0,086000","0,152531","-0,031560"
"0,087000","0,152531","-0,031560"
"0,088000","0,152531","-0,031560"
"0,089000","0,152531","-0,031560"
"0,090000","0,152531","-0,036820"
"0,091000","0,152531","-0,031560"
"0,092000","0,152531","-0,036820"
"0,093000","0,157791","-0,036820"
"0,094000","0,157791","-0,031560"
"0,095000","0,157791","-0,031560"
"0,096000","0,163050","-0,031560"
"0,097000","0,157791","-0,031560"
"0,098000","0,163050","-0,036820"
"0,099000","0,163050","-0,031560"
"0,100000","0,168310","-0,031560"
"0,101000","0,168310","-0,036820"
"0,102000","0,168310","-0,031560"
"0,103000","0,168310","-0,031560"
"0,104000","0,168310","-0,031560"
"0,105000","0,173570","-0,031560"
"0,106000","0,173570","-0,031560"
"0,107000","0,173570","-0,031560"
"0,108000","0,173570","-0,031560"
"0,109000","0,173570","-0,031560"
"0,110000","0,173570","-0,036820"
"0,111000","0,173570","-0,036820"
"0,112000","0,178829","-0,031560"
"0,113000","0,184089","-0,036820"
"0,114000","0,178829","-0,036820"
"0,115000","0,184089","-0,036820"
"0,116000","0,184089","-0,031560"
"0,117000","0,184089","-0,036820"
"0,118000","0,184089","-0,036820"
"0,119000","0,184089","-0,036820"
"0,120000","0,189349","-0,031560"
"0,121000","0,189349","-0,036820"
"0,122000","0,194608","-0,036820"
"0,123000","0,189349","-0,036820"
"0,124000","0,189349","-0,036820"
"0,125000","0,189349","-0,031560"
"0,126000","0,194608","-0,036820"
"0,127000","0,194608","-0,031560"
"0,128000","0,199868","-0,036820"
"0,129000","0,199868","-0,036820"
"0,130000","0,199868","-0,036820"
"0,131000","0,199868","-0,036820"
"0,132000","0,205128","-0,031560"
"0,133000","0,205128","-0,036820"
"0,134000","0,199868","-0,031560"
"0,135000","0,205128","-0,036820"
"0,136000","0,205128","-0,031560"
"0,137000","0,210387","-0,036820"
"0,138000","0,210387","-0,031560"
"0,139000","0,210387","-0,031560"
"0,140000","0,210387","-0,036820"
"0,141000","0,210387","-0,031560"
"0,142000","0,215647","-0,031560"
"0,143000","0,215647","-0,036820"
"0,144000","0,215647","-0,031560"
"0,145000","0,215647","-0,036820"
"0,146000","0,215647","-0,031560"
"0,147000","0,215647","-0,031560"
"0,148000","0,215647","-0,036820"
"0,149000","0,220907","-0,036820"
"0,150000","0,226166","-0,036820"
"0,151000","0,226166","-0,036820"
"0,152000","0,226166","-0,031560"
"0,153000","0,226166","-0,036820"
"0,154000","0,226166","-0,036820"
"0,155000","0,231426","-0,036820"
"0,156000","0,226166","-0,036820"
"0,157000","0,231426","-0,031560"
"0,158000","0,226166","-0,036820"
"0,159000","0,231426","-0,031560"
"0,160000","0,231426","-0,036820"
"0,161000","0,236686","-0,036820"
"0,162000","0,236686","-0,031560"
"0,163000","0,236686","-0,031560"
"0,164000","0,236686","-0,036820"
"0,165000","0,236686","-0,036820"
"0,166000","0,241945","-0,031560"
"0,167000","0,241945","-0,031560"
"0,168000","0,241945","-0,036820"
"0,169000","0,241945","-0,036820"
"0,170000","0,241945","-0,031560"
"0,171000","0,241945","-0,036820"
"0,172000","0,247205","-0,036820"
"0,173000","0,247205","-0,036820"
"0,174000","0,247205","-0,031560"
"0,175000","0,247205","-0,031560"
"0,176000","0,247205","-0,031560"
"0,177000","0,252465","-0,036820"
"0,178000","0,252465","-0,036820"
"0,179000","0,252465","-0,036820"
"0,180000","0,252465","-0,036820"
"0,181000","0,252465","-0,031560"
"0,182000","0,252465","-0,031560"
"0,183000","0,257725","-0,031560"
"0,184000","0,257725","-0,031560"
"0,185000","0,257725","-0,031560"
"0,186000","0,257725","-0,036820"
"0,187000","0,262984","-0,031560"
"0,188000","0,262984","-0,031560"
"0,189000","0,262984","-0,031560"
"0,190000","0,262984","-0,031560"
"0,191000","0,268244","-0,031560"
"0,192000","0,268244","-0,031560"
"0,193000","0,268244","-0,036820"
"0,194000","0,262984","-0,031560"
"0,195000","0,268244","-0,036820"
"0,196000","0,268244","-0,031560"
"0,197000","0,273504","-0,031560"
"0,198000","0,268244","-0,031560"
"0,199000","0,273504","-0,036820"
"0,200000","0,273504","-0,031560"
"0,201000","0,273504","-0,031560"
"0,202000","0,273504","-0,031560"
"0,203000","0,278763","-0,031560"
"0,204000","0,278763","-0,031560"
"0,205000","0,278763","-0,031560"
"0,206000","0,278763","-0,031560"
"0,207000","0,278763","-0,036820"
"0,208000","0,278763","-0,031560"
"0,209000","0,284023","-0,031560"
"0,210000","0,284023","-0,031560"
"0,211000","0,284023","-0,036820"
"0,212000","0,284023","-0,031560"
"0,213000","0,284023","-0,031560"
"0,214000","0,284023","-0,031560"
"0,215000","0,289283","-0,031560"
"0,216000","0,289283","-0,031560"
"0,217000","0,289283","-0,036820"
"0,218000","0,289283","-0,031560"
"0,219000","0,289283","-0,031560"
"0,220000","0,289283","-0,031560"
"0,221000","0,294542","-0,031560"
"0,222000","0,294542","-0,036820"
"0,223000","0,294542","-0,031560"
"0,224000","0,294542","-0,031560"
"0,225000","0,294542","-0,031560"
"0,226000","0,294542","-0,031560"
"0,227000","0,299802","-0,031560"
"0,228000","0,299802","-0,031560"
"0,229000","0,299802","-0,036820"
"0,230000","0,299802","-0,031560"
"0,231000","0,299802","-0,036820"
"0,232000","0,299802","-0,031560"
"0,233000","0,305062","-0,036820"
"0,234000","0,305062","-0,031560"
"0,235000","0,305062","-0,031560"
"0,236000","0,305062","-0,031560"
"0,237000","0,305062","-0,036820"
"0,238000","0,305062","-0,031560"
"0,239000","0,305062","-0,031560"
"0,240000","0,310321","-0,031560"
"0,241000","0,310321","-0,031560"
"0,242000","0,310321","-0,031560"
"0,243000","0,310321","-0,031560"
"0,244000","0,310321","-0,031560"
"0,245000","0,315581","-0,031560"
"0,246000","0,310321","-0,031560"
"0,247000","0,315581","-0,031560"
"0,248000","0,315581","-0,031560"
"0,249000","0,315581","-0,031560"
"0,250000","0,315581","-0,031560"
"0,251000","0,315581","-0,031560"
"0,252000","0,320841","-0,031560"
"0,253000","0,315581","-0,031560"
"0,254000","0,320841","-0,031560"
"0,255000","0,320841","-0,031560"
"0,256000","0,320841","-0,031560"
"0,257000","0,326100","-0,031560"
"0,258000","0,320841","-0,031560"
"0,259000","0,320841","-0,031560"
"0,260000","0,326100","-0,031560"
"0,261000","0,326100","-0,031560"
"0,262000","0,326100","-0,031560"
"0,263000","0,326100","-0,031560"
"0,264000","0,326100","-0,031560"
"0,265000","0,326100","-0,031560"
"0,266000","0,331360","-0,031560"
"0,267000","0,326100","-0,031560"
"0,268000","0,326100","-0,031560"
"0,269000","0,331360","-0,031560"
"0,270000","0,331360","-0,031560"
"0,271000","0,331360","-0,031560"
"0,272000","0,331360","-0,031560"
"0,273000","0,331360","-0,031560"
"0,274000","0,336620","-0,031560"
"0,275000","0,336620","-0,031560"
"0,276000","0,336620","-0,031560"
"0,277000","0,336620","-0,031560"
"0,278000","0,331360","-0,031560"
"0,279000","0,336620","-0,031560"
"0,280000","0,341879","-0,031560"
"0,281000","0,336620","-0,031560"
"0,282000","0,341879","-0,031560"
"0,283000","0,341879","-0,031560"
"0,284000","0,341879","-0,031560"
"0,285000","0,341879","-0,031560"
"0,286000","0,341879","-0,026300"
"0,287000","0,341879","-0,031560"
"0,288000","0,341879","-0,026300"
"0,289000","0,341879","-0,031560"
"0,290000","0,347139","-0,031560"
"0,291000","0,347139","-0,031560"
"0,292000","0,347139","-0,026300"
"0,293000","0,341879","-0,031560"
"0,294000","0,341879","-0,031560"
"0,295000","0,347139","-0,026300"
"0,296000","0,347139","-0,031560"
"0,297000","0,347139","-0,026300"
"0,298000","0,352399","-0,026300"
"0,299000","0,347139","-0,031560"
"0,300000","0,352399","-0,026300"
"0,301000","0,347139","-0,026300"
"0,302000","0,352399","-0,026300"
"0,303000","0,352399","-0,026300"
"0,304000","0,352399","-0,026300"
"0,305000","0,357659","-0,031560"
"0,306000","0,352399","-0,026300"
"0,307000","0,357659","-0,031560"
"0,308000","0,357659","-0,026300"
"0,309000","0,357659","-0,026300"
"0,310000","0,357659","-0,031560"
"0,311000","0,357659","-0,026300"
"0,312000","0,357659","-0,026300"
"0,313000","0,362918","-0,026300"
"0,314000","0,357659","-0,026300"
"0,315000","0,357659","-0,026300"
"0,316000","0,357659","-0,026300"
"0,317000","0,357659","-0,026300"
"0,318000","0,357659","-0,031560"
"0,319000","0,362918","-0,026300"
"0,320000","0,362918","-0,026300"
"0,321000","0,362918","-0,026300"
"0,322000","0,362918","-0,026300"
"0,323000","0,368178","-0,031560"
"0,324000","0,362918","-0,026300"
"0,325000","0,362918","-0,026300"
"0,326000","0,362918","-0,026300"
"0,327000","0,368178","-0,026300"
"0,328000","0,362918","-0,026300"
"0,329000","0,368178","-0,026300"
"0,330000","0,368178","-0,026300"
"0,331000","0,368178","-0,026300"
"0,332000","0,368178","-0,026300"
"0,333000","0,368178","-0,026300"
"0,334000","0,368178","-0,026300"
"0,335000","0,368178","-0,026300"
"0,336000","0,368178","-0,026300"
"0,337000","0,373438","-0,026300"
"0,338000","0,368178","-0,026300"
"0,339000","0,373438","-0,026300"
"0,340000","0,368178","-0,026300"
"0,341000","0,373438","-0,026300"
"0,342000","0,373438","-0,026300"
"0,343000","0,373438","-0,026300"
"0,344000","0,373438","-0,026300"
"0,345000","0,373438","-0,021040"
"0,346000","0,373438","-0,026300"
"0,347000","0,368178","-0,021040"
"0,348000","0,378697","-0,026300"
"0,349000","0,373438","-0,026300"
"0,350000","0,378697","-0,026300"
"0,351000","0,373438","-0,026300"
"0,352000","0,378697","-0,026300"
"0,353000","0,378697","-0,021040"
"0,354000","0,378697","-0,026300"
"0,355000","0,378697","-0,026300"
"0,356000","0,378697","-0,021040"
"0,357000","0,378697","-0,021040"
"0,358000","0,378697","-0,026300"
"0,359000","0,378697","-0,026300"
"0,360000","0,383957","-0,021040"
"0,361000","0,378697","-0,021040"
"0,362000","0,378697","-0,026300"
"0,363000","0,378697","-0,021040"
"0,364000","0,378697","-0,026300"
"0,365000","0,378697","-0,021040"
"0,366000","0,378697","-0,026300"
"0,367000","0,383957","-0,021040"
"0,368000","0,383957","-0,021040"
"0,369000","0,383957","-0,021040"
"0,370000","0,383957","-0,021040"
"0,371000","0,383957","-0,021040"
"0,372000","0,383957","-0,026300"
"0,373000","0,383957","-0,021040"
"0,374000","0,383957","-0,021040"
"0,375000","0,383957","-0,021040"
"0,376000","0,378697","-0,021040"
"0,377000","0,383957","-0,021040"
"0,378000","0,383957","-0,026300"
"0,379000","0,383957","-0,021040"
"0,380000","0,383957","-0,021040"
"0,381000","0,383957","-0,021040"
"0,382000","0,383957","-0,021040"
"0,383000","0,389217","-0,021040"
"0,384000","0,389217","-0,021040"
"0,385000","0,383957","-0,021040"
"0,386000","0,383957","-0,021040"
"0,387000","0,383957","-0,021040"
"0,388000","0,389217","-0,021040"
"0,389000","0,389217","-0,021040"
"0,390000","0,389217","-0,021040"
"0,391000","0,389217","-0,021040"
"0,392000","0,389217","-0,015780"
"0,393000","0,389217","-0,021040"
"0,394000","0,383957","-0,021040"
"0,395000","0,389217","-0,021040"
"0,396000","0,389217","-0,021040"
"0,397000","0,389217","-0,021040"
"0,398000","0,389217","-0,021040"
"0,399000","0,389217","-0,015780"
"0,400000","0,389217","-0,021040"
"0,401000","0,389217","-0,015780"
"0,402000","0,389217","-0,021040"
"0,403000","0,389217","-0,015780"
"0,404000","0,394476","-0,021040"
"0,405000","0,394476","-0,021040"
"0,406000","0,394476","-0,021040"
"0,407000","0,394476","-0,021040"
"0,408000","0,389217","-0,021040"
"0,409000","0,389217","-0,021040"
"0,410000","0,389217","-0,021040"
"0,411000","0,389217","-0,015780"
"0,412000","0,394476","-0,021040"
"0,413000","0,389217","-0,015780"
"0,414000","0,394476","-0,021040"
"0,415000","0,389217","-0,015780"
"0,416000","0,394476","-0,015780"
"0,417000","0,389217","-0,021040"
"0,418000","0,389217","-0,015780"
"0,419000","0,394476","-0,015780"
"0,420000","0,394476","-0,015780"
"0,421000","0,394476","-0,015780"
"0,422000","0,394476","-0,015780"
"0,423000","0,394476","-0,015780"
"0,424000","0,394476","-0,015780"
"0,425000","0,389217","-0,015780"
"0,426000","0,394476","-0,015780"
"0,427000","0,394476","-0,021040"
"0,428000","0,394476","-0,021040"
"0,429000","0,394476","-0,015780"
"0,430000","0,389217","-0,015780"
"0,431000","0,394476","-0,015780"
"0,432000","0,394476","-0,015780"
"0,433000","0,394476","-0,015780"
"0,434000","0,394476","-0,015780"
"0,435000","0,389217","-0,015780"
"0,436000","0,394476","-0,015780"
"0,437000","0,394476","-0,015780"
"0,438000","0,394476","-0,015780"
"0,439000","0,394476","-0,015780"
"0,440000","0,394476","-0,015780"
"0,441000","0,394476","-0,015780"
"0,442000","0,394476","-0,015780"
"0,443000","0,394476","-0,015780"
"0,444000","0,394476","-0,015780"
"0,445000","0,389217","-0,015780"
"0,446000","0,394476","-0,015780"
"0,447000","0,394476","-0,015780"
"0,448000","0,394476","-0,015780"
"0,449000","0,394476","-0,015780"
"0,450000","0,394476","-0,015780"
"0,451000","0,394476","-0,015780"
"0,452000","0,394476","-0,015780"
"0,453000","0,394476","-0,010520"
"0,454000","0,394476","-0,015780"
"0,455000","0,394476","-0,015780"
"0,456000","0,394476","-0,015780"
"0,457000","0,394476","-0,010520"
"0,458000","0,394476","-0,010520"
"0,459000","0,394476","-0,015780"
"0,460000","0,394476","-0,010520"
"0,461000","0,394476","-0,010520"
"0,462000","0,394476","-0,010520"
"0,463000","0,389217","-0,010520"
"0,464000","0,389217","-0,010520"
"0,465000","0,389217","-0,015780"
"0,466000","0,394476","-0,010520"
"0,467000","0,394476","-0,010520"
"0,468000","0,389217","-0,010520"
"0,469000","0,389217","-0,010520"
"0,470000","0,389217","-0,010520"
"0,471000","0,394476","-0,010520"
"0,472000","0,394476","-0,015780"
"0,473000","0,389217","-0,015780"
"0,474000","0,389217","-0,015780"
"0,475000","0,389217","-0,010520"
"0,476000","0,389217","-0,015780"
"0,477000","0,389217","-0,010520"
"0,478000","0,389217","-0,010520"
"0,479000","0,389217","-0,010520"
"0,480000","0,389217","-0,015780"
"0,481000","0,389217","-0,010520"
"0,482000","0,389217","-0,010520"
"0,483000","0,389217","-0,010520"
"0,484000","0,389217","-0,010520"
"0,485000","0,389217","-0,010520"
"0,486000","0,389217","-0,010520"
"0,487000","0,389217","-0,010520"
"0,488000","0,389217","-0,010520"
"0,489000","0,389217","-0,010520"
"0,490000","0,389217","-0,010520"
"0,491000","0,389217","-0,010520"
"0,492000","0,389217","-0,010520"
"0,493000","0,383957","-0,010520"
"0,494000","0,389217","-0,010520"
"0,495000","0,389217","-0,010520"
"0,496000","0,383957","-0,005260"
"0,497000","0,389217","-0,005260"
"0,498000","0,389217","-0,005260"
"0,499000","0,383957","-0,005260"
"0,500000","0,383957","-0,010520"
"0,501000","0,383957","-0,005260"
"0,502000","0,383957","-0,010520"
"0,503000","0,383957","-0,005260"
"0,504000","0,383957","-0,005260"
"0,505000","0,383957","-0,005260"
"0,506000","0,383957","-0,005260"
"0,507000","0,383957","-0,005260"
"0,508000","0,383957","-0,005260"
"0,509000","0,383957","-0,005260"
"0,510000","0,383957","-0,005260"
"0,511000","0,378697","-0,005260"
"0,512000","0,383957","-0,005260"
"0,513000","0,383957","-0,005260"
"0,514000","0,383957","-0,005260"
"0,515000","0,378697","-0,005260"
"0,516000","0,383957","-0,005260"
"0,517000","0,383957","-0,010520"
"0,518000","0,383957","-0,005260"
"0,519000","0,383957","-0,005260"
"0,520000","0,378697","-0,005260"
"0,521000","0,383957","-0,005260"
"0,522000","0,378697","-0,005260"
"0,523000","0,378697","-0,005260"
"0,524000","0,378697","-0,005260"
"0,525000","0,378697","-0,005260"
"0,526000","0,378697","-0,005260"
"0,527000","0,378697","-0,005260"
"0,528000","0,378697","-0,005260"
"0,529000","0,378697","0,000000"
"0,530000","0,378697","-0,005260"
"0,531000","0,373438","-0,005260"
"0,532000","0,373438","-0,005260"
"0,533000","0,378697","-0,005260"
"0,534000","0,373438","-0,005260"
"0,535000","0,373438","-0,005260"
"0,536000","0,373438","0,000000"
"0,537000","0,373438","0,000000"
"0,538000","0,373438","-0,005260"
"0,539000","0,373438","-0,005260"
"0,540000","0,373438","0,000000"
"0,541000","0,373438","-0,005260"
"0,542000","0,373438","0,000000"
"0,543000","0,373438","0,000000"
"0,544000","0,368178","0,000000"
"0,545000","0,373438","0,000000"
"0,546000","0,368178","-0,005260"
"0,547000","0,368178","0,000000"
"0,548000","0,368178","0,000000"
"0,549000","0,368178","0,000000"
"0,550000","0,368178","0,000000"
"0,551000","0,368178","0,000000"
"0,552000","0,368178","0,000000"
"0,553000","0,362918","0,000000"
"0,554000","0,368178","0,000000"
"0,555000","0,362918","-0,005260"
"0,556000","0,368178","-0,005260"
"0,557000","0,362918","0,000000"
"0,558000","0,362918","0,000000"
"0,559000","0,362918","0,000000"
"0,560000","0,362918","0,000000"
"0,561000","0,368178","0,000000"
"0,562000","0,362918","0,000000"
"0,563000","0,362918","0,000000"
"0,564000","0,357659","0,000000"
"0,565000","0,362918","0,000000"
"0,566000","0,362918","0,005260"
"0,567000","0,357659","0,000000"
"0,568000","0,357659","0,000000"
"0,569000","0,357659","0,000000"
"0,570000","0,357659","0,005260"
"0,571000","0,357659","0,005260"
"0,572000","0,357659","0,005260"
"0,573000","0,357659","0,000000"
"0,574000","0,357659","0,005260"
"0,575000","0,352399","0,005260"
"0,576000","0,352399","0,000000"
"0,577000","0,357659","0,000000"
"0,578000","0,347139","0,005260"
"0,579000","0,352399","0,005260"
"0,580000","0,352399","0,000000"
"0,581000","0,352399","0,000000"
"0,582000","0,347139","0,005260"
"0,583000","0,347139","0,000000"
"0,584000","0,352399","0,005260"
"0,585000","0,347139","0,005260"
"0,586000","0,347139","0,005260"
"0,587000","0,347139","0,005260"
"0,588000","0,347139","0,005260"
"0,589000","0,341879","0,005260"
"0,590000","0,347139","0,005260"
"0,591000","0,341879","0,005260"
"0,592000","0,347139","0,005260"
"0,593000","0,341879","0,005260"
"0,594000","0,341879","0,005260"
"0,595000","0,341879","0,005260"
"0,596000","0,341879","0,005260"
"0,597000","0,341879","0,005260"
"0,598000","0,341879","0,000000"
"0,599000","0,336620","0,005260"
"0,600000","0,341879","0,005260"
"0,601000","0,336620","0,005260"
"0,602000","0,336620","0,005260"
"0,603000","0,336620","0,005260"
"0,604000","0,336620","0,005260"
"0,605000","0,336620","0,010520"
"0,606000","0,336620","0,005260"
"0,607000","0,336620","0,005260"
"0,608000","0,331360","0,005260"
"0,609000","0,331360","0,010520"
"0,610000","0,336620","0,005260"
"0,611000","0,331360","0,010520"
"0,612000","0,331360","0,005260"
"0,613000","0,331360","0,005260"
"0,614000","0,331360","0,005260"
"0,615000","0,331360","0,005260"
"0,616000","0,326100","0,010520"
"0,617000","0,331360","0,010520"
"0,618000","0,326100","0,010520"
"0,619000","0,326100","0,010520"
"0,620000","0,326100","0,010520"
"0,621000","0,326100","0,010520"
"0,622000","0,320841","0,010520"
"0,623000","0,320841","0,010520"
"0,624000","0,326100","0,010520"
"0,625000","0,320841","0,010520"
"0,626000","0,320841","0,010520"
"0,627000","0,320841","0,010520"
"0,628000","0,315581","0,010520"
"0,629000","0,320841","0,010520"
"0,630000","0,315581","0,010520"
"0,631000","0,315581","0,010520"
"0,632000","0,320841","0,010520"
"0,633000","0,315581","0,010520"
"0,634000","0,315581","0,010520"
"0,635000","0,315581","0,010520"
"0,636000","0,315581","0,010520"
"0,637000","0,310321","0,010520"
"0,638000","0,310321","0,010520"
"0,639000","0,310321","0,010520"
"0,640000","0,310321","0,010520"
"0,641000","0,310321","0,010520"
"0,642000","0,310321","0,010520"
"0,643000","0,305062","0,015780"
"0,644000","0,305062","0,010520"
"0,645000","0,305062","0,010520"
"0,646000","0,305062","0,010520"
"0,647000","0,299802","0,010520"
"0,648000","0,305062","0,010520"
"0,649000","0,299802","0,010520"
"0,650000","0,299802","0,010520"
"0,651000","0,299802","0,010520"
"0,652000","0,299802","0,010520"
"0,653000","0,299802","0,015780"
"0,654000","0,299802","0,010520"
"0,655000","0,294542","0,015780"
"0,656000","0,299802","0,015780"
"0,657000","0,299802","0,015780"
"0,658000","0,294542","0,015780"
"0,659000","0,294542","0,015780"
"0,660000","0,289283","0,015780"
"0,661000","0,294542","0,015780"
"0,662000","0,289283","0,010520"
"0,663000","0,289283","0,015780"
"0,664000","0,289283","0,015780"
"0,665000","0,289283","0,015780"
"0,666000","0,289283","0,015780"
"0,667000","0,284023","0,021040"
"0,668000","0,284023","0,015780"
"0,669000","0,284023","0,015780"
"0,670000","0,284023","0,015780"
"0,671000","0,284023","0,015780"
"0,672000","0,284023","0,015780"
"0,673000","0,284023","0,015780"
"0,674000","0,278763","0,021040"
"0,675000","0,278763","0,021040"
"0,676000","0,278763","0,015780"
"0,677000","0,278763","0,015780"
"0,678000","0,273504","0,015780"
"0,679000","0,278763","0,015780"
"0,680000","0,273504","0,021040"
"0,681000","0,273504","0,015780"
"0,682000","0,273504","0,021040"
"0,683000","0,268244","0,015780"
"0,684000","0,273504","0,015780"
"0,685000","0,268244","0,015780"
"0,686000","0,268244","0,015780"
"0,687000","0,268244","0,021040"
"0,688000","0,268244","0,021040"
"0,689000","0,268244","0,021040"
"0,690000","0,262984","0,021040"
"0,691000","0,262984","0,021040"
"0,692000","0,262984","0,015780"
"0,693000","0,262984","0,021040"
"0,694000","0,262984","0,021040"
"0,695000","0,262984","0,021040"
"0,696000","0,262984","0,021040"
"0,697000","0,257725","0,021040"
"0,698000","0,257725","0,021040"
"0,699000","0,257725","0,021040"
"0,700000","0,252465","0,021040"
"0,701000","0,252465","0,021040"
"0,702000","0,252465","0,021040"
"0,703000","0,252465","0,021040"
"0,704000","0,252465","0,021040"
"0,705000","0,247205","0,021040"
"0,706000","0,247205","0,021040"
"0,707000","0,247205","0,021040"
"0,708000","0,247205","0,021040"
"0,709000","0,247205","0,021040"
"0,710000","0,241945","0,021040"
"0,711000","0,247205","0,021040"
"0,712000","0,247205","0,026300"
"0,713000","0,241945","0,021040"
"0,714000","0,241945","0,021040"
"0,715000","0,241945","0,021040"
"0,716000","0,236686","0,021040"
"0,717000","0,241945","0,021040"
"0,718000","0,231426","0,021040"
"0,719000","0,231426","0,026300"
"0,720000","0,236686","0,021040"
"0,721000","0,236686","0,026300"
"0,722000","0,231426","0,026300"
"0,723000","0,231426","0,026300"
"0,724000","0,231426","0,026300"
"0,725000","0,231426","0,021040"
"0,726000","0,226166","0,026300"
"0,727000","0,226166","0,026300"
"0,728000","0,226166","0,026300"
"0,729000","0,226166","0,026300"
"0,730000","0,220907","0,026300"
"0,731000","0,220907","0,021040"
"0,732000","0,220907","0,026300"
"0,733000","0,220907","0,026300"
"0,734000","0,220907","0,026300"
"0,735000","0,220907","0,026300"
"0,736000","0,215647","0,026300"
"0,737000","0,215647","0,026300"
"0,738000","0,215647","0,026300"
"0,739000","0,220907","0,026300"
"0,740000","0,215647","0,031560"
"0,741000","0,210387","0,026300"
"0,742000","0,210387","0,026300"
"0,743000","0,210387","0,026300"
"0,744000","0,210387","0,026300"
"0,745000","0,205128","0,026300"
"0,746000","0,205128","0,026300"
"0,747000","0,205128","0,026300"
"0,748000","0,205128","0,026300"
"0,749000","0,199868","0,026300"
"0,750000","0,199868","0,031560"
"0,751000","0,199868","0,026300"
"0,752000","0,199868","0,026300"
"0,753000","0,194608","0,026300"
"0,754000","0,194608","0,026300"
"0,755000","0,194608","0,026300"
"0,756000","0,194608","0,031560"
"0,757000","0,194608","0,031560"
"0,758000","0,189349","0,026300"
"0,759000","0,189349","0,026300"
"0,760000","0,189349","0,026300"
"0,761000","0,189349","0,031560"
"0,762000","0,189349","0,026300"
"0,763000","0,184089","0,026300"
"0,764000","0,184089","0,026300"
"0,765000","0,184089","0,031560"
"0,766000","0,178829","0,031560"
"0,767000","0,178829","0,031560"
"0,768000","0,178829","0,026300"
"0,769000","0,178829","0,031560"
"0,770000","0,178829","0,031560"
"0,771000","0,178829","0,031560"
"0,772000","0,173570","0,031560"
"0,773000","0,173570","0,031560"
"0,774000","0,173570","0,031560"
"0,775000","0,168310","0,031560"
"0,776000","0,168310","0,026300"
"0,777000","0,173570","0,031560"
"0,778000","0,168310","0,031560"
"0,779000","0,163050","0,031560"
"0,780000","0,163050","0,031560"
"0,781000","0,163050","0,031560"
"0,782000","0,163050","0,031560"
"0,783000","0,157791","0,031560"
"0,784000","0,163050","0,031560"
"0,785000","0,163050","0,031560"
"0,786000","0,163050","0,031560"
"0,787000","0,157791","0,031560"
"0,788000","0,157791","0,031560"
