t(s),U1(V)
"0,000000","-0,620643"
"0,001000","-0,615383"
"0,002000","-0,615383"
"0,003000","-0,610123"
"0,004000","-0,610123"
"0,005000","-0,604864"
"0,006000","-0,604864"
"0,007000","-0,604864"
"0,008000","-0,599604"
"0,009000","-0,599604"
"0,010000","-0,599604"
"0,011000","-0,594344"
"0,012000","-0,594344"
"0,013000","-0,589085"
"0,014000","-0,589085"
"0,015000","-0,589085"
"0,016000","-0,583825"
"0,017000","-0,578565"
"0,018000","-0,578565"
"0,019000","-0,578565"
"0,020000","-0,578565"
"0,021000","-0,573306"
"0,022000","-0,573306"
"0,023000","-0,573306"
"0,024000","-0,568046"
"0,025000","-0,568046"
"0,026000","-0,562786"
"0,027000","-0,562786"
"0,028000","-0,562786"
"0,029000","-0,562786"
"0,030000","-0,557527"
"0,031000","-0,557527"
"0,032000","-0,552267"
"0,033000","-0,552267"
"0,034000","-0,547007"
"0,035000","-0,547007"
"0,036000","-0,541747"
"0,037000","-0,541747"
"0,038000","-0,541747"
"0,039000","-0,536488"
"0,040000","-0,531228"
"0,041000","-0,536488"
"0,042000","-0,531228"
"0,043000","-0,531228"
"0,044000","-0,525968"
"0,045000","-0,520709"
"0,046000","-0,525968"
"0,047000","-0,515449"
"0,048000","-0,515449"
"0,049000","-0,515449"
"0,050000","-0,515449"
"0,051000","-0,510189"
"0,052000","-0,504930"
"0,053000","-0,504930"
"0,054000","-0,499670"
"0,055000","-0,499670"
"0,056000","-0,499670"
"0,057000","-0,499670"
"0,058000","-0,494410"
"0,059000","-0,489151"
"0,060000","-0,489151"
"0,061000","-0,489151"
"0,062000","-0,483891"
"0,063000","-0,478631"
"0,064000","-0,478631"
"0,065000","-0,478631"
"0,066000","-0,473372"
"0,067000","-0,473372"
"0,068000","-0,468112"
"0,069000","-0,468112"
"0,070000","-0,468112"
"0,071000","-0,462852"
"0,072000","-0,457593"
"0,073000","-0,457593"
"0,074000","-0,457593"
"0,075000","-0,452333"
"0,076000","-0,452333"
"0,077000","-0,447073"
"0,078000","-0,447073"
"0,079000","-0,447073"
"0,080000","-0,441813"
"0,081000","-0,441813"
"0,082000","-0,436554"
"0,083000","-0,436554"
"0,084000","-0,431294"
"0,085000","-0,426034"
"0,086000","-0,426034"
"0,087000","-0,426034"
"0,088000","-0,426034"
"0,089000","-0,420775"
"0,090000","-0,415515"
"0,091000","-0,415515"
"0,092000","-0,410255"
"0,093000","-0,410255"
"0,094000","-0,404996"
"0,095000","-0,404996"
"0,096000","-0,404996"
"0,097000","-0,399736"
"0,098000","-0,399736"
"0,099000","-0,394476"
"0,100000","-0,394476"
"0,101000","-0,389217"
"0,102000","-0,389217"
"0,103000","-0,383957"
"0,104000","-0,383957"
"0,105000","-0,378697"
"0,106000","-0,378697"
"0,107000","-0,373438"
"0,108000","-0,368178"
"0,109000","-0,368178"
"0,110000","-0,368178"
"0,111000","-0,362918"
"0,112000","-0,362918"
"0,113000","-0,357659"
"0,114000","-0,357659"
"0,115000","-0,352399"
"0,116000","-0,352399"
"0,117000","-0,347139"
"0,118000","-0,347139"
"0,119000","-0,341879"
"0,120000","-0,341879"
"0,121000","-0,336620"
"0,122000","-0,336620"
"0,123000","-0,331360"
"0,124000","-0,331360"
"0,125000","-0,326100"
"0,126000","-0,326100"
"0,127000","-0,320841"
"0,128000","-0,320841"
"0,129000","-0,315581"
"0,130000","-0,315581"
"0,131000","-0,315581"
"0,132000","-0,310321"
"0,133000","-0,305062"
"0,134000","-0,305062"
