Time,Channel A
(ms),(V)

-0.00047300,0.73946350
0.00080700,1.27872600
0.00208700,1.90740700
0.00336700,2.44666900
0.00464700,2.98562600
0.00592700,3.61461200
0.00720700,4.15356900
0.00848700,4.69252600
0.00976700,5.23178800
0.01104700,5.68102100
0.01232700,6.13025300
0.01360700,6.57948500
0.01488700,7.02871800
0.01616700,7.38792100
0.01744700,7.83715300
0.01872700,8.10663100
0.02000700,8.46614000
0.02128700,8.73561900
0.02256700,9.00509600
0.02384700,9.18485100
0.02512700,9.36460500
0.02640700,9.54435800
0.02768700,9.63408300
0.02896700,9.72380700
0.03024700,9.72380700
0.03152700,9.72380700
0.03280700,9.72380700
0.03408700,9.72380700
0.03536700,9.54435800
0.03664700,9.45432900
0.03792700,9.27457500
0.03920700,9.09512600
0.04048700,8.91537200
0.04176700,8.64589400
0.04304700,8.28638600
0.04432700,8.01690800
0.04560700,7.65739900
0.04688700,7.29819600
0.04816700,6.93868800
0.04944700,6.48945600
0.05072700,6.04022400
0.05200700,5.59099100
0.05328700,5.14175800
0.05456700,4.60280200
0.05584700,4.06384500
0.05712700,3.52458300
0.05840700,2.98562600
0.05968700,2.44666900
0.06096700,1.90740700
0.06224700,1.36845000
0.06352700,0.73946350
0.06480700,0.20081180
0.06608700,-0.33814510
0.06736700,-0.96713160
0.06864700,-1.50608800
0.06992700,-2.04535100
0.07120700,-2.58430700
0.07248700,-3.21329400
0.07376700,-3.66252600
0.07504700,-4.11175900
0.07632700,-4.65071600
0.07760700,-5.09994800
0.07888700,-5.54918100
0.08016700,-6.08813800
0.08144700,-6.44764600
0.08272700,-6.80715400
0.08400700,-7.16635700
0.08528700,-7.52586500
0.08656700,-7.79534300
0.08784700,-8.06482100
0.08912700,-8.33430000
0.09040700,-8.60377800
0.09168700,-8.69380800
0.09296700,-8.96328600
0.09424700,-9.05301100
0.09552700,-9.14304100
0.09680700,-9.23276400
0.09808700,-9.23276400
0.09936700,-9.23276400
0.10064700,-9.23276400
0.10192700,-9.05301100
0.10320700,-8.96328600
0.10448700,-8.87356200
0.10576700,-8.69380800
0.10704700,-8.51405300
0.10832700,-8.24457600
0.10960700,-7.97509700
0.11088700,-7.70531300
0.11216700,-7.43583500
0.11344700,-7.07663200
0.11472700,-6.71712400
0.11600700,-6.35792100
0.11728700,-5.99841300
0.11856700,-5.45945600
0.11984700,-5.09994800
0.12112700,-4.65071600
0.12240700,-4.11175900
0.12368700,-3.57249700
0.12496700,-3.12356900
0.12624700,-2.67433700
0.12752700,-2.13507500
0.12880700,-1.50608800
0.13008700,-1.05716100
0.13136700,-0.51789910
0.13264700,0.02105777
0.13392700,0.56001470
0.13520700,1.09897100
0.13648700,1.54820400
0.13776700,2.17719100
0.13904700,2.62611800
0.14032700,3.07535000
0.14160700,3.52458300
0.14288700,4.06384500
0.14416700,4.51307700
0.14544700,4.96231000
0.14672700,5.32151300
0.14800700,5.68102100
0.14928700,6.13025300
0.15056700,6.48945600
0.15184700,6.75893400
0.15312700,7.11844300
0.15440700,7.38792100
0.15568700,7.56767500
0.15696700,7.83715300
