Frequency,Channel A
(kHz),(dBu)

0.00000000,-27.20900000
0.09536743,-33.91316000
0.19073486,-47.71359000
0.28610229,-57.42136000
0.38146973,-65.23047000
0.47683716,-58.81576000
0.57220459,-56.14714000
0.66757202,-71.38488000
0.76293945,-56.64088000
0.85830688,-57.37159000
0.95367432,-66.64424000
1.04904175,-65.47077000
1.14440918,-58.16504000
1.23977661,-58.17135000
1.33514404,-62.53135000
1.43051147,-64.49581000
1.52587891,-61.73915000
1.62124634,-65.33335000
1.71661377,-65.11221000
1.81198120,-58.96774000
1.90734863,-57.79114000
2.00271606,-59.48373000
2.09808350,-57.80846000
2.19345093,-58.10289000
2.28881836,-61.75637000
2.38418579,-62.28848000
2.47955322,-60.64651000
2.57492065,-59.76679000
2.67028809,-64.96877000
2.76565552,-62.13243000
2.86102295,-55.10324000
2.95639038,-55.20937000
3.05175781,-60.09462000
3.14712524,-57.60996000
3.24249268,-57.31211000
3.33786011,-56.93357000
3.43322754,-53.89814000
3.52859497,-53.31310000
3.62396240,-61.97617000
3.71932983,-60.42507000
3.81469727,-59.88720000
3.91006470,-62.20448000
4.00543213,-62.60270000
4.10079956,-64.42434000
4.19616699,-63.64751000
4.29153442,-66.37047000
4.38690186,-79.62468000
4.48226929,-61.08266000
4.57763672,-60.63942000
4.67300415,-69.36369000
4.76837158,-64.39088000
4.86373901,-59.34450000
4.95910645,-59.82901000
5.05447388,-57.58324000
5.14984131,-54.61344000
5.24520874,-54.90846000
5.34057617,-61.29855000
5.43594360,-81.64020000
5.53131104,-60.39706000
5.62667847,-56.47110000
5.72204590,-55.14238000
5.81741333,-54.03703000
5.91278076,-55.80878000
6.00814819,-56.76692000
6.10351563,-57.31624000
6.19888306,-61.65361000
6.29425049,-54.66730000
6.38961792,-60.89738000
6.48498535,-55.42136000
6.58035278,-51.79302000
6.67572021,-59.90938000
6.77108765,-45.56507000
6.86645508,-35.69495000
6.96182251,-18.02205000
7.05718994,-8.11833600
7.15255737,-5.94211800
7.24792480,-11.00060000
7.34329224,-24.89326000
7.43865967,-41.56625000
7.53402710,-20.94457000
7.62939453,-10.80979000
7.72476196,-8.22100100
7.82012939,-12.55215000
7.91549683,-24.35907000
8.01086426,-39.19896000
8.10623169,-46.86398000
8.20159912,-58.27944000
8.29696655,-51.57912000
8.39233398,-65.98916000
8.48770142,-54.14737000
8.58306885,-59.97639000
8.67843628,-55.08837000
8.77380371,-58.88165000
8.86917114,-53.68217000
8.96453857,-52.80283000
9.05990601,-52.45768000
9.15527344,-56.30596000
9.25064087,-57.33886000
9.34600830,-63.57769000
9.44137573,-71.92618000
9.53674316,-76.80904000
9.63211060,-83.59117000
9.72747803,-61.16724000
9.82284546,-58.06657000
9.91821289,-64.74338000
10.01358032,-64.57018000
10.10894775,-61.40218000
10.20431519,-60.64202000
10.29968262,-56.71474000
10.39505005,-55.79589000
10.49041748,-56.98210000
10.58578491,-65.12629000
10.68115234,-64.48468000
10.77651978,-60.63250000
10.87188721,-63.91566000
10.96725464,-65.11526000
11.06262207,-62.93682000
11.15798950,-61.94064000
11.25335693,-59.24573000
11.34872437,-58.17929000
11.44409180,-62.29137000
11.53945923,-65.16299000
11.63482666,-61.60364000
11.73019409,-59.32540000
11.82556152,-57.76916000
11.92092896,-60.85809000
12.01629639,-66.20374000
12.11166382,-63.09749000
12.20703125,-61.40531000
12.30239868,-64.41122000
12.39776611,-68.33004000
12.49313354,-59.71223000
12.58850098,-60.48441000
