0.00000000,-32.24145000
0.00038147,-35.94986000
0.00076294,-47.95769000
0.00114441,-50.48503000
0.00152588,-47.12359000
0.00190735,-44.97812000
0.00228882,-47.33347000
0.00267029,-54.84109000
0.00305176,-49.69623000
0.00343323,-50.30987000
0.00381470,-57.35517000
0.00419617,-47.07489000
0.00457764,-54.18617000
0.00495911,-47.47394000
0.00534058,-45.24001000
0.00572205,-48.48692000
0.00610352,-40.74903000
0.00648499,-49.48400000
0.00686646,-39.45420000
0.00724792,-38.00319000
0.00762939,-40.29811000
0.00801086,-30.54385000
0.00839233,-17.87444000
0.00877380,-6.40807200
0.00915527,-0.71056600
0.00953674,0.15482640
0.00991821,-3.68246300
0.01029968,-13.05739000
0.01068115,-28.47970000
0.01106262,-35.05785000
0.01144409,-38.08235000
0.01182556,-35.81013000
0.01220703,-43.22783000
0.01258850,-36.54426000
0.01296997,-40.25365000
0.01335144,-41.23147000
0.01373291,-39.52077000
0.01411438,-40.69342000
0.01449585,-39.96962000
0.01487732,-40.40993000
0.01525879,-40.75866000
0.01564026,-38.79544000
0.01602173,-38.95654000
0.01640320,-41.51508000
0.01678467,-36.75833000
0.01716614,-36.91550000
0.01754761,-36.32013000
0.01792908,-31.53256000
0.01831055,-27.71258000
0.01869202,-21.92184000
0.01907349,-17.29572000
0.01945496,-14.54723000
0.01983643,-14.92979000
0.02021790,-18.23542000
0.02059937,-23.14627000
0.02098083,-28.67524000
0.02136230,-35.81693000
0.02174377,-38.25982000
0.02212524,-40.39162000
0.02250671,-43.66564000
0.02288818,-39.60173000
0.02326965,-43.58386000
0.02365112,-52.04475000
0.02403259,-44.52049000
0.02441406,-50.58582000
0.02479553,-44.25882000
0.02517700,-39.92883000
0.02555847,-46.53742000
0.02593994,-43.90199000
0.02632141,-44.19818000
0.02670288,-52.14647000
0.02708435,-48.17373000
0.02746582,-47.30058000
0.02784729,-52.81224000
0.02822876,-44.91539000
0.02861023,-42.06425000
0.02899170,-43.90961000
0.02937317,-45.62901000
0.02975464,-45.95904000
0.03013611,-50.38663000
0.03051758,-51.46673000
0.03089905,-48.90271000
0.03128052,-57.75780000
0.03166199,-53.10230000
0.03204346,-50.43555000
0.03242493,-52.93511000
0.03280640,-50.74776000
0.03318787,-51.49710000
0.03356934,-61.11550000
0.03395081,-53.65245000
0.03433228,-53.51513000
0.03471375,-50.53271000
0.03509521,-48.24375000
0.03547668,-49.40876000
0.03585815,-49.67704000
0.03623962,-48.04288000
0.03662109,-45.13169000
0.03700256,-46.65754000
