t (s)	U1(V)
"1,199,300"	"-0,083662"
"1,199,400"	"-0,083662"
"1,199,500"	"-0,088891"
"1,199,600"	"-0,088891"
"1,199,700"	"-0,083662"
"1,199,800"	"-0,083662"
"1,199,900"	"-0,083662"
"1,200,000"	"-0,083662"
"1,200,100"	"-0,083662"
"1,200,200"	"-0,083662"
"1,200,300"	"-0,083662"
"1,200,400"	"-0,083662"
"1,200,500"	"-0,083662"
"1,200,600"	"-0,083662"
"1,200,700"	"-0,083662"
"1,200,800"	"-0,083662"
"1,200,900"	"-0,083662"
"1,201,000"	"-0,078433"
"1,201,100"	"-0,083662"
"1,201,200"	"-0,078433"
"1,201,300"	"-0,083662"
"1,201,400"	"-0,083662"
"1,201,500"	"-0,078433"
"1,201,600"	"-0,083662"
"1,201,700"	"-0,083662"
"1,201,800"	"-0,078433"
"1,201,900"	"-0,078433"
"1,202,000"	"-0,078433"
"1,202,100"	"-0,078433"
"1,202,200"	"-0,078433"
"1,202,300"	"-0,078433"
"1,202,400"	"-0,078433"
"1,202,500"	"-0,078433"
"1,202,600"	"-0,078433"
"1,202,700"	"-0,078433"
"1,202,800"	"-0,078433"
"1,202,900"	"-0,078433"
"1,203,000"	"-0,078433"
"1,203,100"	"-0,078433"
"1,203,200"	"-0,078433"
"1,203,300"	"-0,078433"
"1,203,400"	"-0,078433"
"1,203,500"	"-0,078433"
"1,203,600"	"-0,073204"
"1,203,700"	"-0,078433"
"1,203,800"	"-0,078433"
"1,203,900"	"-0,078433"
"1,204,000"	"-0,073204"
"1,204,100"	"-0,078433"
"1,204,200"	"-0,078433"
"1,204,300"	"-0,078433"
"1,204,400"	"-0,073204"
"1,204,500"	"-0,078433"
"1,204,600"	"-0,073204"
"1,204,700"	"-0,073204"
"1,204,800"	"-0,078433"
"1,204,900"	"-0,073204"
"1,205,000"	"-0,073204"
"1,205,100"	"-0,073204"
"1,205,200"	"-0,073204"
"1,205,300"	"-0,073204"
"1,205,400"	"-0,073204"
"1,205,500"	"-0,073204"
"1,205,600"	"-0,073204"
"1,205,700"	"-0,073204"
"1,205,800"	"-0,073204"
"1,205,900"	"-0,073204"
"1,206,000"	"-0,073204"
"1,206,100"	"-0,073204"
"1,206,200"	"-0,073204"
"1,206,300"	"-0,067975"
"1,206,400"	"-0,073204"
"1,206,500"	"-0,067975"
"1,206,600"	"-0,073204"
"1,206,700"	"-0,067975"
"1,206,800"	"-0,073204"
"1,206,900"	"-0,073204"
"1,207,000"	"-0,067975"
"1,207,100"	"-0,073204"
"1,207,200"	"-0,067975"
"1,207,300"	"-0,067975"
"1,207,400"	"-0,067975"
"1,207,500"	"-0,067975"
"1,207,600"	"-0,067975"
"1,207,700"	"-0,067975"
"1,207,800"	"-0,067975"
"1,207,900"	"-0,067975"
"1,208,000"	"-0,073204"
"1,208,100"	"-0,067975"
"1,208,200"	"-0,067975"
"1,208,300"	"-0,067975"
"1,208,400"	"-0,067975"
"1,208,500"	"-0,067975"
"1,208,600"	"-0,067975"
"1,208,700"	"-0,067975"
"1,208,800"	"-0,067975"
"1,208,900"	"-0,067975"
"1,209,000"	"-0,067975"
"1,209,100"	"-0,062747"
"1,209,200"	"-0,062747"
"1,209,300"	"-0,062747"
"1,209,400"	"-0,067975"
"1,209,500"	"-0,067975"
"1,209,600"	"-0,067975"
"1,209,700"	"-0,067975"
"1,209,800"	"-0,067975"
"1,209,900"	"-0,067975"
"1,210,000"	"-0,067975"
"1,210,100"	"-0,067975"
"1,210,200"	"-0,067975"
"1,210,300"	"-0,067975"
"1,210,400"	"-0,067975"
"1,210,500"	"-0,062747"
"1,210,600"	"-0,062747"
"1,210,700"	"-0,062747"
"1,210,800"	"-0,062747"
"1,210,900"	"-0,062747"
"1,211,000"	"-0,062747"
"1,211,100"	"-0,062747"
"1,211,200"	"-0,062747"
"1,211,300"	"-0,062747"
"1,211,400"	"-0,057518"
"1,211,500"	"-0,057518"
"1,211,600"	"-0,062747"
"1,211,700"	"-0,057518"
"1,211,800"	"-0,062747"
"1,211,900"	"-0,057518"
"1,212,000"	"-0,062747"
"1,212,100"	"-0,062747"
"1,212,200"	"-0,062747"
"1,212,300"	"-0,057518"
"1,212,400"	"-0,057518"
"1,212,500"	"-0,057518"
"1,212,600"	"-0,062747"
"1,212,700"	"-0,057518"
"1,212,800"	"-0,057518"
"1,212,900"	"-0,062747"
"1,213,000"	"-0,062747"
"1,213,100"	"-0,062747"
"1,213,200"	"-0,057518"
"1,213,300"	"-0,057518"
"1,213,400"	"-0,057518"
"1,213,500"	"-0,057518"
"1,213,600"	"-0,057518"
"1,213,700"	"-0,057518"
"1,213,800"	"-0,057518"
"1,213,900"	"-0,057518"
"1,214,000"	"-0,057518"
"1,214,100"	"-0,057518"
"1,214,200"	"-0,052289"
"1,214,300"	"-0,057518"
"1,214,400"	"-0,057518"
"1,214,500"	"-0,057518"
"1,214,600"	"-0,057518"
"1,214,700"	"-0,057518"
"1,214,800"	"-0,057518"
"1,214,900"	"-0,052289"
"1,215,000"	"-0,052289"
"1,215,100"	"-0,057518"
"1,215,200"	"-0,052289"
"1,215,300"	"-0,057518"
"1,215,400"	"-0,052289"
"1,215,500"	"-0,052289"
"1,215,600"	"-0,052289"
"1,215,700"	"-0,052289"
"1,215,800"	"-0,052289"
"1,215,900"	"-0,052289"
"1,216,000"	"-0,052289"
"1,216,100"	"-0,052289"
"1,216,200"	"-0,052289"
"1,216,300"	"-0,057518"
"1,216,400"	"-0,052289"
"1,216,500"	"-0,052289"
"1,216,600"	"-0,052289"
"1,216,700"	"-0,052289"
"1,216,800"	"-0,052289"
"1,216,900"	"-0,052289"
"1,217,000"	"-0,052289"
"1,217,100"	"-0,052289"
"1,217,200"	"-0,052289"
"1,217,300"	"-0,052289"
"1,217,400"	"-0,052289"
"1,217,500"	"-0,052289"
"1,217,600"	"-0,052289"
"1,217,700"	"-0,052289"
"1,217,800"	"-0,052289"
"1,217,900"	"-0,052289"
"1,218,000"	"-0,052289"
"1,218,100"	"-0,052289"
"1,218,200"	"-0,052289"
"1,218,300"	"-0,047060"
"1,218,400"	"-0,052289"
"1,218,500"	"-0,052289"
"1,218,600"	"-0,047060"
"1,218,700"	"-0,047060"
"1,218,800"	"-0,052289"
"1,218,900"	"-0,047060"
"1,219,000"	"-0,047060"
"1,219,100"	"-0,052289"
"1,219,200"	"-0,047060"
"1,219,300"	"-0,047060"
"1,219,400"	"-0,041831"
"1,219,500"	"-0,047060"
"1,219,600"	"-0,047060"
"1,219,700"	"-0,047060"
"1,219,800"	"-0,047060"
"1,219,900"	"-0,047060"
"1,220,000"	"-0,047060"
"1,220,100"	"-0,047060"
"1,220,200"	"-0,047060"
"1,220,300"	"-0,041831"
"1,220,400"	"-0,047060"
"1,220,500"	"-0,047060"
"1,220,600"	"-0,041831"
"1,220,700"	"-0,047060"
"1,220,800"	"-0,047060"
"1,220,900"	"-0,041831"
"1,221,000"	"-0,041831"
"1,221,100"	"-0,047060"
"1,221,200"	"-0,041831"
"1,221,300"	"-0,041831"
"1,221,400"	"-0,041831"
"1,221,500"	"-0,041831"
"1,221,600"	"-0,041831"
"1,221,700"	"-0,041831"
"1,221,800"	"-0,041831"
"1,221,900"	"-0,041831"
"1,222,000"	"-0,041831"
"1,222,100"	"-0,041831"
"1,222,200"	"-0,041831"
"1,222,300"	"-0,041831"
"1,222,400"	"-0,041831"
"1,222,500"	"-0,041831"
"1,222,600"	"-0,041831"
"1,222,700"	"-0,041831"
"1,222,800"	"-0,041831"
"1,222,900"	"-0,041831"
"1,223,000"	"-0,041831"
"1,223,100"	"-0,041831"
"1,223,200"	"-0,041831"
"1,223,300"	"-0,041831"
"1,223,400"	"-0,041831"
"1,223,500"	"-0,041831"
"1,223,600"	"-0,041831"
"1,223,700"	"-0,041831"
"1,223,800"	"-0,036602"
"1,223,900"	"-0,036602"
"1,224,000"	"-0,041831"
"1,224,100"	"-0,041831"
"1,224,200"	"-0,041831"
"1,224,300"	"-0,036602"
"1,224,400"	"-0,041831"
"1,224,500"	"-0,036602"
"1,224,600"	"-0,036602"
"1,224,700"	"-0,036602"
"1,224,800"	"-0,036602"
"1,224,900"	"-0,036602"
"1,225,000"	"-0,036602"
"1,225,100"	"-0,036602"
"1,225,200"	"-0,036602"
"1,225,300"	"-0,041831"
"1,225,400"	"-0,036602"
"1,225,500"	"-0,036602"
"1,225,600"	"-0,036602"
"1,225,700"	"-0,036602"
"1,225,800"	"-0,036602"
"1,225,900"	"-0,036602"
"1,226,000"	"-0,036602"
"1,226,100"	"-0,036602"
"1,226,200"	"-0,036602"
"1,226,300"	"-0,031373"
"1,226,400"	"-0,036602"
"1,226,500"	"-0,031373"
"1,226,600"	"-0,031373"
"1,226,700"	"-0,031373"
"1,226,800"	"-0,031373"
"1,226,900"	"-0,031373"
"1,227,000"	"-0,036602"
"1,227,100"	"-0,031373"
"1,227,200"	"-0,031373"
"1,227,300"	"-0,031373"
"1,227,400"	"-0,031373"
"1,227,500"	"-0,031373"
"1,227,600"	"-0,031373"
"1,227,700"	"-0,031373"
"1,227,800"	"-0,031373"
"1,227,900"	"-0,031373"
"1,228,000"	"-0,031373"
"1,228,100"	"-0,031373"
"1,228,200"	"-0,031373"
"1,228,300"	"-0,031373"
"1,228,400"	"-0,031373"
"1,228,500"	"-0,031373"
"1,228,600"	"-0,031373"
"1,228,700"	"-0,031373"
"1,228,800"	"-0,031373"
"1,228,900"	"-0,031373"
"1,229,000"	"-0,031373"
"1,229,100"	"-0,031373"
"1,229,200"	"-0,031373"
"1,229,300"	"-0,026144"
"1,229,400"	"-0,031373"
"1,229,500"	"-0,026144"
"1,229,600"	"-0,031373"
"1,229,700"	"-0,031373"
"1,229,800"	"-0,031373"
"1,229,900"	"-0,031373"
"1,230,000"	"-0,026144"
"1,230,100"	"-0,031373"
"1,230,200"	"-0,026144"
"1,230,300"	"-0,026144"
"1,230,400"	"-0,026144"
"1,230,500"	"-0,026144"
"1,230,600"	"-0,026144"
"1,230,700"	"-0,031373"
"1,230,800"	"-0,031373"
"1,230,900"	"-0,026144"
"1,231,000"	"-0,026144"
"1,231,100"	"-0,026144"
"1,231,200"	"-0,026144"
"1,231,300"	"-0,026144"
"1,231,400"	"-0,026144"
"1,231,500"	"-0,026144"
"1,231,600"	"-0,026144"
"1,231,700"	"-0,026144"
"1,231,800"	"-0,026144"
"1,231,900"	"-0,026144"
"1,232,000"	"-0,026144"
"1,232,100"	"-0,026144"
"1,232,200"	"-0,026144"
"1,232,300"	"-0,026144"
"1,232,400"	"-0,020916"
"1,232,500"	"-0,020916"
"1,232,600"	"-0,026144"
"1,232,700"	"-0,020916"
"1,232,800"	"-0,020916"
"1,232,900"	"-0,020916"
"1,233,000"	"-0,020916"
"1,233,100"	"-0,026144"
"1,233,200"	"-0,020916"
"1,233,300"	"-0,020916"
"1,233,400"	"-0,020916"
"1,233,500"	"-0,020916"
"1,233,600"	"-0,020916"
"1,233,700"	"-0,026144"
"1,233,800"	"-0,020916"
"1,233,900"	"-0,026144"
"1,234,000"	"-0,020916"
"1,234,100"	"-0,020916"
"1,234,200"	"-0,020916"
"1,234,300"	"-0,020916"
"1,234,400"	"-0,020916"
"1,234,500"	"-0,020916"
"1,234,600"	"-0,020916"
"1,234,700"	"-0,020916"
"1,234,800"	"-0,015687"
"1,234,900"	"-0,020916"
"1,235,000"	"-0,020916"
"1,235,100"	"-0,020916"
"1,235,200"	"-0,020916"
"1,235,300"	"-0,015687"
"1,235,400"	"-0,020916"
"1,235,500"	"-0,015687"
"1,235,600"	"-0,020916"
"1,235,700"	"-0,020916"
"1,235,800"	"-0,020916"
"1,235,900"	"-0,020916"
"1,236,000"	"-0,020916"
"1,236,100"	"-0,015687"
"1,236,200"	"-0,015687"
"1,236,300"	"-0,010458"
"1,236,400"	"-0,020916"
"1,236,500"	"-0,015687"
"1,236,600"	"-0,015687"
"1,236,700"	"-0,015687"
"1,236,800"	"-0,015687"
"1,236,900"	"-0,015687"
"1,237,000"	"-0,020916"
"1,237,100"	"-0,015687"
"1,237,200"	"-0,015687"
"1,237,300"	"-0,015687"
"1,237,400"	"-0,015687"
"1,237,500"	"-0,015687"
"1,237,600"	"-0,015687"
"1,237,700"	"-0,015687"
"1,237,800"	"-0,015687"
"1,237,900"	"-0,015687"
"1,238,000"	"-0,015687"
"1,238,100"	"-0,010458"
"1,238,200"	"-0,010458"
"1,238,300"	"-0,015687"
"1,238,400"	"-0,015687"
"1,238,500"	"-0,015687"
"1,238,600"	"-0,015687"
"1,238,700"	"-0,010458"
"1,238,800"	"-0,010458"
"1,238,900"	"-0,010458"
"1,239,000"	"-0,010458"
"1,239,100"	"-0,010458"
"1,239,200"	"-0,010458"
"1,239,300"	"-0,010458"
"1,239,400"	"-0,010458"
"1,239,500"	"-0,010458"
"1,239,600"	"-0,010458"
"1,239,700"	"-0,010458"
"1,239,800"	"-0,010458"
"1,239,900"	"-0,010458"
"1,240,000"	"-0,010458"
"1,240,100"	"-0,010458"
"1,240,200"	"-0,010458"
"1,240,300"	"-0,010458"
"1,240,400"	"-0,010458"
"1,240,500"	"-0,010458"
"1,240,600"	"-0,010458"
"1,240,700"	"-0,010458"
"1,240,800"	"-0,005229"
"1,240,900"	"-0,010458"
"1,241,000"	"-0,010458"
"1,241,100"	"-0,005229"
"1,241,200"	"-0,010458"
"1,241,300"	"-0,010458"
"1,241,400"	"-0,005229"
"1,241,500"	"-0,005229"
"1,241,600"	"-0,005229"
"1,241,700"	"-0,010458"
"1,241,800"	"-0,005229"
"1,241,900"	"-0,005229"
"1,242,000"	"-0,010458"
"1,242,100"	"-0,005229"
"1,242,200"	"-0,005229"
"1,242,300"	"-0,005229"
"1,242,400"	"-0,005229"
"1,242,500"	"-0,005229"
"1,242,600"	"-0,005229"
"1,242,700"	"-0,005229"
"1,242,800"	"-0,005229"
"1,242,900"	"-0,005229"
"1,243,000"	"-0,005229"
"1,243,100"	"-0,005229"
"1,243,200"	"-0,005229"
"1,243,300"	"0,000000"
"1,243,400"	"-0,005229"
"1,243,500"	"0,000000"
"1,243,600"	"-0,005229"
"1,243,700"	"-0,005229"
"1,243,800"	"-0,005229"
"1,243,900"	"-0,005229"
"1,244,000"	"-0,005229"
"1,244,100"	"0,000000"
"1,244,200"	"0,000000"
"1,244,300"	"0,000000"
"1,244,400"	"0,000000"
"1,244,500"	"-0,005229"
"1,244,600"	"0,000000"
"1,244,700"	"0,000000"
"1,244,800"	"0,000000"
"1,244,900"	"0,000000"
"1,245,000"	"0,000000"
"1,245,100"	"0,000000"
"1,245,200"	"0,000000"
"1,245,300"	"-0,005229"
"1,245,400"	"0,000000"
"1,245,500"	"0,000000"
"1,245,600"	"0,000000"
"1,245,700"	"0,000000"
"1,245,800"	"0,000000"
"1,245,900"	"0,000000"
"1,246,000"	"0,000000"
"1,246,100"	"0,000000"
"1,246,200"	"0,000000"
"1,246,300"	"0,000000"
"1,246,400"	"0,000000"
"1,246,500"	"0,000000"
"1,246,600"	"0,000000"
"1,246,700"	"0,000000"
"1,246,800"	"0,000000"
"1,246,900"	"0,000000"
"1,247,000"	"0,000000"
"1,247,100"	"0,005229"
"1,247,200"	"0,000000"
"1,247,300"	"0,005229"
"1,247,400"	"0,005229"
"1,247,500"	"0,000000"
"1,247,600"	"0,000000"
"1,247,700"	"0,005229"
"1,247,800"	"0,005229"
"1,247,900"	"0,000000"
"1,248,000"	"0,000000"
"1,248,100"	"0,005229"
"1,248,200"	"0,000000"
"1,248,300"	"0,005229"
"1,248,400"	"0,005229"
"1,248,500"	"0,005229"
"1,248,600"	"0,005229"
"1,248,700"	"0,005229"
"1,248,800"	"0,005229"
"1,248,900"	"0,005229"
"1,249,000"	"0,005229"
"1,249,100"	"0,005229"
"1,249,200"	"0,005229"
"1,249,300"	"0,005229"
"1,249,400"	"0,005229"
"1,249,500"	"0,010458"
"1,249,600"	"0,005229"
"1,249,700"	"0,005229"
"1,249,800"	"0,005229"
"1,249,900"	"0,005229"
"1,250,000"	"0,005229"
"1,250,100"	"0,005229"
"1,250,200"	"0,005229"
"1,250,300"	"0,010458"
"1,250,400"	"0,005229"
"1,250,500"	"0,005229"
"1,250,600"	"0,010458"
"1,250,700"	"0,010458"
"1,250,800"	"0,005229"
"1,250,900"	"0,010458"
"1,251,000"	"0,010458"
"1,251,100"	"0,010458"
"1,251,200"	"0,010458"
"1,251,300"	"0,010458"
"1,251,400"	"0,010458"
"1,251,500"	"0,010458"
"1,251,600"	"0,010458"
"1,251,700"	"0,010458"
"1,251,800"	"0,010458"
"1,251,900"	"0,010458"
"1,252,000"	"0,010458"
"1,252,100"	"0,010458"
"1,252,200"	"0,015687"
"1,252,300"	"0,010458"
"1,252,400"	"0,010458"
"1,252,500"	"0,010458"
"1,252,600"	"0,010458"
"1,252,700"	"0,010458"
"1,252,800"	"0,010458"
"1,252,900"	"0,010458"
"1,253,000"	"0,010458"
"1,253,100"	"0,010458"
"1,253,200"	"0,010458"
"1,253,300"	"0,015687"
"1,253,400"	"0,015687"
"1,253,500"	"0,015687"
"1,253,600"	"0,010458"
"1,253,700"	"0,010458"
"1,253,800"	"0,015687"
"1,253,900"	"0,015687"
"1,254,000"	"0,015687"
"1,254,100"	"0,015687"
"1,254,200"	"0,015687"
"1,254,300"	"0,015687"
"1,254,400"	"0,015687"
"1,254,500"	"0,015687"
"1,254,600"	"0,015687"
"1,254,700"	"0,015687"
"1,254,800"	"0,015687"
"1,254,900"	"0,015687"
"1,255,000"	"0,015687"
"1,255,100"	"0,015687"
"1,255,200"	"0,015687"
"1,255,300"	"0,015687"
"1,255,400"	"0,015687"
"1,255,500"	"0,015687"
"1,255,600"	"0,015687"
"1,255,700"	"0,015687"
"1,255,800"	"0,020916"
"1,255,900"	"0,020916"
"1,256,000"	"0,020916"
"1,256,100"	"0,015687"
"1,256,200"	"0,020916"
"1,256,300"	"0,020916"
"1,256,400"	"0,020916"
"1,256,500"	"0,020916"
"1,256,600"	"0,020916"
"1,256,700"	"0,020916"
"1,256,800"	"0,020916"
"1,256,900"	"0,020916"
"1,257,000"	"0,015687"
"1,257,100"	"0,020916"
"1,257,200"	"0,020916"
"1,257,300"	"0,015687"
"1,257,400"	"0,020916"
"1,257,500"	"0,020916"
"1,257,600"	"0,020916"
"1,257,700"	"0,020916"
"1,257,800"	"0,020916"
"1,257,900"	"0,020916"
"1,258,000"	"0,020916"
"1,258,100"	"0,020916"
"1,258,200"	"0,020916"
"1,258,300"	"0,026144"
"1,258,400"	"0,026144"
"1,258,500"	"0,020916"
"1,258,600"	"0,020916"
"1,258,700"	"0,020916"
"1,258,800"	"0,020916"
"1,258,900"	"0,020916"
"1,259,000"	"0,020916"
"1,259,100"	"0,020916"
"1,259,200"	"0,020916"
"1,259,300"	"0,020916"
"1,259,400"	"0,026144"
"1,259,500"	"0,026144"
"1,259,600"	"0,026144"
"1,259,700"	"0,020916"
"1,259,800"	"0,026144"
"1,259,900"	"0,026144"
"1,260,000"	"0,020916"
"1,260,100"	"0,020916"
"1,260,200"	"0,026144"
"1,260,300"	"0,026144"
"1,260,400"	"0,026144"
"1,260,500"	"0,026144"
"1,260,600"	"0,026144"
"1,260,700"	"0,020916"
"1,260,800"	"0,026144"
"1,260,900"	"0,026144"
"1,261,000"	"0,026144"
"1,261,100"	"0,026144"
"1,261,200"	"0,026144"
"1,261,300"	"0,026144"
"1,261,400"	"0,026144"
"1,261,500"	"0,026144"
"1,261,600"	"0,026144"
"1,261,700"	"0,026144"
"1,261,800"	"0,026144"
"1,261,900"	"0,026144"
"1,262,000"	"0,031373"
"1,262,100"	"0,026144"
"1,262,200"	"0,026144"
"1,262,300"	"0,026144"
"1,262,400"	"0,026144"
"1,262,500"	"0,026144"
"1,262,600"	"0,026144"
"1,262,700"	"0,026144"
"1,262,800"	"0,031373"
"1,262,900"	"0,031373"
"1,263,000"	"0,031373"
"1,263,100"	"0,026144"
"1,263,200"	"0,031373"
"1,263,300"	"0,031373"
"1,263,400"	"0,031373"
"1,263,500"	"0,026144"
"1,263,600"	"0,031373"
"1,263,700"	"0,031373"
"1,263,800"	"0,031373"
"1,263,900"	"0,031373"
"1,264,000"	"0,031373"
"1,264,100"	"0,026144"
"1,264,200"	"0,031373"
"1,264,300"	"0,031373"
"1,264,400"	"0,031373"
"1,264,500"	"0,031373"
"1,264,600"	"0,031373"
"1,264,700"	"0,031373"
"1,264,800"	"0,031373"
"1,264,900"	"0,031373"
"1,265,000"	"0,031373"
"1,265,100"	"0,031373"
"1,265,200"	"0,031373"
"1,265,300"	"0,031373"
"1,265,400"	"0,031373"
"1,265,500"	"0,031373"
"1,265,600"	"0,036602"
"1,265,700"	"0,031373"
"1,265,800"	"0,036602"
"1,265,900"	"0,031373"
"1,266,000"	"0,031373"
"1,266,100"	"0,031373"
"1,266,200"	"0,036602"
"1,266,300"	"0,036602"
"1,266,400"	"0,036602"
"1,266,500"	"0,036602"
"1,266,600"	"0,036602"
"1,266,700"	"0,036602"
"1,266,800"	"0,036602"
"1,266,900"	"0,036602"
"1,267,000"	"0,036602"
"1,267,100"	"0,036602"
"1,267,200"	"0,036602"
"1,267,300"	"0,036602"
"1,267,400"	"0,036602"
"1,267,500"	"0,036602"
"1,267,600"	"0,031373"
"1,267,700"	"0,036602"
"1,267,800"	"0,036602"
"1,267,900"	"0,031373"
"1,268,000"	"0,036602"
"1,268,100"	"0,036602"
"1,268,200"	"0,036602"
"1,268,300"	"0,036602"
"1,268,400"	"0,036602"
"1,268,500"	"0,036602"
"1,268,600"	"0,036602"
"1,268,700"	"0,036602"
"1,268,800"	"0,041831"
"1,268,900"	"0,036602"
"1,269,000"	"0,036602"
"1,269,100"	"0,041831"
"1,269,200"	"0,041831"
"1,269,300"	"0,041831"
"1,269,400"	"0,036602"
"1,269,500"	"0,036602"
"1,269,600"	"0,041831"
"1,269,700"	"0,036602"
"1,269,800"	"0,041831"
"1,269,900"	"0,041831"
"1,270,000"	"0,041831"
"1,270,100"	"0,041831"
"1,270,200"	"0,036602"
"1,270,300"	"0,041831"
"1,270,400"	"0,041831"
"1,270,500"	"0,041831"
"1,270,600"	"0,041831"
"1,270,700"	"0,041831"
"1,270,800"	"0,041831"
"1,270,900"	"0,041831"
"1,271,000"	"0,041831"
"1,271,100"	"0,041831"
"1,271,200"	"0,041831"
"1,271,300"	"0,041831"
"1,271,400"	"0,041831"
"1,271,500"	"0,041831"
"1,271,600"	"0,047060"
"1,271,700"	"0,041831"
"1,271,800"	"0,041831"
"1,271,900"	"0,041831"
"1,272,000"	"0,041831"
"1,272,100"	"0,041831"
"1,272,200"	"0,041831"
"1,272,300"	"0,041831"
"1,272,400"	"0,047060"
"1,272,500"	"0,047060"
"1,272,600"	"0,047060"
"1,272,700"	"0,047060"
"1,272,800"	"0,047060"
"1,272,900"	"0,041831"
"1,273,000"	"0,041831"
"1,273,100"	"0,041831"
"1,273,200"	"0,047060"
"1,273,300"	"0,041831"
"1,273,400"	"0,047060"
"1,273,500"	"0,047060"
"1,273,600"	"0,047060"
"1,273,700"	"0,047060"
"1,273,800"	"0,047060"
"1,273,900"	"0,047060"
"1,274,000"	"0,047060"
"1,274,100"	"0,047060"
"1,274,200"	"0,047060"
"1,274,300"	"0,047060"
"1,274,400"	"0,052289"
"1,274,500"	"0,047060"
"1,274,600"	"0,052289"
"1,274,700"	"0,047060"
"1,274,800"	"0,047060"
"1,274,900"	"0,047060"
"1,275,000"	"0,047060"
"1,275,100"	"0,047060"
"1,275,200"	"0,052289"
"1,275,300"	"0,052289"
"1,275,400"	"0,052289"
"1,275,500"	"0,052289"
"1,275,600"	"0,052289"
"1,275,700"	"0,052289"
"1,275,800"	"0,052289"
"1,275,900"	"0,047060"
"1,276,000"	"0,047060"
"1,276,100"	"0,052289"
"1,276,200"	"0,052289"
"1,276,300"	"0,052289"
"1,276,400"	"0,052289"
"1,276,500"	"0,052289"
"1,276,600"	"0,052289"
"1,276,700"	"0,052289"
"1,276,800"	"0,052289"
"1,276,900"	"0,052289"
"1,277,000"	"0,052289"
"1,277,100"	"0,052289"
"1,277,200"	"0,052289"
"1,277,300"	"0,052289"
"1,277,400"	"0,052289"
"1,277,500"	"0,052289"
"1,277,600"	"0,052289"
"1,277,700"	"0,052289"
"1,277,800"	"0,052289"
"1,277,900"	"0,052289"
"1,278,000"	"0,052289"
"1,278,100"	"0,057518"
"1,278,200"	"0,057518"
"1,278,300"	"0,052289"
"1,278,400"	"0,052289"
"1,278,500"	"0,057518"
"1,278,600"	"0,057518"
"1,278,700"	"0,057518"
"1,278,800"	"0,057518"
"1,278,900"	"0,052289"
"1,279,000"	"0,057518"
"1,279,100"	"0,052289"
"1,279,200"	"0,052289"
"1,279,300"	"0,057518"
"1,279,400"	"0,057518"
"1,279,500"	"0,057518"
"1,279,600"	"0,057518"
"1,279,700"	"0,057518"
"1,279,800"	"0,057518"
"1,279,900"	"0,057518"
"1,280,000"	"0,057518"
"1,280,100"	"0,057518"
"1,280,200"	"0,057518"
"1,280,300"	"0,057518"
"1,280,400"	"0,057518"
"1,280,500"	"0,057518"
"1,280,600"	"0,057518"
"1,280,700"	"0,057518"
"1,280,800"	"0,057518"
"1,280,900"	"0,057518"
"1,281,000"	"0,057518"
"1,281,100"	"0,057518"
"1,281,200"	"0,062747"
"1,281,300"	"0,057518"
"1,281,400"	"0,057518"
"1,281,500"	"0,062747"
"1,281,600"	"0,062747"
"1,281,700"	"0,062747"
"1,281,800"	"0,057518"
"1,281,900"	"0,062747"
"1,282,000"	"0,057518"
"1,282,100"	"0,062747"
"1,282,200"	"0,057518"
"1,282,300"	"0,062747"
"1,282,400"	"0,062747"
"1,282,500"	"0,062747"
"1,282,600"	"0,057518"
"1,282,700"	"0,062747"
"1,282,800"	"0,062747"
"1,282,900"	"0,062747"
"1,283,000"	"0,062747"
"1,283,100"	"0,057518"
"1,283,200"	"0,062747"
"1,283,300"	"0,062747"
"1,283,400"	"0,062747"
"1,283,500"	"0,062747"
"1,283,600"	"0,062747"
"1,283,700"	"0,062747"
"1,283,800"	"0,062747"
"1,283,900"	"0,062747"
"1,284,000"	"0,062747"
"1,284,100"	"0,062747"
"1,284,200"	"0,062747"
"1,284,300"	"0,062747"
"1,284,400"	"0,062747"
"1,284,500"	"0,062747"
"1,284,600"	"0,062747"
"1,284,700"	"0,062747"
"1,284,800"	"0,062747"
"1,284,900"	"0,067975"
"1,285,000"	"0,062747"
"1,285,100"	"0,062747"
"1,285,200"	"0,062747"
"1,285,300"	"0,062747"
"1,285,400"	"0,067975"
"1,285,500"	"0,062747"
"1,285,600"	"0,067975"
"1,285,700"	"0,067975"
"1,285,800"	"0,062747"
"1,285,900"	"0,062747"
"1,286,000"	"0,067975"
"1,286,100"	"0,067975"
"1,286,200"	"0,067975"
"1,286,300"	"0,067975"
"1,286,400"	"0,067975"
"1,286,500"	"0,062747"
"1,286,600"	"0,067975"
"1,286,700"	"0,067975"
"1,286,800"	"0,067975"
"1,286,900"	"0,067975"
"1,287,000"	"0,067975"
"1,287,100"	"0,067975"
"1,287,200"	"0,067975"
"1,287,300"	"0,067975"
"1,287,400"	"0,067975"
"1,287,500"	"0,067975"
"1,287,600"	"0,073204"
"1,287,700"	"0,067975"
"1,287,800"	"0,067975"
"1,287,900"	"0,067975"
"1,288,000"	"0,067975"
"1,288,100"	"0,067975"
"1,288,200"	"0,067975"
"1,288,300"	"0,067975"
"1,288,400"	"0,067975"
"1,288,500"	"0,073204"
"1,288,600"	"0,073204"
"1,288,700"	"0,073204"
"1,288,800"	"0,073204"
"1,288,900"	"0,073204"
"1,289,000"	"0,073204"
"1,289,100"	"0,073204"
"1,289,200"	"0,073204"
"1,289,300"	"0,073204"
"1,289,400"	"0,073204"
