Time,Channel A
(ms),(V)

-0.00027331,0.82949310
0.00004669,1.00894200
0.00036669,1.18869600
0.00068669,1.36845000
0.00100669,1.45817400
0.00132669,1.72795800
0.00164669,1.81768200
0.00196669,1.99743600
0.00228669,2.17719100
0.00260669,2.35663900
0.00292669,2.44666900
0.00324669,2.53639300
0.00356669,2.80587200
0.00388669,2.89590100
0.00420669,3.07535000
0.00452669,3.25510400
0.00484669,3.34513400
0.00516669,3.52458300
0.00548669,3.61461200
0.00580669,3.79436600
0.00612669,3.88409100
0.00644669,4.06384500
0.00676669,4.24359900
0.00708669,4.33332300
0.00740669,4.51307700
0.00772669,4.60280200
0.00804669,4.69252600
0.00836669,4.87228000
0.00868669,4.96231000
0.00900669,5.14175800
0.00932669,5.23178800
0.00964669,5.41154200
0.00996669,5.50126600
0.01028669,5.59099100
0.01060669,5.68102100
0.01092669,5.86077500
0.01124669,5.95049900
0.01156669,6.04022400
0.01188669,6.21997700
0.01220669,6.31000700
0.01252669,6.39973200
0.01284669,6.48945600
0.01316669,6.57948500
0.01348669,6.75893400
0.01380669,6.75893400
0.01412669,6.84896400
0.01444669,6.93868800
0.01476669,7.11844300
0.01508669,7.20816700
0.01540669,7.20816700
0.01572669,7.29819600
0.01604669,7.38792100
0.01636669,7.47795100
0.01668669,7.56767500
0.01700669,7.65739900
0.01732669,7.65739900
0.01764669,7.83715300
0.01796669,7.83715300
0.01828669,7.92718300
0.01860669,7.92718300
0.01892669,8.01690800
0.01924669,8.01690800
0.01956669,8.10663100
0.01988669,8.10663100
0.02020669,8.19666100
0.02052669,8.19666100
0.02084669,8.28638600
0.02116669,8.28638600
0.02148669,8.37611000
0.02180669,8.37611000
0.02212669,8.37611000
0.02244669,8.46614000
0.02276669,8.46614000
0.02308669,8.46614000
0.02340669,8.46614000
0.02372669,8.55586400
0.02404669,8.55586400
0.02436669,8.55586400
0.02468669,8.55586400
0.02500669,8.55586400
0.02532669,8.55586400
0.02564669,8.55586400
0.02596669,8.55586400
0.02628669,8.55586400
0.02660669,8.55586400
0.02692669,8.55586400
0.02724669,8.46614000
0.02756669,8.46614000
0.02788669,8.46614000
0.02820669,8.37611000
0.02852669,8.37611000
0.02884669,8.37611000
0.02916669,8.28638600
0.02948669,8.28638600
0.02980669,8.28638600
0.03012669,8.28638600
0.03044669,8.19666100
0.03076669,8.10663100
0.03108669,8.10663100
0.03140669,8.01690800
0.03172669,7.92718300
0.03204669,7.92718300
0.03236669,7.83715300
0.03268669,7.83715300
0.03300669,7.74742900
0.03332669,7.65739900
0.03364669,7.56767500
0.03396669,7.56767500
0.03428669,7.47795100
0.03460669,7.38792100
0.03492669,7.38792100
0.03524669,7.20816700
0.03556669,7.20816700
0.03588669,7.02871800
0.03620669,7.02871800
0.03652669,6.84896400
0.03684669,6.84896400
0.03716669,6.66921000
0.03748669,6.57948500
0.03780669,6.48945600
0.03812669,6.39973200
0.03844669,6.39973200
0.03876669,6.13025300
0.03908669,6.13025300
0.03940669,6.04022400
0.03972669,5.86077500
0.04004669,5.86077500
0.04036669,5.68102100
