Frequency,Channel A
(kHz),(dBu)

0.00000000,-28.03955000
0.09536743,-34.94053000
0.19073486,-49.51175000
0.28610229,-62.83656000
0.38146973,-60.51171000
0.47683716,-62.14815000
0.57220459,-63.38219000
0.66757202,-66.37125000
0.76293945,-60.21404000
0.85830688,-57.86930000
0.95367432,-61.20152000
1.04904175,-67.38541000
1.14440918,-71.71095000
1.23977661,-64.10606000
1.33514404,-57.93126000
1.43051147,-56.76778000
1.52587891,-59.90200000
1.62124634,-73.50374000
1.71661377,-66.04481000
1.81198120,-59.01727000
1.90734863,-55.31564000
2.00271606,-57.77743000
2.09808350,-66.43642000
2.19345093,-60.94187000
2.28881836,-62.20145000
2.38418579,-78.06162000
2.47955322,-77.83615000
2.57492065,-65.63450000
2.67028809,-65.08515000
2.76565552,-61.77378000
2.86102295,-62.37345000
2.95639038,-60.61111000
3.05175781,-57.72789000
3.14712524,-59.07709000
3.24249268,-55.24316000
3.33786011,-59.08287000
3.43322754,-55.90681000
3.52859497,-52.20465000
3.62396240,-52.83604000
3.71932983,-54.29398000
3.81469727,-54.49512000
3.91006470,-55.43300000
4.00543213,-56.31407000
4.10079956,-55.36983000
4.19616699,-56.84194000
4.29153442,-59.01993000
4.38690186,-59.36174000
4.48226929,-54.94944000
4.57763672,-57.14153000
4.67300415,-66.04634000
4.76837158,-64.16953000
4.86373901,-62.13533000
4.95910645,-68.13054000
5.05447388,-68.02628000
5.14984131,-64.33551000
5.24520874,-64.21545000
5.34057617,-59.58454000
5.43594360,-54.67406000
5.53131104,-54.70350000
5.62667847,-57.04326000
5.72204590,-58.76637000
5.81741333,-55.62968000
5.91278076,-51.44289000
6.00814819,-53.13444000
6.10351563,-50.01903000
6.19888306,-54.85194000
6.29425049,-52.72915000
6.38961792,-65.94093000
6.48498535,-51.14742000
6.58035278,-53.79776000
6.67572021,-45.62912000
6.77108765,-30.89791000
6.86645508,-14.22942000
6.96182251,-6.26995100
7.05718994,-5.84720400
7.15255737,-12.89711000
7.24792480,-29.11820000
7.34329224,-45.86801000
7.43865967,-53.79781000
7.53402710,-50.10519000
7.62939453,-31.33683000
7.72476196,-17.40441000
7.82012939,-10.17077000
7.91549683,-9.90322400
8.01086426,-16.57517000
8.10623169,-29.89572000
8.20159912,-43.28027000
8.29696655,-53.40535000
8.39233398,-51.61934000
8.48770142,-60.17607000
8.58306885,-56.18442000
8.67843628,-68.32211000
8.77380371,-55.02011000
8.86917114,-58.65481000
8.96453857,-55.77541000
9.05990601,-62.31079000
9.15527344,-61.24546000
9.25064087,-58.29988000
9.34600830,-70.25869000
9.44137573,-60.82127000
9.53674316,-61.14404000
9.63211060,-56.75408000
9.72747803,-57.42279000
9.82284546,-59.76314000
9.91821289,-59.09407000
10.01358032,-60.32837000
10.10894775,-55.74273000
10.20431519,-55.98606000
10.29968262,-58.48341000
10.39505005,-66.43253000
10.49041748,-57.86716000
10.58578491,-53.09451000
10.68115234,-54.07524000
10.77651978,-62.35435000
10.87188721,-60.18560000
10.96725464,-55.79883000
11.06262207,-59.88142000
11.15798950,-56.40556000
11.25335693,-54.87307000
11.34872437,-55.64928000
11.44409180,-59.10916000
11.53945923,-62.50800000
11.63482666,-62.27185000
11.73019409,-57.79359000
11.82556152,-56.39334000
11.92092896,-59.61467000
12.01629639,-69.25430000
12.11166382,-70.89044000
12.20703125,-64.63889000
12.30239868,-60.92847000
12.39776611,-58.93658000
12.49313354,-58.32845000
12.58850098,-57.02377000
