Frequency,Channel A
(kHz),(dBu)

0.00000000,-39.44511000
0.19073486,-46.46690000
0.38146973,-64.29726000
0.57220459,-65.19181000
0.76293945,-68.65155000
0.95367432,-68.08964000
1.14440918,-70.02657000
1.33514404,-69.61284000
1.52587891,-73.57710000
1.71661377,-77.72411000
1.90734863,-70.85229000
2.09808350,-79.22121000
2.28881836,-69.34315000
2.47955322,-71.39296000
2.67028809,-61.83530000
2.86102295,-63.64429000
3.05175781,-57.86274000
3.24249268,-31.67606000
3.43322754,-14.03401000
3.62396240,-7.25518600
3.81469727,-8.53940600
4.00543213,-18.34893000
4.19616699,-41.38086000
4.38690186,-58.16659000
4.57763672,-60.44365000
4.76837158,-65.62591000
4.95910645,-70.55804000
5.14984131,-69.36882000
5.34057617,-76.63583000
5.53131104,-74.83087000
5.72204590,-75.46381000
5.91278076,-79.45559000
6.10351563,-69.98313000
6.29425049,-67.86856000
6.48498535,-74.61507000
6.67572021,-79.28757000
6.86645508,-70.51921000
7.05718994,-68.24405000
7.24792480,-69.46638000
7.43865967,-78.56602000
7.62939453,-71.27383000
7.82012939,-67.76571000
8.01086426,-70.80303000
8.20159912,-73.17966000
8.39233398,-65.05339000
8.58306885,-55.02615000
8.77380371,-46.35283000
8.96453857,-38.23561000
9.15527344,-35.36485000
9.34600830,-38.14354000
9.53674316,-45.95263000
9.72747803,-57.15662000
9.91821289,-64.56832000
10.10894775,-69.21123000
10.29968262,-68.57166000
10.49041748,-74.81097000
10.68115234,-71.10609000
10.87188721,-67.19824000
11.06262207,-81.72433000
11.25335693,-76.39754000
11.44409180,-70.47759000
11.63482666,-81.32025000
11.82556152,-79.44097000
12.01629639,-77.73562000
12.20703125,-75.88617000
12.39776611,-73.08504000
12.58850098,-74.14787000
12.77923584,-72.34709000
12.96997070,-77.05688000
13.16070557,-81.33251000
13.35144043,-81.12672000
13.54217529,-78.39941000
13.73291016,-70.26726000
13.92364502,-73.35636000
14.11437988,-74.94980000
14.30511475,-68.08885000
14.49584961,-70.93463000
14.68658447,-76.42336000
14.87731934,-75.94370000
15.06805420,-71.33916000
15.25878906,-68.67944000
15.44952393,-71.27869000
15.64025879,-77.75336000
15.83099365,-74.93346000
16.02172852,-73.64120000
16.21246338,-87.34035000
16.40319824,-76.52992000
16.59393311,-73.45350000
16.78466797,-74.78136000
16.97540283,-85.36674000
17.16613770,-80.46395000
17.35687256,-71.12019000
17.54760742,-69.81241000
17.73834229,-73.12627000
17.92907715,-74.14317000
18.11981201,-71.74895000
18.31054688,-80.29857000
18.50128174,-69.00957000
18.69201660,-64.56483000
18.88275146,-66.54248000
19.07348633,-72.39165000
19.26422119,-76.35300000
19.45495605,-76.11653000
19.64569092,-79.00587000
19.83642578,-76.68965000
20.02716064,-74.51227000
20.21789551,-77.96031000
20.40863037,-75.90331000
20.59936523,-70.88098000
20.79010010,-68.92812000
20.98083496,-70.07498000
21.17156982,-71.42394000
21.36230469,-72.38146000
21.55303955,-65.63546000
21.74377441,-67.71534000
21.93450928,-78.03500000
22.12524414,-72.87819000
22.31597900,-88.42706000
22.50671387,-83.36101000
22.69744873,-78.70752000
22.88818359,-70.65545000
23.07891846,-69.01838000
23.26965332,-69.19820000
23.46038818,-69.54330000
23.65112305,-72.34264000
23.84185791,-67.22480000
24.03259277,-67.26508000
24.22332764,-75.04607000
24.41406250,-74.29364000
24.60479736,-72.29072000
24.79553223,-74.46317000
24.98626709,-84.38483000
25.17700195,-75.02940000
