Frequency,Channel A
(kHz),(dBu)

0.00000000,-26.69825000
0.19073486,-33.45920000
0.38146973,-47.26754000
0.57220459,-59.14564000
0.76293945,-66.36874000
0.95367432,-61.50381000
1.14440918,-58.74407000
1.33514404,-58.02950000
1.52587891,-59.85136000
1.71661377,-59.01273000
1.90734863,-58.41224000
2.09808350,-58.12694000
2.28881836,-59.20725000
2.47955322,-66.55741000
2.67028809,-66.62866000
2.86102295,-60.80639000
3.05175781,-61.38394000
3.24249268,-58.97857000
3.43322754,-56.83078000
3.62396240,-56.44669000
3.81469727,-58.13128000
4.00543213,-55.64772000
4.19616699,-56.75029000
4.38690186,-69.65511000
4.57763672,-62.92390000
4.76837158,-59.01230000
4.95910645,-55.70597000
5.14984131,-53.15057000
5.34057617,-61.58303000
5.53131104,-62.53418000
5.72204590,-54.45616000
5.91278076,-61.40841000
6.10351563,-52.59243000
6.29425049,-50.41896000
6.48498535,-44.08158000
6.67572021,-37.14898000
6.86645508,-20.12095000
7.05718994,-10.63597000
7.24792480,-8.04228600
7.43865967,-12.12174000
7.62939453,-23.41417000
7.82012939,-38.44768000
8.01086426,-49.19773000
8.20159912,-48.98515000
8.39233398,-51.06279000
8.58306885,-59.35373000
8.77380371,-42.65399000
8.96453857,-36.49406000
9.15527344,-33.57001000
9.34600830,-35.83397000
9.53674316,-44.46468000
9.72747803,-56.81263000
9.91821289,-66.18531000
10.10894775,-61.49132000
10.29968262,-71.16031000
10.49041748,-62.48386000
10.68115234,-58.08105000
10.87188721,-56.55934000
11.06262207,-64.16986000
11.25335693,-72.83959000
11.44409180,-68.27945000
11.63482666,-73.05759000
11.82556152,-64.63395000
12.01629639,-57.34883000
12.20703125,-56.79441000
12.39776611,-58.57279000
12.58850098,-57.43132000
12.77923584,-55.04406000
12.96997070,-56.08052000
13.16070557,-59.52467000
13.35144043,-60.95731000
13.54217529,-60.90934000
13.73291016,-65.96166000
13.92364502,-61.37580000
14.11437988,-65.15952000
14.30511475,-60.32677000
14.49584961,-53.67840000
14.68658447,-55.75354000
14.87731934,-61.57842000
15.06805420,-61.69452000
15.25878906,-64.90353000
15.44952393,-61.13426000
15.64025879,-60.65054000
15.83099365,-59.62083000
16.02172852,-57.78232000
16.21246338,-57.52378000
16.40319824,-57.38365000
16.59393311,-56.11934000
16.78466797,-55.63137000
16.97540283,-59.62515000
17.16613770,-69.63983000
17.35687256,-68.11536000
17.54760742,-62.95413000
17.73834229,-60.88945000
17.92907715,-55.93128000
18.11981201,-53.64944000
18.31054688,-54.05058000
18.50128174,-54.58942000
18.69201660,-57.11359000
18.88275146,-62.02305000
19.07348633,-66.20000000
19.26422119,-60.74378000
19.45495605,-55.66550000
19.64569092,-57.81721000
19.83642578,-69.75105000
20.02716064,-54.81976000
20.21789551,-52.10789000
20.40863037,-54.76006000
20.59936523,-61.03548000
20.79010010,-57.89184000
20.98083496,-51.02149000
21.17156982,-48.66017000
21.36230469,-53.62359000
21.55303955,-63.67221000
21.74377441,-59.66543000
21.93450928,-52.90779000
22.12524414,-46.74039000
22.31597900,-48.39507000
22.50671387,-57.84589000
22.69744873,-66.83176000
22.88818359,-58.39046000
23.07891846,-53.34388000
23.26965332,-54.14127000
23.46038818,-64.66515000
23.65112305,-62.42214000
23.84185791,-58.71035000
24.03259277,-64.09347000
24.22332764,-66.56937000
24.41406250,-65.57681000
24.60479736,-63.56705000
24.79553223,-57.14247000
24.98626709,-55.09901000
25.17700195,-56.72743000
