Frequency,Channel A
(kHz),(dBu)

0.00000000,-26.68410000
0.09536743,-33.31695000
0.19073486,-46.65898000
0.28610229,-56.91016000
0.38146973,-63.74047000
0.47683716,-57.60754000
0.57220459,-55.16552000
0.66757202,-59.18526000
0.76293945,-61.87193000
0.85830688,-57.16216000
0.95367432,-57.14708000
1.04904175,-64.61629000
1.14440918,-73.88892000
1.23977661,-60.92569000
1.33514404,-59.90848000
1.43051147,-65.58009000
1.52587891,-60.67993000
1.62124634,-57.24606000
1.71661377,-55.46323000
1.81198120,-54.24496000
1.90734863,-55.24479000
2.00271606,-62.36456000
2.09808350,-61.35966000
2.19345093,-54.28792000
2.28881836,-55.13191000
2.38418579,-60.03894000
2.47955322,-62.01080000
2.57492065,-60.36110000
2.67028809,-64.21989000
2.76565552,-57.61524000
2.86102295,-57.74826000
2.95639038,-56.99454000
3.05175781,-56.74929000
3.14712524,-60.01511000
3.24249268,-63.35045000
3.33786011,-66.77019000
3.43322754,-65.53348000
3.52859497,-55.30400000
3.62396240,-55.47688000
3.71932983,-61.88771000
3.81469727,-70.62754000
3.91006470,-55.99830000
4.00543213,-53.57686000
4.10079956,-58.83234000
4.19616699,-68.93222000
4.29153442,-62.29908000
4.38690186,-68.58880000
4.48226929,-59.88259000
4.57763672,-56.17445000
4.67300415,-57.18246000
4.76837158,-59.33189000
4.86373901,-55.49892000
4.95910645,-53.83568000
5.05447388,-55.08159000
5.14984131,-61.76960000
5.24520874,-59.76662000
5.34057617,-55.04235000
5.43594360,-56.12392000
5.53131104,-57.54946000
5.62667847,-55.04758000
5.72204590,-52.60113000
5.81741333,-58.46652000
5.91278076,-71.83341000
6.00814819,-59.20673000
6.10351563,-59.56440000
6.19888306,-58.29775000
6.29425049,-63.04346000
6.38961792,-57.34540000
6.48498535,-64.45667000
6.58035278,-54.18339000
6.67572021,-52.45332000
6.77108765,-51.76340000
6.86645508,-46.31350000
6.96182251,-36.79006000
7.05718994,-19.92241000
7.15255737,-9.51105200
7.24792480,-6.55538000
7.34329224,-10.26404000
7.43865967,-14.46887000
7.53402710,-8.20183600
7.62939453,-8.10402700
7.72476196,-14.70280000
7.82012939,-28.48009000
7.91549683,-43.97333000
8.01086426,-44.75941000
8.10623169,-57.24807000
8.20159912,-48.93917000
8.29696655,-59.10744000
8.39233398,-60.97330000
8.48770142,-54.40101000
8.58306885,-60.61749000
8.67843628,-56.46282000
8.77380371,-62.42723000
8.86917114,-57.13226000
8.96453857,-54.89851000
9.05990601,-62.73510000
9.15527344,-70.20056000
9.25064087,-66.02944000
9.34600830,-63.16330000
9.44137573,-62.41225000
9.53674316,-63.89267000
9.63211060,-74.76315000
9.72747803,-64.01107000
9.82284546,-62.58142000
9.91821289,-74.27611000
10.01358032,-64.92421000
10.10894775,-69.63078000
10.20431519,-64.45934000
10.29968262,-61.75615000
10.39505005,-64.38929000
10.49041748,-67.64815000
10.58578491,-68.86828000
10.68115234,-74.72919000
10.77651978,-59.25068000
10.87188721,-55.75560000
10.96725464,-60.21593000
11.06262207,-72.23733000
11.15798950,-61.98142000
11.25335693,-62.21377000
11.34872437,-66.60137000
11.44409180,-75.69654000
11.53945923,-62.11014000
11.63482666,-59.81579000
11.73019409,-59.60215000
11.82556152,-64.47552000
11.92092896,-79.11990000
12.01629639,-71.30736000
12.11166382,-68.60203000
12.20703125,-63.67168000
12.30239868,-64.86247000
12.39776611,-68.22844000
12.49313354,-63.07285000
12.58850098,-63.31608000
