Time,Channel A
(ms),(V)

-0.00058900,0.64973910
0.00069100,1.27872600
0.00197100,1.81768200
0.00325100,2.44666900
0.00453100,2.98562600
0.00581100,3.52458300
0.00709100,4.06384500
0.00837100,4.69252600
0.00965100,5.14175800
0.01093100,5.59099100
0.01221100,6.13025300
0.01349100,6.57948500
0.01477100,7.02871800
0.01605100,7.38792100
0.01733100,7.83715300
0.01861100,8.10663100
0.01989100,8.37611000
0.02117100,8.73561900
0.02245100,9.00509600
0.02373100,9.18485100
0.02501100,9.36460500
0.02629100,9.54435800
0.02757100,9.63408300
0.02885100,9.72380700
0.03013100,9.81383700
0.03141100,9.81383700
0.03269100,9.81383700
0.03397100,9.72380700
0.03525100,9.63408300
0.03653100,9.54435800
0.03781100,9.36460500
0.03909100,9.18485100
0.04037100,9.00509600
0.04165100,8.64589400
0.04293100,8.37611000
0.04421100,8.10663100
0.04549100,7.83715300
0.04677100,7.47795100
0.04805100,7.02871800
0.04933100,6.57948500
0.05061100,6.13025300
0.05189100,5.68102100
0.05317100,5.23178800
0.05445100,4.69252600
0.05573100,4.24359900
0.05701100,3.61461200
0.05829100,3.16538000
0.05957100,2.53639300
0.06085100,2.08716100
0.06213100,1.45817400
0.06341100,0.82949310
0.06469100,0.38056580
0.06597100,-0.33814510
0.06725100,-0.78737750
0.06853100,-1.41636400
0.06981100,-1.95532100
0.07109100,-2.58430700
0.07237100,-3.12356900
0.07365100,-3.57249700
0.07493100,-4.11175900
0.07621100,-4.65071600
0.07749100,-5.09994800
0.07877100,-5.54918100
0.08005100,-6.08813800
0.08133100,-6.44764600
0.08261100,-6.80715400
0.08389100,-7.25608100
0.08517100,-7.61558900
0.08645100,-7.88506700
0.08773100,-8.24457600
0.08901100,-8.42433000
0.09029100,-8.69380800
0.09157100,-8.87356200
0.09285100,-9.05301100
0.09413100,-9.14304100
0.09541100,-9.32248900
0.09669100,-9.32248900
0.09797100,-9.32248900
0.09925100,-9.41251900
0.10053100,-9.41251900
0.10181100,-9.32248900
0.10309100,-9.23276400
0.10437100,-9.14304100
0.10565100,-8.96328600
0.10693100,-8.69380800
0.10821100,-8.51405300
0.10949100,-8.24457600
0.11077100,-7.97509700
0.11205100,-7.70531300
0.11333100,-7.25608100
0.11461100,-6.98660200
0.11589100,-6.53737000
0.11717100,-6.17816700
0.11845100,-5.72893500
0.11973100,-5.27970200
0.12101100,-4.83047000
0.12229100,-4.29151300
0.12357100,-3.84228000
0.12485100,-3.30301800
0.12613100,-2.85378600
0.12741100,-2.31482900
0.12869100,-1.77587200
0.12997100,-1.23661000
0.13125100,-0.69765310
0.13253100,-0.06866664
0.13381100,0.38056580
0.13509100,1.00894200
0.13637100,1.45817400
0.13765100,2.08716100
0.13893100,2.53639300
0.14021100,3.07535000
0.14149100,3.61461200
0.14277100,4.06384500
0.14405100,4.51307700
0.14533100,5.05203400
0.14661100,5.41154200
0.14789100,5.86077500
0.14917100,6.21997700
0.15045100,6.57948500
0.15173100,6.93868800
0.15301100,7.20816700
0.15429100,7.56767500
0.15557100,7.83715300
0.15685100,8.10663100
