Time,Temperature (°C),Peak (line),Measurement Rate(Hz),Distance (mm)
16-10-2025 12:53:25.028,-15000.000,639.000,-15000.000,21.077
16-10-2025 12:53:25.127,-15000.000,614.000,-15000.000,21.077
16-10-2025 12:53:25.218,-15000.000,612.000,-15000.000,21.076
16-10-2025 12:53:25.313,-15000.000,607.000,-15000.000,21.076
16-10-2025 12:53:25.424,-15000.000,617.000,-15000.000,21.077
16-10-2025 12:53:25.520,-15000.000,688.000,-15000.000,21.077
16-10-2025 12:53:25.599,-15000.000,740.000,-15000.000,21.077
16-10-2025 12:53:25.679,-15000.000,738.000,-15000.000,21.077
16-10-2025 12:53:25.759,-15000.000,732.000,-15000.000,21.076
16-10-2025 12:53:25.838,-15000.000,731.000,-15000.000,21.076
16-10-2025 12:53:25.917,-15000.000,729.000,-15000.000,21.077
16-10-2025 12:53:25.997,-15000.000,729.000,-15000.000,21.077
16-10-2025 12:53:26.076,-15000.000,726.000,-15000.000,21.077
16-10-2025 12:53:26.156,-15000.000,727.000,-15000.000,21.077
16-10-2025 12:53:26.252,-15000.000,728.000,-15000.000,21.078
16-10-2025 12:53:26.362,-15000.000,731.000,-15000.000,21.077
16-10-2025 12:53:26.457,-15000.000,734.000,-15000.000,21.078
16-10-2025 12:53:26.537,-15000.000,733.000,-15000.000,21.077
16-10-2025 12:53:26.617,-15000.000,731.000,-15000.000,21.077
16-10-2025 12:53:26.696,-15000.000,729.000,-15000.000,21.077
16-10-2025 12:53:26.775,-15000.000,726.000,-15000.000,21.077
16-10-2025 12:53:26.858,-15000.000,728.000,-15000.000,21.077
16-10-2025 12:53:26.933,-15000.000,725.000,-15000.000,21.077
16-10-2025 12:53:27.013,-15000.000,730.000,-15000.000,21.075
16-10-2025 12:53:27.093,-15000.000,726.000,-15000.000,21.076
16-10-2025 12:53:27.188,-15000.000,726.000,-15000.000,21.077
16-10-2025 12:53:27.283,-15000.000,726.000,-15000.000,21.078
16-10-2025 12:53:27.379,-15000.000,726.000,-15000.000,21.077
16-10-2025 12:53:27.458,-15000.000,728.000,-15000.000,21.079
16-10-2025 12:53:27.538,-15000.000,726.000,-15000.000,21.081
16-10-2025 12:53:27.618,-15000.000,727.000,-15000.000,21.080
16-10-2025 12:53:27.698,-15000.000,728.000,-15000.000,21.081
16-10-2025 12:53:27.778,-15000.000,730.000,-15000.000,21.080
16-10-2025 12:53:27.857,-15000.000,728.000,-15000.000,21.080
16-10-2025 12:53:27.936,-15000.000,728.000,-15000.000,21.080
16-10-2025 12:53:28.016,-15000.000,727.000,-15000.000,21.081
16-10-2025 12:53:28.111,-15000.000,729.000,-15000.000,21.080
16-10-2025 12:53:28.206,-15000.000,724.000,-15000.000,21.080
16-10-2025 12:53:28.285,-15000.000,723.000,-15000.000,21.080
16-10-2025 12:53:28.366,-15000.000,728.000,-15000.000,21.081
16-10-2025 12:53:28.445,-15000.000,723.000,-15000.000,21.081
16-10-2025 12:53:28.524,-15000.000,729.000,-15000.000,21.081
16-10-2025 12:53:28.604,-15000.000,730.000,-15000.000,21.081
16-10-2025 12:53:28.683,-15000.000,730.000,-15000.000,21.081
16-10-2025 12:53:28.762,-15000.000,725.000,-15000.000,21.081
16-10-2025 12:53:28.842,-15000.000,722.000,-15000.000,21.081
16-10-2025 12:53:28.937,-15000.000,723.000,-15000.000,21.081
16-10-2025 12:53:29.033,-15000.000,726.000,-15000.000,21.081
16-10-2025 12:53:29.144,-15000.000,724.000,-15000.000,21.081
16-10-2025 12:53:29.224,-15000.000,723.000,-15000.000,21.081
16-10-2025 12:53:29.303,-15000.000,721.000,-15000.000,21.081
16-10-2025 12:53:29.382,-15000.000,726.000,-15000.000,21.081
16-10-2025 12:53:29.464,-15000.000,724.000,-15000.000,21.081
16-10-2025 12:53:29.538,-15000.000,725.000,-15000.000,21.081
16-10-2025 12:53:29.618,-15000.000,726.000,-15000.000,21.081
16-10-2025 12:53:29.697,-15000.000,731.000,-15000.000,21.081
16-10-2025 12:53:29.776,-15000.000,729.000,-15000.000,21.081
16-10-2025 12:53:29.856,-15000.000,728.000,-15000.000,21.081
16-10-2025 12:53:29.948,-15000.000,727.000,-15000.000,21.081
16-10-2025 12:53:30.042,-15000.000,726.000,-15000.000,21.081
16-10-2025 12:53:30.126,-15000.000,728.000,-15000.000,21.081
16-10-2025 12:53:30.217,-15000.000,728.000,-15000.000,21.081
16-10-2025 12:53:30.296,-15000.000,728.000,-15000.000,21.081
16-10-2025 12:53:30.391,-15000.000,731.000,-15000.000,21.081
16-10-2025 12:53:30.486,-15000.000,730.000,-15000.000,21.081
16-10-2025 12:53:30.582,-15000.000,730.000,-15000.000,21.081
16-10-2025 12:53:30.661,-15000.000,728.000,-15000.000,21.081
16-10-2025 12:53:30.741,-15000.000,727.000,-15000.000,21.081
16-10-2025 12:53:30.820,-15000.000,726.000,-15000.000,21.081
16-10-2025 12:53:30.900,-15000.000,726.000,-15000.000,21.081
16-10-2025 12:53:30.980,-15000.000,725.000,-15000.000,21.081
16-10-2025 12:53:31.059,-15000.000,723.000,-15000.000,21.081
16-10-2025 12:53:31.139,-15000.000,722.000,-15000.000,21.081
16-10-2025 12:53:31.218,-15000.000,723.000,-15000.000,21.081
16-10-2025 12:53:31.313,-15000.000,721.000,-15000.000,21.081
16-10-2025 12:53:31.409,-15000.000,718.000,-15000.000,21.081
16-10-2025 12:53:31.490,-15000.000,717.000,-15000.000,21.081
16-10-2025 12:53:31.569,-15000.000,718.000,-15000.000,21.081
16-10-2025 12:53:31.648,-15000.000,714.000,-15000.000,21.081
16-10-2025 12:53:31.728,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:31.807,-15000.000,717.000,-15000.000,21.081
16-10-2025 12:53:31.886,-15000.000,721.000,-15000.000,21.081
16-10-2025 12:53:31.966,-15000.000,722.000,-15000.000,21.081
16-10-2025 12:53:32.045,-15000.000,725.000,-15000.000,21.081
16-10-2025 12:53:32.125,-15000.000,726.000,-15000.000,21.081
16-10-2025 12:53:32.221,-15000.000,726.000,-15000.000,21.030
16-10-2025 12:53:32.332,-15000.000,726.000,-15000.000,21.053
16-10-2025 12:53:32.411,-15000.000,728.000,-15000.000,21.080
16-10-2025 12:53:32.490,-15000.000,729.000,-15000.000,21.073
16-10-2025 12:53:32.569,-15000.000,724.000,-15000.000,21.079
16-10-2025 12:53:32.651,-15000.000,720.000,-15000.000,21.080
16-10-2025 12:53:32.728,-15000.000,724.000,-15000.000,21.079
16-10-2025 12:53:32.807,-15000.000,720.000,-15000.000,21.079
16-10-2025 12:53:32.887,-15000.000,721.000,-15000.000,21.078
16-10-2025 12:53:32.966,-15000.000,722.000,-15000.000,21.078
16-10-2025 12:53:33.046,-15000.000,723.000,-15000.000,21.079
16-10-2025 12:53:33.144,-15000.000,719.000,-15000.000,21.080
16-10-2025 12:53:33.236,-15000.000,721.000,-15000.000,21.081
16-10-2025 12:53:33.332,-15000.000,720.000,-15000.000,21.080
16-10-2025 12:53:33.411,-15000.000,721.000,-15000.000,21.081
16-10-2025 12:53:33.491,-15000.000,723.000,-15000.000,21.079
16-10-2025 12:53:33.574,-15000.000,723.000,-15000.000,21.079
16-10-2025 12:53:33.650,-15000.000,719.000,-15000.000,21.079
16-10-2025 12:53:33.729,-15000.000,715.000,-15000.000,21.081
16-10-2025 12:53:33.809,-15000.000,710.000,-15000.000,21.080
16-10-2025 12:53:33.889,-15000.000,713.000,-15000.000,21.081
16-10-2025 12:53:33.968,-15000.000,712.000,-15000.000,21.081
16-10-2025 12:53:34.063,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:34.159,-15000.000,714.000,-15000.000,21.080
16-10-2025 12:53:34.237,-15000.000,715.000,-15000.000,21.080
16-10-2025 12:53:34.317,-15000.000,714.000,-15000.000,21.081
16-10-2025 12:53:34.397,-15000.000,718.000,-15000.000,21.081
16-10-2025 12:53:34.476,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:34.556,-15000.000,723.000,-15000.000,21.082
16-10-2025 12:53:34.635,-15000.000,722.000,-15000.000,21.081
16-10-2025 12:53:34.715,-15000.000,721.000,-15000.000,21.082
16-10-2025 12:53:34.795,-15000.000,719.000,-15000.000,21.081
16-10-2025 12:53:34.874,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:34.969,-15000.000,708.000,-15000.000,21.081
16-10-2025 12:53:35.065,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:35.175,-15000.000,715.000,-15000.000,21.081
16-10-2025 12:53:35.270,-15000.000,720.000,-15000.000,21.081
16-10-2025 12:53:35.350,-15000.000,717.000,-15000.000,21.081
16-10-2025 12:53:35.429,-15000.000,717.000,-15000.000,21.081
16-10-2025 12:53:35.508,-15000.000,716.000,-15000.000,21.082
16-10-2025 12:53:35.588,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:35.667,-15000.000,713.000,-15000.000,21.081
16-10-2025 12:53:35.748,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:35.826,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:35.905,-15000.000,718.000,-15000.000,21.081
16-10-2025 12:53:36.000,-15000.000,717.000,-15000.000,21.081
16-10-2025 12:53:36.096,-15000.000,717.000,-15000.000,21.081
16-10-2025 12:53:36.207,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:36.286,-15000.000,718.000,-15000.000,21.081
16-10-2025 12:53:36.369,-15000.000,717.000,-15000.000,21.080
16-10-2025 12:53:36.446,-15000.000,722.000,-15000.000,21.080
16-10-2025 12:53:36.525,-15000.000,719.000,-15000.000,21.080
16-10-2025 12:53:36.617,-15000.000,722.000,-15000.000,21.081
16-10-2025 12:53:36.715,-15000.000,724.000,-15000.000,21.081
16-10-2025 12:53:36.806,-15000.000,721.000,-15000.000,21.082
16-10-2025 12:53:36.888,-15000.000,721.000,-15000.000,21.081
16-10-2025 12:53:36.967,-15000.000,719.000,-15000.000,21.081
16-10-2025 12:53:37.046,-15000.000,721.000,-15000.000,21.081
16-10-2025 12:53:37.125,-15000.000,721.000,-15000.000,21.081
16-10-2025 12:53:37.205,-15000.000,716.000,-15000.000,21.080
16-10-2025 12:53:37.284,-15000.000,715.000,-15000.000,21.080
16-10-2025 12:53:37.367,-15000.000,716.000,-15000.000,21.079
16-10-2025 12:53:37.443,-15000.000,716.000,-15000.000,21.078
16-10-2025 12:53:37.523,-15000.000,718.000,-15000.000,21.078
16-10-2025 12:53:37.606,-15000.000,715.000,-15000.000,21.077
16-10-2025 12:53:37.679,-15000.000,714.000,-15000.000,21.077
16-10-2025 12:53:37.759,-15000.000,716.000,-15000.000,21.078
16-10-2025 12:53:37.838,-15000.000,713.000,-15000.000,21.078
16-10-2025 12:53:37.917,-15000.000,716.000,-15000.000,21.079
16-10-2025 12:53:37.996,-15000.000,718.000,-15000.000,21.080
16-10-2025 12:53:38.076,-15000.000,718.000,-15000.000,21.079
16-10-2025 12:53:38.158,-15000.000,716.000,-15000.000,21.079
16-10-2025 12:53:38.253,-15000.000,718.000,-15000.000,21.079
16-10-2025 12:53:38.362,-15000.000,720.000,-15000.000,21.080
16-10-2025 12:53:38.472,-15000.000,720.000,-15000.000,21.080
16-10-2025 12:53:38.552,-15000.000,716.000,-15000.000,21.080
16-10-2025 12:53:38.631,-15000.000,720.000,-15000.000,21.080
16-10-2025 12:53:38.711,-15000.000,721.000,-15000.000,21.081
16-10-2025 12:53:38.790,-15000.000,723.000,-15000.000,21.080
16-10-2025 12:53:38.871,-15000.000,722.000,-15000.000,21.081
16-10-2025 12:53:38.948,-15000.000,721.000,-15000.000,21.081
16-10-2025 12:53:39.027,-15000.000,723.000,-15000.000,21.081
16-10-2025 12:53:39.107,-15000.000,725.000,-15000.000,21.080
16-10-2025 12:53:39.202,-15000.000,724.000,-15000.000,21.080
16-10-2025 12:53:39.297,-15000.000,725.000,-15000.000,21.080
16-10-2025 12:53:39.392,-15000.000,725.000,-15000.000,21.080
16-10-2025 12:53:39.488,-15000.000,724.000,-15000.000,21.080
16-10-2025 12:53:39.567,-15000.000,721.000,-15000.000,21.080
16-10-2025 12:53:39.647,-15000.000,717.000,-15000.000,21.080
16-10-2025 12:53:39.726,-15000.000,712.000,-15000.000,21.080
16-10-2025 12:53:39.806,-15000.000,712.000,-15000.000,21.080
16-10-2025 12:53:39.885,-15000.000,713.000,-15000.000,21.080
16-10-2025 12:53:39.965,-15000.000,715.000,-15000.000,21.080
16-10-2025 12:53:40.044,-15000.000,716.000,-15000.000,21.080
16-10-2025 12:53:40.139,-15000.000,715.000,-15000.000,21.080
16-10-2025 12:53:40.235,-15000.000,717.000,-15000.000,21.080
16-10-2025 12:53:40.330,-15000.000,720.000,-15000.000,21.080
16-10-2025 12:53:40.441,-15000.000,719.000,-15000.000,21.079
16-10-2025 12:53:40.521,-15000.000,720.000,-15000.000,21.079
16-10-2025 12:53:40.601,-15000.000,718.000,-15000.000,21.079
16-10-2025 12:53:40.695,-15000.000,719.000,-15000.000,21.078
16-10-2025 12:53:40.788,-15000.000,718.000,-15000.000,21.079
16-10-2025 12:53:40.880,-15000.000,719.000,-15000.000,21.079
16-10-2025 12:53:40.962,-15000.000,720.000,-15000.000,21.079
16-10-2025 12:53:41.041,-15000.000,720.000,-15000.000,21.079
16-10-2025 12:53:41.121,-15000.000,718.000,-15000.000,21.080
16-10-2025 12:53:41.200,-15000.000,721.000,-15000.000,21.079
16-10-2025 12:53:41.280,-15000.000,719.000,-15000.000,21.080
16-10-2025 12:53:41.360,-15000.000,716.000,-15000.000,21.080
16-10-2025 12:53:41.440,-15000.000,713.000,-15000.000,21.081
16-10-2025 12:53:41.535,-15000.000,711.000,-15000.000,21.080
16-10-2025 12:53:41.615,-15000.000,711.000,-15000.000,21.081
16-10-2025 12:53:41.695,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:41.775,-15000.000,718.000,-15000.000,21.081
16-10-2025 12:53:41.855,-15000.000,720.000,-15000.000,21.081
16-10-2025 12:53:41.933,-15000.000,716.000,-15000.000,21.080
16-10-2025 12:53:42.013,-15000.000,717.000,-15000.000,21.081
16-10-2025 12:53:42.092,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:42.172,-15000.000,714.000,-15000.000,21.081
16-10-2025 12:53:42.271,-15000.000,716.000,-15000.000,21.081
16-10-2025 12:53:42.363,-15000.000,714.000,-15000.000,21.081
16-10-2025 12:53:42.457,-15000.000,713.000,-15000.000,21.081
16-10-2025 12:53:42.537,-15000.000,715.000,-15000.000,21.081
16-10-2025 12:53:42.616,-15000.000,711.000,-15000.000,21.081
16-10-2025 12:53:42.696,-15000.000,715.000,-15000.000,21.081
16-10-2025 12:53:42.776,-15000.000,712.000,-15000.000,21.079
16-10-2025 12:53:42.855,-15000.000,713.000,-15000.000,21.076
16-10-2025 12:53:42.934,-15000.000,713.000,-15000.000,21.074
16-10-2025 12:53:43.014,-15000.000,711.000,-15000.000,21.073
16-10-2025 12:53:43.110,-15000.000,712.000,-15000.000,21.074
16-10-2025 12:53:43.221,-15000.000,717.000,-15000.000,21.074
16-10-2025 12:53:43.332,-15000.000,712.000,-15000.000,21.074
16-10-2025 12:53:43.415,-15000.000,712.000,-15000.000,21.074
16-10-2025 12:53:43.491,-15000.000,712.000,-15000.000,21.074
16-10-2025 12:53:43.571,-15000.000,711.000,-15000.000,21.074
16-10-2025 12:53:43.651,-15000.000,714.000,-15000.000,21.074
16-10-2025 12:53:43.730,-15000.000,712.000,-15000.000,21.074
16-10-2025 12:53:43.810,-15000.000,709.000,-15000.000,21.074
16-10-2025 12:53:43.889,-15000.000,711.000,-15000.000,21.074
16-10-2025 12:53:43.968,-15000.000,711.000,-15000.000,21.074
16-10-2025 12:53:44.064,-15000.000,712.000,-15000.000,21.074
16-10-2025 12:53:44.176,-15000.000,711.000,-15000.000,21.075
16-10-2025 12:53:44.286,-15000.000,713.000,-15000.000,21.074
16-10-2025 12:53:44.364,-15000.000,710.000,-15000.000,21.075
16-10-2025 12:53:44.444,-15000.000,708.000,-15000.000,21.075
16-10-2025 12:53:44.524,-15000.000,707.000,-15000.000,21.075
16-10-2025 12:53:44.603,-15000.000,709.000,-15000.000,21.075
16-10-2025 12:53:44.682,-15000.000,708.000,-15000.000,21.076
16-10-2025 12:53:44.761,-15000.000,707.000,-15000.000,21.076
16-10-2025 12:53:44.841,-15000.000,704.000,-15000.000,21.077
16-10-2025 12:53:44.920,-15000.000,704.000,-15000.000,21.078
16-10-2025 12:53:45.000,-15000.000,698.000,-15000.000,21.078
16-10-2025 12:53:45.080,-15000.000,699.000,-15000.000,21.078
16-10-2025 12:53:45.191,-15000.000,701.000,-15000.000,21.078
16-10-2025 12:53:45.271,-15000.000,702.000,-15000.000,21.078
16-10-2025 12:53:45.362,-15000.000,703.000,-15000.000,21.078
16-10-2025 12:53:45.457,-15000.000,700.000,-15000.000,21.078
