Time,Temperature (°C),Peak (line),Measurement Rate(Hz),Distance (mm)
16-10-2025 12:30:29.557,-15000.000,636.000,-15000.000,21.284
16-10-2025 12:30:29.662,-15000.000,614.000,-15000.000,21.285
16-10-2025 12:30:29.755,-15000.000,607.000,-15000.000,21.284
16-10-2025 12:30:29.835,-15000.000,606.000,-15000.000,21.284
16-10-2025 12:30:29.917,-15000.000,615.000,-15000.000,21.284
16-10-2025 12:30:29.992,-15000.000,686.000,-15000.000,21.284
16-10-2025 12:30:30.071,-15000.000,735.000,-15000.000,21.284
16-10-2025 12:30:30.150,-15000.000,732.000,-15000.000,21.284
16-10-2025 12:30:30.229,-15000.000,730.000,-15000.000,21.284
16-10-2025 12:30:30.309,-15000.000,731.000,-15000.000,21.284
16-10-2025 12:30:30.388,-15000.000,727.000,-15000.000,21.284
16-10-2025 12:30:30.468,-15000.000,729.000,-15000.000,21.284
16-10-2025 12:30:30.563,-15000.000,728.000,-15000.000,21.284
16-10-2025 12:30:30.659,-15000.000,727.000,-15000.000,21.284
16-10-2025 12:30:30.740,-15000.000,730.000,-15000.000,21.284
16-10-2025 12:30:30.818,-15000.000,734.000,-15000.000,21.284
16-10-2025 12:30:30.898,-15000.000,735.000,-15000.000,21.284
16-10-2025 12:30:30.978,-15000.000,732.000,-15000.000,21.285
16-10-2025 12:30:31.061,-15000.000,730.000,-15000.000,21.286
16-10-2025 12:30:31.137,-15000.000,728.000,-15000.000,21.286
16-10-2025 12:30:31.217,-15000.000,728.000,-15000.000,21.286
16-10-2025 12:30:31.297,-15000.000,724.000,-15000.000,21.287
16-10-2025 12:30:31.392,-15000.000,721.000,-15000.000,21.288
16-10-2025 12:30:31.503,-15000.000,725.000,-15000.000,21.288
16-10-2025 12:30:31.583,-15000.000,724.000,-15000.000,21.288
16-10-2025 12:30:31.662,-15000.000,727.000,-15000.000,21.288
16-10-2025 12:30:31.741,-15000.000,728.000,-15000.000,21.288
16-10-2025 12:30:31.821,-15000.000,729.000,-15000.000,21.288
16-10-2025 12:30:31.900,-15000.000,732.000,-15000.000,21.288
16-10-2025 12:30:31.980,-15000.000,728.000,-15000.000,21.288
16-10-2025 12:30:32.059,-15000.000,730.000,-15000.000,21.288
16-10-2025 12:30:32.139,-15000.000,730.000,-15000.000,21.288
16-10-2025 12:30:32.219,-15000.000,730.000,-15000.000,21.288
16-10-2025 12:30:32.315,-15000.000,730.000,-15000.000,21.288
16-10-2025 12:30:32.426,-15000.000,725.000,-15000.000,21.288
16-10-2025 12:30:32.505,-15000.000,724.000,-15000.000,21.288
16-10-2025 12:30:32.585,-15000.000,724.000,-15000.000,21.288
16-10-2025 12:30:32.664,-15000.000,722.000,-15000.000,21.288
16-10-2025 12:30:32.743,-15000.000,722.000,-15000.000,21.288
16-10-2025 12:30:32.837,-15000.000,723.000,-15000.000,21.288
16-10-2025 12:30:32.930,-15000.000,720.000,-15000.000,21.288
16-10-2025 12:30:33.028,-15000.000,727.000,-15000.000,21.288
16-10-2025 12:30:33.105,-15000.000,730.000,-15000.000,21.288
16-10-2025 12:30:33.185,-15000.000,731.000,-15000.000,21.288
16-10-2025 12:30:33.264,-15000.000,727.000,-15000.000,21.288
16-10-2025 12:30:33.359,-15000.000,726.000,-15000.000,21.288
16-10-2025 12:30:33.438,-15000.000,722.000,-15000.000,21.288
16-10-2025 12:30:33.534,-15000.000,725.000,-15000.000,21.288
16-10-2025 12:30:33.629,-15000.000,722.000,-15000.000,21.288
16-10-2025 12:30:33.707,-15000.000,723.000,-15000.000,21.288
16-10-2025 12:30:33.786,-15000.000,721.000,-15000.000,21.288
16-10-2025 12:30:33.869,-15000.000,721.000,-15000.000,21.288
16-10-2025 12:30:33.945,-15000.000,723.000,-15000.000,21.288
16-10-2025 12:30:34.024,-15000.000,722.000,-15000.000,21.288
16-10-2025 12:30:34.102,-15000.000,726.000,-15000.000,21.288
16-10-2025 12:30:34.181,-15000.000,729.000,-15000.000,21.288
16-10-2025 12:30:34.264,-15000.000,724.000,-15000.000,21.288
16-10-2025 12:30:34.339,-15000.000,724.000,-15000.000,21.288
16-10-2025 12:30:34.419,-15000.000,726.000,-15000.000,21.288
16-10-2025 12:30:34.498,-15000.000,726.000,-15000.000,21.288
16-10-2025 12:30:34.577,-15000.000,726.000,-15000.000,21.288
16-10-2025 12:30:34.675,-15000.000,727.000,-15000.000,21.288
16-10-2025 12:30:34.767,-15000.000,726.000,-15000.000,21.288
16-10-2025 12:30:34.879,-15000.000,729.000,-15000.000,21.288
16-10-2025 12:30:34.958,-15000.000,728.000,-15000.000,21.288
16-10-2025 12:30:35.038,-15000.000,728.000,-15000.000,21.288
16-10-2025 12:30:35.117,-15000.000,726.000,-15000.000,21.288
16-10-2025 12:30:35.196,-15000.000,726.000,-15000.000,21.288
16-10-2025 12:30:35.275,-15000.000,726.000,-15000.000,21.288
