Time,Temperature (°C),Peak (line),Measurement Rate(Hz),Distance (mm)
16-10-2025 12:42:02.788,-15000.000,640.000,-15000.000,21.245
16-10-2025 12:42:02.884,-15000.000,616.000,-15000.000,21.245
16-10-2025 12:42:02.964,-15000.000,612.000,-15000.000,21.245
16-10-2025 12:42:03.042,-15000.000,611.000,-15000.000,21.245
16-10-2025 12:42:03.120,-15000.000,620.000,-15000.000,21.245
16-10-2025 12:42:03.199,-15000.000,689.000,-15000.000,21.245
16-10-2025 12:42:03.280,-15000.000,741.000,-15000.000,21.245
16-10-2025 12:42:03.361,-15000.000,736.000,-15000.000,21.245
16-10-2025 12:42:03.458,-15000.000,734.000,-15000.000,21.245
16-10-2025 12:42:03.567,-15000.000,731.000,-15000.000,21.245
16-10-2025 12:42:03.646,-15000.000,729.000,-15000.000,21.245
16-10-2025 12:42:03.726,-15000.000,727.000,-15000.000,21.245
16-10-2025 12:42:03.805,-15000.000,729.000,-15000.000,21.245
16-10-2025 12:42:03.883,-15000.000,727.000,-15000.000,21.245
16-10-2025 12:42:03.963,-15000.000,728.000,-15000.000,21.245
16-10-2025 12:42:04.042,-15000.000,732.000,-15000.000,21.245
16-10-2025 12:42:04.122,-15000.000,732.000,-15000.000,21.245
16-10-2025 12:42:04.201,-15000.000,729.000,-15000.000,21.245
16-10-2025 12:42:04.281,-15000.000,728.000,-15000.000,21.246
16-10-2025 12:42:04.361,-15000.000,726.000,-15000.000,21.246
16-10-2025 12:42:04.440,-15000.000,726.000,-15000.000,21.247
16-10-2025 12:42:04.520,-15000.000,725.000,-15000.000,21.247
16-10-2025 12:42:04.599,-15000.000,721.000,-15000.000,21.248
16-10-2025 12:42:04.678,-15000.000,726.000,-15000.000,21.248
16-10-2025 12:42:04.758,-15000.000,725.000,-15000.000,21.248
16-10-2025 12:42:04.838,-15000.000,728.000,-15000.000,21.248
16-10-2025 12:42:04.916,-15000.000,728.000,-15000.000,21.248
16-10-2025 12:42:04.996,-15000.000,728.000,-15000.000,21.248
16-10-2025 12:42:05.076,-15000.000,727.000,-15000.000,21.248
16-10-2025 12:42:05.155,-15000.000,727.000,-15000.000,21.248
16-10-2025 12:42:05.234,-15000.000,726.000,-15000.000,21.247
16-10-2025 12:42:05.314,-15000.000,728.000,-15000.000,21.248
16-10-2025 12:42:05.393,-15000.000,729.000,-15000.000,21.248
16-10-2025 12:42:05.489,-15000.000,726.000,-15000.000,21.247
16-10-2025 12:42:05.568,-15000.000,724.000,-15000.000,21.247
16-10-2025 12:42:05.647,-15000.000,723.000,-15000.000,21.247
16-10-2025 12:42:05.742,-15000.000,724.000,-15000.000,21.247
16-10-2025 12:42:05.836,-15000.000,721.000,-15000.000,21.247
16-10-2025 12:42:05.921,-15000.000,720.000,-15000.000,21.247
16-10-2025 12:42:05.993,-15000.000,723.000,-15000.000,21.247
