Time,Temperature (°C),Peak (line),Measurement Rate(Hz),Distance (mm)
16-10-2025 12:52:28.861,-15000.000,640.000,-15000.000,21.141
16-10-2025 12:52:28.952,-15000.000,618.000,-15000.000,21.140
16-10-2025 12:52:29.048,-15000.000,615.000,-15000.000,21.142
16-10-2025 12:52:29.159,-15000.000,611.000,-15000.000,21.141
16-10-2025 12:52:29.255,-15000.000,620.000,-15000.000,21.142
16-10-2025 12:52:29.334,-15000.000,691.000,-15000.000,21.142
16-10-2025 12:52:29.417,-15000.000,742.000,-15000.000,21.142
16-10-2025 12:52:29.493,-15000.000,736.000,-15000.000,21.142
16-10-2025 12:52:29.572,-15000.000,732.000,-15000.000,21.141
16-10-2025 12:52:29.650,-15000.000,732.000,-15000.000,21.142
16-10-2025 12:52:29.731,-15000.000,732.000,-15000.000,21.142
16-10-2025 12:52:29.810,-15000.000,728.000,-15000.000,21.142
16-10-2025 12:52:29.888,-15000.000,729.000,-15000.000,21.142
16-10-2025 12:52:29.968,-15000.000,733.000,-15000.000,21.142
16-10-2025 12:52:30.048,-15000.000,733.000,-15000.000,21.142
16-10-2025 12:52:30.127,-15000.000,737.000,-15000.000,21.143
16-10-2025 12:52:30.208,-15000.000,733.000,-15000.000,21.143
16-10-2025 12:52:30.288,-15000.000,729.000,-15000.000,21.143
16-10-2025 12:52:30.369,-15000.000,727.000,-15000.000,21.143
16-10-2025 12:52:30.447,-15000.000,726.000,-15000.000,21.143
16-10-2025 12:52:30.527,-15000.000,727.000,-15000.000,21.144
16-10-2025 12:52:30.607,-15000.000,726.000,-15000.000,21.144
16-10-2025 12:52:30.687,-15000.000,724.000,-15000.000,21.144
16-10-2025 12:52:30.766,-15000.000,727.000,-15000.000,21.145
16-10-2025 12:52:30.864,-15000.000,725.000,-15000.000,21.144
16-10-2025 12:52:30.972,-15000.000,729.000,-15000.000,21.145
16-10-2025 12:52:31.052,-15000.000,729.000,-15000.000,21.144
16-10-2025 12:52:31.132,-15000.000,729.000,-15000.000,21.144
16-10-2025 12:52:31.211,-15000.000,729.000,-15000.000,21.143
16-10-2025 12:52:31.300,-15000.000,727.000,-15000.000,21.144
16-10-2025 12:52:31.399,-15000.000,730.000,-15000.000,21.143
16-10-2025 12:52:31.492,-15000.000,732.000,-15000.000,21.143
16-10-2025 12:52:31.576,-15000.000,730.000,-15000.000,21.144
16-10-2025 12:52:31.652,-15000.000,731.000,-15000.000,21.144
16-10-2025 12:52:31.732,-15000.000,725.000,-15000.000,21.144
16-10-2025 12:52:31.812,-15000.000,721.000,-15000.000,21.143
16-10-2025 12:52:31.907,-15000.000,721.000,-15000.000,21.144
16-10-2025 12:52:32.002,-15000.000,720.000,-15000.000,21.144
16-10-2025 12:52:32.113,-15000.000,718.000,-15000.000,21.144
16-10-2025 12:52:32.193,-15000.000,721.000,-15000.000,21.144
16-10-2025 12:52:32.274,-15000.000,720.000,-15000.000,21.143
16-10-2025 12:52:32.351,-15000.000,725.000,-15000.000,21.144
16-10-2025 12:52:32.432,-15000.000,726.000,-15000.000,21.144
16-10-2025 12:52:32.511,-15000.000,730.000,-15000.000,21.144
16-10-2025 12:52:32.591,-15000.000,725.000,-15000.000,21.144
16-10-2025 12:52:32.670,-15000.000,723.000,-15000.000,21.144
16-10-2025 12:52:32.750,-15000.000,721.000,-15000.000,21.144
16-10-2025 12:52:32.845,-15000.000,724.000,-15000.000,21.143
16-10-2025 12:52:32.940,-15000.000,722.000,-15000.000,21.143
16-10-2025 12:52:33.020,-15000.000,721.000,-15000.000,21.144
16-10-2025 12:52:33.099,-15000.000,721.000,-15000.000,21.144
