Time,Temperature (°C),Peak (line),Measurement Rate(Hz),Distance (mm)
16-10-2025 12:05:49.720,-15000.000,637.000,-15000.000,21.336
16-10-2025 12:05:49.811,-15000.000,615.000,-15000.000,21.336
16-10-2025 12:05:49.889,-15000.000,610.000,-15000.000,21.336
16-10-2025 12:05:49.985,-15000.000,607.000,-15000.000,21.336
16-10-2025 12:05:50.096,-15000.000,616.000,-15000.000,21.336
16-10-2025 12:05:50.192,-15000.000,686.000,-15000.000,21.336
16-10-2025 12:05:50.272,-15000.000,738.000,-15000.000,21.336
16-10-2025 12:05:50.351,-15000.000,734.000,-15000.000,21.337
16-10-2025 12:05:50.431,-15000.000,731.000,-15000.000,21.336
16-10-2025 12:05:50.511,-15000.000,730.000,-15000.000,21.336
16-10-2025 12:05:50.591,-15000.000,729.000,-15000.000,21.336
16-10-2025 12:05:50.670,-15000.000,732.000,-15000.000,21.336
16-10-2025 12:05:50.749,-15000.000,730.000,-15000.000,21.336
16-10-2025 12:05:50.845,-15000.000,732.000,-15000.000,21.336
16-10-2025 12:05:50.939,-15000.000,731.000,-15000.000,21.335
16-10-2025 12:05:51.035,-15000.000,732.000,-15000.000,21.336
16-10-2025 12:05:51.114,-15000.000,731.000,-15000.000,21.336
16-10-2025 12:05:51.193,-15000.000,730.000,-15000.000,21.336
16-10-2025 12:05:51.273,-15000.000,729.000,-15000.000,21.336
16-10-2025 12:05:51.352,-15000.000,730.000,-15000.000,21.336
16-10-2025 12:05:51.431,-15000.000,728.000,-15000.000,21.336
16-10-2025 12:05:51.511,-15000.000,727.000,-15000.000,21.336
16-10-2025 12:05:51.592,-15000.000,720.000,-15000.000,21.336
16-10-2025 12:05:51.685,-15000.000,726.000,-15000.000,21.336
16-10-2025 12:05:51.781,-15000.000,724.000,-15000.000,21.336
16-10-2025 12:05:51.861,-15000.000,726.000,-15000.000,21.336
16-10-2025 12:05:51.952,-15000.000,725.000,-15000.000,21.336
16-10-2025 12:05:52.031,-15000.000,725.000,-15000.000,21.336
16-10-2025 12:05:52.111,-15000.000,729.000,-15000.000,21.336
16-10-2025 12:05:52.206,-15000.000,731.000,-15000.000,21.336
16-10-2025 12:05:52.286,-15000.000,730.000,-15000.000,21.336
16-10-2025 12:05:52.365,-15000.000,733.000,-15000.000,21.336
16-10-2025 12:05:52.445,-15000.000,732.000,-15000.000,21.336
16-10-2025 12:05:52.524,-15000.000,733.000,-15000.000,21.336
16-10-2025 12:05:52.604,-15000.000,728.000,-15000.000,21.336
16-10-2025 12:05:52.683,-15000.000,727.000,-15000.000,21.336
16-10-2025 12:05:52.763,-15000.000,723.000,-15000.000,21.336
16-10-2025 12:05:52.842,-15000.000,722.000,-15000.000,21.336
16-10-2025 12:05:52.921,-15000.000,720.000,-15000.000,21.336
16-10-2025 12:05:53.017,-15000.000,724.000,-15000.000,21.336
16-10-2025 12:05:53.097,-15000.000,722.000,-15000.000,21.336
16-10-2025 12:05:53.206,-15000.000,725.000,-15000.000,21.336
16-10-2025 12:05:53.302,-15000.000,730.000,-15000.000,21.336
16-10-2025 12:05:53.381,-15000.000,728.000,-15000.000,21.336
16-10-2025 12:05:53.460,-15000.000,723.000,-15000.000,21.336
16-10-2025 12:05:53.540,-15000.000,722.000,-15000.000,21.336
16-10-2025 12:05:53.620,-15000.000,723.000,-15000.000,21.336
16-10-2025 12:05:53.700,-15000.000,726.000,-15000.000,21.336
16-10-2025 12:05:53.780,-15000.000,724.000,-15000.000,21.336
16-10-2025 12:05:53.859,-15000.000,722.000,-15000.000,21.336
16-10-2025 12:05:53.953,-15000.000,721.000,-15000.000,21.336
16-10-2025 12:05:54.049,-15000.000,722.000,-15000.000,21.336
16-10-2025 12:05:54.159,-15000.000,722.000,-15000.000,21.336
16-10-2025 12:05:54.239,-15000.000,723.000,-15000.000,21.336
16-10-2025 12:05:54.318,-15000.000,728.000,-15000.000,21.336
16-10-2025 12:05:54.397,-15000.000,730.000,-15000.000,21.336
16-10-2025 12:05:54.480,-15000.000,728.000,-15000.000,21.336
16-10-2025 12:05:54.554,-15000.000,724.000,-15000.000,21.336
16-10-2025 12:05:54.634,-15000.000,723.000,-15000.000,21.336
16-10-2025 12:05:54.714,-15000.000,724.000,-15000.000,21.336
16-10-2025 12:05:54.793,-15000.000,722.000,-15000.000,21.336
16-10-2025 12:05:54.889,-15000.000,727.000,-15000.000,21.336
16-10-2025 12:05:54.968,-15000.000,728.000,-15000.000,21.336
16-10-2025 12:05:55.064,-15000.000,730.000,-15000.000,21.336
16-10-2025 12:05:55.159,-15000.000,728.000,-15000.000,21.336
16-10-2025 12:05:55.238,-15000.000,725.000,-15000.000,21.336
16-10-2025 12:05:55.317,-15000.000,725.000,-15000.000,21.336
16-10-2025 12:05:55.397,-15000.000,725.000,-15000.000,21.336
16-10-2025 12:05:55.476,-15000.000,722.000,-15000.000,21.336
16-10-2025 12:05:55.556,-15000.000,721.000,-15000.000,21.336
16-10-2025 12:05:55.635,-15000.000,719.000,-15000.000,21.336
16-10-2025 12:05:55.714,-15000.000,721.000,-15000.000,21.336
16-10-2025 12:05:55.794,-15000.000,722.000,-15000.000,21.336
16-10-2025 12:05:55.876,-15000.000,720.000,-15000.000,21.336
16-10-2025 12:05:55.968,-15000.000,721.000,-15000.000,21.336
16-10-2025 12:05:56.047,-15000.000,723.000,-15000.000,21.336
16-10-2025 12:05:56.142,-15000.000,718.000,-15000.000,21.336
16-10-2025 12:05:56.253,-15000.000,719.000,-15000.000,21.336
16-10-2025 12:05:56.333,-15000.000,716.000,-15000.000,21.336
16-10-2025 12:05:56.415,-15000.000,718.000,-15000.000,21.336
16-10-2025 12:05:56.492,-15000.000,720.000,-15000.000,21.336
16-10-2025 12:05:56.572,-15000.000,721.000,-15000.000,21.336
16-10-2025 12:05:56.651,-15000.000,722.000,-15000.000,21.336
16-10-2025 12:05:56.730,-15000.000,724.000,-15000.000,21.336
16-10-2025 12:05:56.810,-15000.000,724.000,-15000.000,21.336
16-10-2025 12:05:56.890,-15000.000,726.000,-15000.000,21.336
16-10-2025 12:05:56.985,-15000.000,727.000,-15000.000,21.335
16-10-2025 12:05:57.096,-15000.000,729.000,-15000.000,21.337
16-10-2025 12:05:57.192,-15000.000,724.000,-15000.000,21.266
16-10-2025 12:05:57.271,-15000.000,723.000,-15000.000,21.311
16-10-2025 12:05:57.351,-15000.000,722.000,-15000.000,21.342
16-10-2025 12:05:57.430,-15000.000,722.000,-15000.000,21.296
16-10-2025 12:05:57.513,-15000.000,721.000,-15000.000,21.330
16-10-2025 12:05:57.610,-15000.000,721.000,-15000.000,21.338
16-10-2025 12:05:57.713,-15000.000,722.000,-15000.000,21.354
16-10-2025 12:05:57.792,-15000.000,724.000,-15000.000,21.345
