Frequency,Channel A
(kHz),(dBu)

0.00000000,-26.67900000
0.19073486,-33.15593000
0.38146973,-45.55101000
0.57220459,-63.49068000
0.76293945,-65.76175000
0.95367432,-68.05283000
1.14440918,-82.55772000
1.33514404,-70.85454000
1.52587891,-77.45078000
1.71661377,-64.38161000
1.90734863,-58.84364000
2.09808350,-57.97543000
2.28881836,-56.75966000
2.47955322,-57.73165000
2.67028809,-60.90607000
2.86102295,-70.84660000
3.05175781,-71.77678000
3.24249268,-65.82040000
3.43322754,-65.88147000
3.62396240,-67.04673000
3.81469727,-65.35481000
4.00543213,-62.59335000
4.19616699,-60.94723000
4.38690186,-61.18349000
4.57763672,-64.57224000
4.76837158,-64.41827000
4.95910645,-63.86725000
5.14984131,-59.36238000
5.34057617,-64.41824000
5.53131104,-59.72878000
5.72204590,-63.42188000
5.91278076,-57.74063000
6.10351563,-67.97009000
6.29425049,-60.15278000
6.48498535,-54.44722000
6.67572021,-53.99762000
6.86645508,-57.13460000
7.05718994,-53.83267000
7.24792480,-49.39120000
7.43865967,-56.38601000
7.62939453,-39.00953000
7.82012939,-33.68759000
8.01086426,-20.09222000
8.20159912,-12.42316000
8.39233398,-10.46987000
8.58306885,-14.81415000
8.77380371,-25.19422000
8.96453857,-39.74995000
9.15527344,-31.44431000
9.34600830,-34.38574000
9.53674316,-42.63061000
9.72747803,-55.02647000
9.91821289,-58.22880000
10.10894775,-52.35198000
10.29968262,-53.09358000
10.49041748,-53.24690000
10.68115234,-57.54860000
10.87188721,-61.00402000
11.06262207,-64.24432000
11.25335693,-69.09833000
11.44409180,-62.36374000
11.63482666,-61.53116000
11.82556152,-65.57829000
12.01629639,-70.19410000
12.20703125,-61.74709000
12.39776611,-61.23549000
12.58850098,-70.53677000
12.77923584,-66.93624000
12.96997070,-61.47461000
13.16070557,-57.09917000
13.35144043,-57.89320000
13.54217529,-56.92712000
13.73291016,-57.01260000
13.92364502,-56.51338000
14.11437988,-56.23093000
14.30511475,-56.21060000
14.49584961,-55.92386000
14.68658447,-56.34232000
14.87731934,-58.27641000
15.06805420,-61.72721000
15.25878906,-67.40121000
15.44952393,-65.04276000
15.64025879,-69.37232000
15.83099365,-64.70535000
16.02172852,-56.74976000
16.21246338,-57.94101000
16.40319824,-60.85828000
16.59393311,-56.86093000
16.78466797,-55.44865000
16.97540283,-62.65075000
17.16613770,-60.06786000
17.35687256,-61.89952000
17.54760742,-69.04656000
17.73834229,-66.97056000
17.92907715,-66.39811000
18.11981201,-59.68629000
18.31054688,-55.85920000
18.50128174,-53.45668000
18.69201660,-52.27777000
18.88275146,-53.07632000
19.07348633,-56.99862000
19.26422119,-62.98085000
19.45495605,-63.91661000
19.64569092,-57.50989000
19.83642578,-56.44094000
20.02716064,-61.76977000
20.21789551,-56.70245000
20.40863037,-55.02096000
20.59936523,-61.11621000
20.79010010,-62.67361000
20.98083496,-59.28453000
21.17156982,-64.45089000
21.36230469,-59.81512000
21.55303955,-55.97871000
21.74377441,-65.78042000
21.93450928,-60.89768000
22.12524414,-58.42277000
22.31597900,-58.32069000
22.50671387,-59.32575000
22.69744873,-55.06566000
22.88818359,-52.77797000
23.07891846,-51.75308000
23.26965332,-52.92561000
23.46038818,-57.43431000
23.65112305,-61.00066000
23.84185791,-54.90497000
24.03259277,-51.98042000
24.22332764,-49.83994000
24.41406250,-48.30909000
24.60479736,-49.25491000
24.79553223,-54.91505000
24.98626709,-52.37736000
25.17700195,-52.11598000
