Time,Channel A
(ms),(V)

-0.00059500,0.29132970
0.00004500,1.03244100
0.00068500,0.29132970
0.00132500,0.88784450
0.00196500,0.45399340
0.00260500,0.67091890
0.00324500,0.58052310
0.00388500,0.52632220
0.00452500,0.61671810
0.00516500,0.47206030
0.00580500,0.58052310
0.00644500,0.45399340
0.00708500,0.50825520
0.00772500,0.45399340
0.00836500,0.43592640
0.00900500,0.41785940
0.00964500,0.38172550
0.01028500,0.36365850
0.01092500,0.32746360
0.01156500,0.30939670
0.01220500,0.27326270
0.01284500,0.25519580
0.01348500,0.21900080
0.01412500,0.20093390
0.01476500,0.18286690
0.01540500,0.14673300
0.01604500,0.11059910
0.01668500,0.09253212
0.01732500,0.05639821
0.01796500,0.02026429
0.01860500,0.00213630
0.01924500,-0.03399762
0.01988500,-0.07013153
0.02052500,-0.08819849
0.02116500,-0.12439340
0.02180500,-0.14246040
0.02244500,-0.17859430
0.02308500,-0.21472820
0.02372500,-0.23285620
0.02436500,-0.26899010
0.02500500,-0.28705710
0.02564500,-0.32319100
0.02628500,-0.35938600
0.02692500,-0.37745290
0.02756500,-0.41358690
0.02820500,-0.43165380
0.02884500,-0.44978180
0.02948500,-0.48591570
0.03012500,-0.50398270
0.03076500,-0.54011660
0.03140500,-0.55818360
0.03204500,-0.57631150
0.03268500,-0.61244550
0.03332500,-0.63051240
0.03396500,-0.64857940
0.03460500,-0.66664630
0.03524500,-0.68477430
0.03588500,-0.70284130
0.03652500,-0.72090820
0.03716500,-0.73897520
0.03780500,-0.75704220
0.03844500,-0.77510910
0.03908500,-0.79317610
0.03972500,-0.79317610
0.04036500,-0.81130400
0.04100500,-0.82937100
0.04164500,-0.82937100
0.04228500,-0.84743800
0.04292500,-0.84743800
0.04356500,-0.84743800
0.04420500,-0.86550490
0.04484500,-0.86550490
0.04548500,-0.86550490
0.04612500,-0.88357190
0.04676500,-0.88357190
0.04740500,-0.88357190
0.04804500,-0.88357190
0.04868500,-0.88357190
0.04932500,-0.88357190
0.04996500,-0.86550490
0.05060500,-0.88357190
0.05124500,-0.86550490
0.05188500,-0.86550490
0.05252500,-0.84743800
0.05316500,-0.84743800
0.05380500,-0.84743800
0.05444500,-0.81130400
0.05508500,-0.81130400
0.05572500,-0.81130400
0.05636500,-0.79317610
0.05700500,-0.77510910
0.05764500,-0.75704220
0.05828500,-0.75704220
0.05892500,-0.72090820
0.05956500,-0.72090820
0.06020500,-0.70284130
0.06084500,-0.68477430
0.06148500,-0.64857940
0.06212500,-0.63051240
0.06276500,-0.63051240
0.06340500,-0.59437850
0.06404500,-0.57631150
0.06468500,-0.55818360
0.06532500,-0.52204960
0.06596500,-0.50398270
0.06660500,-0.48591570
0.06724500,-0.44978180
0.06788500,-0.43165380
0.06852500,-0.41358690
0.06916500,-0.37745290
0.06980500,-0.35938600
0.07044500,-0.34131900
0.07108500,-0.30512400
0.07172500,-0.26899010
0.07236500,-0.25092320
0.07300500,-0.21472820
0.07364500,-0.19666130
0.07428500,-0.17859430
0.07492500,-0.14246040
0.07556500,-0.12439340
0.07620500,-0.08819849
