Time,Channel A
(ms),(V)

-0.00053300,0.73946350
0.00074700,1.36845000
0.00202700,1.90740700
0.00330700,2.44666900
0.00458700,3.07535000
0.00586700,3.61461200
0.00714700,4.15356900
0.00842700,4.69252600
0.00970700,5.14175800
0.01098700,5.68102100
0.01226700,6.13025300
0.01354700,6.48945600
0.01482700,6.93868800
0.01610700,7.29819600
0.01738700,7.56767500
0.01866700,7.92718300
0.01994700,8.19666100
0.02122700,8.46614000
0.02250700,8.64589400
0.02378700,8.82534200
0.02506700,9.00509600
0.02634700,9.18485100
0.02762700,9.18485100
0.02890700,9.27457500
0.03018700,9.27457500
0.03146700,9.27457500
0.03274700,9.18485100
0.03402700,9.09512600
0.03530700,9.00509600
0.03658700,8.82534200
0.03786700,8.64589400
0.03914700,8.37611000
0.04042700,8.10663100
0.04170700,7.83715300
0.04298700,7.56767500
0.04426700,7.20816700
0.04554700,6.84896400
0.04682700,6.48945600
0.04810700,6.04022400
0.04938700,5.68102100
0.05066700,5.14175800
0.05194700,4.69252600
0.05322700,4.33332300
0.05450700,3.79436600
0.05578700,3.34513400
0.05706700,2.80587200
0.05834700,2.35663900
0.05962700,1.81768200
0.06090700,1.36845000
0.06218700,0.73946350
0.06346700,0.29053620
0.06474700,-0.24842070
0.06602700,-0.69765310
0.06730700,-1.23661000
0.06858700,-1.68584300
0.06986700,-2.13507500
0.07114700,-2.67433700
0.07242700,-3.12356900
0.07370700,-3.57249700
0.07498700,-3.93200500
0.07626700,-4.29151300
0.07754700,-4.65071600
0.07882700,-5.09994800
0.08010700,-5.36942700
0.08138700,-5.72893500
0.08266700,-5.99841300
0.08394700,-6.26789100
0.08522700,-6.44764600
0.08650700,-6.62739900
0.08778700,-6.80715400
0.08906700,-6.98660200
0.09034700,-7.16635700
0.09162700,-7.25608100
0.09290700,-7.25608100
0.09418700,-7.34611000
0.09546700,-7.34611000
0.09674700,-7.34611000
0.09802700,-7.25608100
0.09930700,-7.16635700
0.10058700,-7.07663200
0.10186700,-6.98660200
0.10314700,-6.80715400
0.10442700,-6.62739900
0.10570700,-6.44764600
0.10698700,-6.26789100
0.10826700,-5.99841300
0.10954700,-5.72893500
0.11082700,-5.45945600
0.11210700,-5.18997800
0.11338700,-4.92019400
0.11466700,-4.56099100
0.11594700,-4.20148300
0.11722700,-3.93200500
0.11850700,-3.57249700
0.11978700,-3.21329400
0.12106700,-2.85378600
0.12234700,-2.49458300
0.12362700,-2.13507500
0.12490700,-1.68584300
0.12618700,-1.32664000
0.12746700,-0.96713160
0.12874700,-0.60792870
0.13002700,-0.24842070
0.13130700,0.20081180
0.13258700,0.56001470
0.13386700,0.82949310
0.13514700,1.18869600
0.13642700,1.54820400
0.13770700,1.81768200
0.13898700,2.17719100
0.14026700,2.44666900
0.14154700,2.71614700
0.14282700,2.98562600
0.14410700,3.25510400
0.14538700,3.43485800
0.14666700,3.61461200
0.14794700,3.79436600
0.14922700,3.97381500
0.15050700,4.15356900
0.15178700,4.33332300
0.15306700,4.33332300
0.15434700,4.51307700
0.15562700,4.60280200
0.15690700,4.60280200
