Time,Channel A
(ms),(V)

-0.00050600,0.02105777
0.00013400,1.18869600
0.00077400,1.27872600
0.00141400,1.54820400
0.00205400,1.54820400
0.00269400,1.36845000
0.00333400,1.27872600
0.00397400,1.36845000
0.00461400,1.36845000
0.00525400,1.27872600
0.00589400,1.18869600
0.00653400,1.18869600
0.00717400,1.18869600
0.00781400,1.09897100
0.00845400,1.09897100
0.00909400,1.00894200
0.00973400,1.00894200
0.01037400,0.91921750
0.01101400,0.82949310
0.01165400,0.73946350
0.01229400,0.73946350
0.01293400,0.64973910
0.01357400,0.56001470
0.01421400,0.56001470
0.01485400,0.47029020
0.01549400,0.38056580
0.01613400,0.29053620
0.01677400,0.29053620
0.01741400,0.20081180
0.01805400,0.02105777
0.01869400,0.02105777
0.01933400,-0.06866664
0.01997400,-0.15869620
0.02061400,-0.24842070
0.02125400,-0.33814510
0.02189400,-0.42817470
0.02253400,-0.51789910
0.02317400,-0.60792870
0.02381400,-0.69765310
0.02445400,-0.69765310
0.02509400,-0.78737750
0.02573400,-0.87740710
0.02637400,-0.96713160
0.02701400,-1.05716100
0.02765400,-1.14688600
0.02829400,-1.23661000
0.02893400,-1.23661000
0.02957400,-1.32664000
0.03021400,-1.41636400
0.03085400,-1.50608800
0.03149400,-1.59611800
0.03213400,-1.59611800
0.03277400,-1.68584300
0.03341400,-1.77587200
0.03405400,-1.77587200
0.03469400,-1.86559700
0.03533400,-1.86559700
0.03597400,-1.95532100
0.03661400,-1.95532100
0.03725400,-2.04535100
0.03789400,-2.13507500
0.03853400,-2.13507500
0.03917400,-2.13507500
0.03981400,-2.13507500
0.04045400,-2.22510500
0.04109400,-2.22510500
0.04173400,-2.22510500
0.04237400,-2.22510500
0.04301400,-2.31482900
0.04365400,-2.22510500
0.04429400,-2.31482900
0.04493400,-2.31482900
0.04557400,-2.22510500
0.04621400,-2.22510500
0.04685400,-2.22510500
0.04749400,-2.22510500
0.04813400,-2.22510500
0.04877400,-2.22510500
0.04941400,-2.13507500
0.05005400,-2.13507500
0.05069400,-2.13507500
0.05133400,-2.04535100
0.05197400,-2.04535100
0.05261400,-1.95532100
0.05325400,-1.86559700
0.05389400,-1.86559700
0.05453400,-1.77587200
0.05517400,-1.68584300
0.05581400,-1.68584300
0.05645400,-1.50608800
0.05709400,-1.50608800
0.05773400,-1.41636400
0.05837400,-1.32664000
0.05901400,-1.23661000
0.05965400,-1.23661000
0.06029400,-1.05716100
0.06093400,-1.05716100
0.06157400,-0.87740710
0.06221400,-0.78737750
0.06285400,-0.69765310
0.06349400,-0.60792870
0.06413400,-0.51789910
0.06477400,-0.42817470
0.06541400,-0.33814510
0.06605400,-0.15869620
0.06669400,-0.06866664
0.06733400,0.02105777
0.06797400,0.11108740
0.06861400,0.29053620
0.06925400,0.38056580
0.06989400,0.47029020
0.07053400,0.64973910
0.07117400,0.73946350
0.07181400,0.82949310
0.07245400,0.91921750
0.07309400,1.09897100
0.07373400,1.18869600
0.07437400,1.36845000
0.07501400,1.45817400
0.07565400,1.54820400
0.07629400,1.72795800
0.07693400,1.81768200
