0.00000000,-40.64733000
0.00038147,-43.25947000
0.00076294,-50.82731000
0.00114441,-62.94943000
0.00152588,-50.17128000
0.00190735,-51.04059000
0.00228882,-53.97350000
0.00267029,-43.85677000
0.00305176,-41.64442000
0.00343323,-46.59676000
0.00381470,-43.42132000
0.00419617,-47.77415000
0.00457764,-48.67413000
0.00495911,-47.08086000
0.00534058,-45.32056000
0.00572205,-49.88758000
0.00610352,-39.90101000
0.00648499,-45.20193000
0.00686646,-41.78703000
0.00724792,-36.87889000
0.00762939,-37.02191000
0.00801086,-31.45996000
0.00839233,-17.73377000
0.00877380,-6.27729800
0.00915527,-0.61988990
0.00953674,0.23628180
0.00991821,-3.58278300
0.01029968,-12.92979000
0.01068115,-28.53035000
0.01106262,-33.97133000
0.01144409,-35.65345000
0.01182556,-37.54475000
0.01220703,-44.92467000
0.01258850,-36.80013000
0.01296997,-38.71489000
0.01335144,-41.12709000
0.01373291,-41.27213000
0.01411438,-44.92403000
0.01449585,-39.87912000
0.01487732,-40.82993000
0.01525879,-42.72736000
0.01564026,-45.70277000
0.01602173,-40.80148000
0.01640320,-48.98396000
0.01678467,-41.32946000
0.01716614,-41.39542000
0.01754761,-47.20087000
0.01792908,-40.36526000
0.01831055,-49.59856000
0.01869202,-39.99280000
0.01907349,-46.50682000
0.01945496,-42.08673000
0.01983643,-45.39836000
0.02021790,-40.20521000
0.02059937,-43.25312000
0.02098083,-42.00379000
0.02136230,-39.10018000
0.02174377,-44.64359000
0.02212524,-39.53426000
0.02250671,-37.28877000
0.02288818,-39.98473000
0.02326965,-38.68390000
0.02365112,-34.59283000
0.02403259,-32.99012000
0.02441406,-30.61251000
0.02479553,-27.41278000
0.02517700,-24.91882000
0.02555847,-22.08879000
0.02593994,-21.24860000
0.02632141,-22.59173000
0.02670288,-25.74202000
0.02708435,-28.32896000
0.02746582,-31.50815000
0.02784729,-38.25811000
0.02822876,-39.08188000
0.02861023,-37.43066000
0.02899170,-40.56726000
0.02937317,-52.18472000
0.02975464,-44.17926000
0.03013611,-44.78577000
0.03051758,-44.34389000
0.03089905,-39.72448000
0.03128052,-44.24883000
0.03166199,-51.13896000
0.03204346,-50.77882000
0.03242493,-49.68146000
0.03280640,-44.10341000
0.03318787,-46.89351000
0.03356934,-47.56110000
0.03395081,-42.35349000
0.03433228,-44.53670000
0.03471375,-52.42596000
0.03509521,-48.93845000
0.03547668,-53.04522000
0.03585815,-61.48745000
0.03623962,-49.26327000
0.03662109,-47.04517000
0.03700256,-49.23259000
0.03738403,-43.49752000
0.03776550,-45.25027000
0.03814697,-48.87703000
0.03852844,-52.21447000
0.03890991,-53.07994000
0.03929138,-48.18356000
0.03967285,-53.76050000
0.04005432,-57.53567000
0.04043579,-52.02431000
0.04081726,-47.84991000
0.04119873,-49.46452000
0.04158020,-48.14780000
0.04196167,-47.54833000
0.04234314,-54.91921000
0.04272461,-59.45282000
0.04310608,-53.37556000
0.04348755,-51.44466000
0.04386902,-46.88521000
0.04425049,-47.01649000
0.04463196,-51.73082000
0.04501343,-51.06670000
0.04539490,-47.48428000
0.04577637,-47.08366000
0.04615784,-45.73602000
0.04653931,-44.69067000
0.04692078,-49.26876000
0.04730225,-64.07002000
0.04768372,-54.67389000
0.04806519,-52.59649000
0.04844666,-54.14024000
0.04882813,-51.11416000
0.04920959,-48.28295000
0.04959106,-45.85358000
0.04997253,-45.31369000
0.05035400,-46.28253000
0.05073547,-50.26677000
0.05111694,-53.53947000
0.05149841,-48.07442000
0.05187988,-47.78793000
0.05226135,-48.34018000
0.05264282,-49.07421000
0.05302429,-51.60981000
0.05340576,-56.44060000
0.05378723,-66.01075000
0.05416870,-60.17740000
0.05455017,-53.82759000
0.05493164,-52.94781000
0.05531311,-51.31643000
0.05569458,-47.84057000
0.05607605,-50.71799000
0.05645752,-56.32514000
0.05683899,-53.47185000
0.05722046,-51.08921000
0.05760193,-50.05475000
0.05798340,-51.47228000
0.05836487,-57.02301000
0.05874634,-57.88983000
0.05912781,-51.05938000
0.05950928,-52.33809000
0.05989075,-51.27237000
0.06027222,-46.25063000
0.06065369,-44.69244000
0.06103516,-46.45191000
0.06141663,-50.67058000
0.06179810,-54.70663000
0.06217957,-55.32686000
0.06256104,-50.74001000
0.06294250,-47.69699000
0.06332397,-50.74915000
0.06370544,-62.59861000
0.06408691,-64.26879000
0.06446838,-55.19102000
0.06484985,-53.00619000
0.06523132,-51.05479000
0.06561279,-49.40039000
0.06599426,-50.80903000
0.06637573,-55.23080000
