Frequency,Channel A
(MHz),(dBu)

0.00000000,-29.32400000
0.00038147,-32.83586000
0.00076294,-41.79877000
0.00114441,-55.04554000
0.00152588,-53.00450000
0.00190735,-50.86979000
0.00228882,-55.36213000
0.00267029,-61.06386000
0.00305176,-62.01676000
0.00343323,-60.52446000
0.00381470,-55.50565000
0.00419617,-51.36831000
0.00457764,-54.26426000
0.00495911,-50.62881000
0.00534058,-53.12539000
0.00572205,-66.61788000
0.00610352,-49.77554000
0.00648499,-48.69907000
0.00686646,-48.80676000
0.00724792,-43.00336000
0.00762939,-31.82401000
0.00801086,-13.75847000
0.00839233,-2.88860500
0.00877380,2.13099200
0.00915527,2.19715500
0.00953674,-2.67664300
0.00991821,-13.32415000
0.01029968,-30.87462000
0.01068115,-43.19225000
0.01106262,-46.47493000
0.01144409,-49.56182000
0.01182556,-49.58062000
0.01220703,-54.58104000
0.01258850,-53.98611000
0.01296997,-64.68840000
0.01335144,-61.29270000
0.01373291,-53.40713000
0.01411438,-56.03745000
0.01449585,-55.93246000
0.01487732,-54.39882000
0.01525879,-54.45747000
0.01564026,-53.61495000
0.01602173,-52.20029000
0.01640320,-53.02951000
0.01678467,-57.07148000
0.01716614,-63.12667000
0.01754761,-65.32809000
0.01792908,-61.44172000
0.01831055,-57.28247000
0.01869202,-57.77565000
0.01907349,-60.15800000
0.01945496,-57.95893000
0.01983643,-56.76047000
0.02021790,-62.41007000
0.02059937,-63.46374000
0.02098083,-55.89532000
0.02136230,-54.37790000
0.02174377,-56.00407000
0.02212524,-58.53650000
0.02250671,-62.34169000
0.02288818,-64.28460000
0.02326965,-57.39515000
0.02365112,-54.65721000
0.02403259,-55.45454000
0.02441406,-57.94670000
0.02479553,-56.88013000
0.02517700,-53.81200000
0.02555847,-52.07837000
0.02593994,-50.87506000
0.02632141,-52.40781000
0.02670288,-54.52971000
0.02708435,-54.92393000
0.02746582,-54.19199000
0.02784729,-55.57666000
0.02822876,-60.15964000
0.02861023,-65.72455000
0.02899170,-58.74596000
0.02937317,-52.21241000
0.02975464,-51.50322000
0.03013611,-55.80309000
0.03051758,-62.43305000
0.03089905,-61.06701000
0.03128052,-61.52967000
0.03166199,-58.69556000
0.03204346,-56.90508000
0.03242493,-56.34380000
0.03280640,-58.17910000
0.03318787,-60.24810000
0.03356934,-55.25492000
0.03395081,-56.06228000
0.03433228,-64.31232000
0.03471375,-63.20274000
0.03509521,-62.25604000
0.03547668,-63.33612000
0.03585815,-60.17094000
0.03623962,-60.53060000
0.03662109,-63.89069000
0.03700256,-58.69160000
0.03738403,-59.71722000
0.03776550,-56.19167000
0.03814697,-53.95689000
0.03852844,-57.56136000
0.03890991,-58.50949000
0.03929138,-56.61003000
0.03967285,-56.24238000
0.04005432,-55.18596000
0.04043579,-55.86236000
0.04081726,-64.57758000
0.04119873,-60.98595000
0.04158020,-56.99102000
0.04196167,-57.66076000
0.04234314,-55.06043000
0.04272461,-53.29393000
0.04310608,-55.29424000
0.04348755,-57.21418000
0.04386902,-55.48821000
0.04425049,-55.48423000
0.04463196,-59.11038000
0.04501343,-65.61738000
0.04539490,-64.41872000
0.04577637,-61.34425000
0.04615784,-59.19023000
0.04653931,-54.66418000
0.04692078,-52.45184000
0.04730225,-53.53614000
0.04768372,-59.44967000
0.04806519,-67.38425000
0.04844666,-56.98307000
0.04882813,-54.86659000
0.04920959,-54.07791000
0.04959106,-53.75475000
0.04997253,-53.82380000
0.05035400,-52.79153000
0.05073547,-53.34063000
0.05111694,-58.66670000
0.05149841,-64.50351000
0.05187988,-59.77921000
0.05226135,-61.55321000
0.05264282,-61.02316000
0.05302429,-59.79691000
0.05340576,-59.43455000
0.05378723,-57.48042000
0.05416870,-55.87469000
0.05455017,-55.50600000
0.05493164,-58.22240000
0.05531311,-69.80733000
0.05569458,-64.58220000
0.05607605,-61.37970000
0.05645752,-70.55015000
