Frequency,Channel A
(kHz),(dBu)

0.00000000,-31.48771000
0.19073486,-38.12657000
0.38146973,-51.54591000
0.57220459,-73.51003000
0.76293945,-61.47663000
0.95367432,-59.02437000
1.14440918,-61.09370000
1.33514404,-64.29201000
1.52587891,-66.65282000
1.71661377,-64.56506000
1.90734863,-64.78181000
2.09808350,-59.01413000
2.28881836,-60.89707000
2.47955322,-81.06038000
2.67028809,-74.37631000
2.86102295,-71.26048000
3.05175781,-71.68815000
3.24249268,-66.56770000
3.43322754,-72.57452000
3.62396240,-61.20980000
3.81469727,-64.21945000
4.00543213,-58.20631000
4.19616699,-55.66342000
4.38690186,-57.73196000
4.57763672,-46.98513000
4.76837158,-25.26140000
4.95910645,-11.09318000
5.14984131,-5.87250200
5.34057617,-8.30246600
5.53131104,-19.03835000
5.72204590,-39.40010000
5.91278076,-55.76883000
6.10351563,-51.95473000
6.29425049,-60.67837000
6.48498535,-56.65490000
6.67572021,-63.71960000
6.86645508,-69.43085000
7.05718994,-70.97301000
7.24792480,-66.84595000
7.43865967,-65.56390000
7.62939453,-72.95076000
7.82012939,-63.52282000
8.01086426,-67.83809000
8.20159912,-69.73491000
8.39233398,-63.33836000
8.58306885,-54.72380000
8.77380371,-46.08610000
8.96453857,-37.44004000
9.15527344,-34.81091000
9.34600830,-37.44196000
9.53674316,-45.10397000
9.72747803,-55.36304000
9.91821289,-72.31583000
10.10894775,-62.15195000
10.29968262,-63.95176000
10.49041748,-64.28554000
10.68115234,-68.59506000
10.87188721,-71.65879000
11.06262207,-66.99754000
11.25335693,-64.82910000
11.44409180,-65.42880000
11.63482666,-71.94852000
11.82556152,-67.36302000
12.01629639,-62.16379000
12.20703125,-60.60854000
12.39776611,-65.56296000
12.58850098,-68.79082000
12.77923584,-68.29591000
12.96997070,-63.35958000
13.16070557,-63.37452000
13.35144043,-61.23035000
13.54217529,-59.11225000
13.73291016,-58.06719000
13.92364502,-59.64397000
14.11437988,-62.47607000
14.30511475,-59.88777000
14.49584961,-59.06129000
14.68658447,-61.38760000
14.87731934,-62.15485000
15.06805420,-60.33266000
15.25878906,-56.63134000
15.44952393,-57.23991000
15.64025879,-60.24505000
15.83099365,-62.49374000
16.02172852,-66.99898000
16.21246338,-69.39356000
16.40319824,-62.60342000
16.59393311,-60.54577000
16.78466797,-63.02292000
16.97540283,-73.48301000
17.16613770,-66.96287000
17.35687256,-61.62321000
17.54760742,-64.63458000
17.73834229,-66.87831000
17.92907715,-64.39040000
18.11981201,-66.74887000
18.31054688,-65.91724000
18.50128174,-61.33652000
18.69201660,-67.34755000
18.88275146,-67.81720000
19.07348633,-61.86912000
19.26422119,-64.32862000
19.45495605,-70.76559000
19.64569092,-67.55060000
19.83642578,-65.50620000
20.02716064,-65.78560000
20.21789551,-68.30893000
20.40863037,-77.59695000
20.59936523,-68.67523000
20.79010010,-64.30526000
20.98083496,-67.16825000
21.17156982,-69.64772000
21.36230469,-81.01633000
21.55303955,-64.16604000
21.74377441,-62.57609000
21.93450928,-67.90060000
22.12524414,-62.50290000
22.31597900,-61.90709000
22.50671387,-66.67940000
22.69744873,-70.18396000
22.88818359,-60.39175000
23.07891846,-60.91629000
23.26965332,-64.99291000
23.46038818,-64.90822000
23.65112305,-66.72119000
23.84185791,-66.93204000
24.03259277,-74.77109000
24.22332764,-71.67448000
24.41406250,-75.22317000
24.60479736,-84.42746000
24.79553223,-66.90723000
24.98626709,-62.50790000
25.17700195,-66.57935000
