Time,Channel A
(ms),(V)

-0.00064300,0.64973910
0.00063700,1.27872600
0.00191700,1.81768200
0.00319700,2.44666900
0.00447700,2.98562600
0.00575700,3.61461200
0.00703700,4.15356900
0.00831700,4.60280200
0.00959700,5.14175800
0.01087700,5.59099100
0.01215700,6.13025300
0.01343700,6.48945600
0.01471700,7.02871800
0.01599700,7.38792100
0.01727700,7.83715300
0.01855700,8.10663100
0.01983700,8.37611000
0.02111700,8.73561900
0.02239700,8.91537200
0.02367700,9.18485100
0.02495700,9.36460500
0.02623700,9.54435800
0.02751700,9.63408300
0.02879700,9.72380700
0.03007700,9.81383700
0.03135700,9.81383700
0.03263700,9.81383700
0.03391700,9.72380700
0.03519700,9.63408300
0.03647700,9.54435800
0.03775700,9.36460500
0.03903700,9.18485100
0.04031700,9.00509600
0.04159700,8.64589400
0.04287700,8.37611000
0.04415700,8.10663100
0.04543700,7.74742900
0.04671700,7.38792100
0.04799700,7.02871800
0.04927700,6.57948500
0.05055700,6.13025300
0.05183700,5.68102100
0.05311700,5.14175800
0.05439700,4.69252600
0.05567700,4.15356900
0.05695700,3.61461200
0.05823700,3.07535000
0.05951700,2.53639300
0.06079700,1.99743600
0.06207700,1.36845000
0.06335700,0.82949310
0.06463700,0.29053620
0.06591700,-0.33814510
0.06719700,-0.87740710
0.06847700,-1.41636400
0.06975700,-2.04535100
0.07103700,-2.58430700
0.07231700,-3.12356900
0.07359700,-3.57249700
0.07487700,-4.11175900
0.07615700,-4.65071600
0.07743700,-5.09994800
0.07871700,-5.54918100
0.07999700,-5.99841300
0.08127700,-6.44764600
0.08255700,-6.80715400
0.08383700,-7.16635700
0.08511700,-7.52586500
0.08639700,-7.88506700
0.08767700,-8.15454600
0.08895700,-8.42433000
0.09023700,-8.60377800
0.09151700,-8.78353200
0.09279700,-8.96328600
0.09407700,-9.14304100
0.09535700,-9.23276400
0.09663700,-9.32248900
0.09791700,-9.32248900
0.09919700,-9.32248900
0.10047700,-9.32248900
0.10175700,-9.23276400
0.10303700,-9.14304100
0.10431700,-8.96328600
0.10559700,-8.78353200
0.10687700,-8.60377800
0.10815700,-8.33430000
0.10943700,-8.15454600
0.11071700,-7.88506700
0.11199700,-7.52586500
0.11327700,-7.16635700
0.11455700,-6.80715400
0.11583700,-6.44764600
0.11711700,-6.08813800
0.11839700,-5.63890500
0.11967700,-5.18997800
0.12095700,-4.74074500
0.12223700,-4.29151300
0.12351700,-3.75225100
0.12479700,-3.30301800
0.12607700,-2.76406100
0.12735700,-2.22510500
0.12863700,-1.68584300
0.12991700,-1.14688600
0.13119700,-0.60792870
0.13247700,-0.06866664
0.13375700,0.47029020
0.13503700,1.00894200
0.13631700,1.54820400
0.13759700,2.08716100
0.13887700,2.53639300
0.14015700,3.07535000
0.14143700,3.61461200
0.14271700,4.06384500
0.14399700,4.51307700
0.14527700,4.96231000
0.14655700,5.41154200
0.14783700,5.77074500
0.14911700,6.13025300
0.15039700,6.48945600
0.15167700,6.84896400
0.15295700,7.20816700
0.15423700,7.47795100
0.15551700,7.74742900
0.15679700,7.92718300
